step,done,reward,root_height,upper_body_diff_norm,lower_body_diff_norm,joint_pos_diff_norm,policy_action_mean_abs,policy_action_max_abs,final_action_mean_abs,final_action_max_abs,frozen_delta_masked_mean_abs,delta_over_policy_mean,action_clip_frac,scale_zero_final_equals_main
15,0,0.18887445330619812,0.7331272959709167,0.11800645291805267,0.09855431318283081,1.8289602994918823,2.2322592735290527,6.020598888397217,2.2322592735290527,6.020598888397217,0.0,0.0,0.0,True
16,0,0.1876189261674881,0.7325323224067688,0.1156470999121666,0.09867195039987564,1.856489896774292,2.246335029602051,6.206544876098633,2.246335029602051,6.206544876098633,0.0,0.0,0.0,True
17,0,0.1887093186378479,0.7331258058547974,0.11247779428958893,0.09782572090625763,1.8777706623077393,2.1643965244293213,6.2129364013671875,2.1643965244293213,6.2129364013671875,0.0,0.0,0.0,True
18,0,0.19474181532859802,0.7344115972518921,0.10886899381875992,0.09684538841247559,1.8811944723129272,2.0527963638305664,6.264152526855469,2.0527963638305664,6.264152526855469,0.0,0.0,0.0,True
19,0,0.18994297087192535,0.7358349561691284,0.10556291043758392,0.0956299751996994,1.8602973222732544,2.0126264095306396,6.016916275024414,2.0126264095306396,6.016916275024414,0.0,0.0,0.0,True
20,0,0.19046156108379364,0.7369376420974731,0.10305216163396835,0.09457147121429443,1.8260133266448975,1.9519082307815552,6.071285724639893,1.9519082307815552,6.071285724639893,0.0,0.0,0.0,True
21,0,0.18440783023834229,0.7369534969329834,0.10285257548093796,0.09462682902812958,1.7842589616775513,1.9471213817596436,6.014679431915283,1.9471213817596436,6.014679431915283,0.0,0.0,0.0,True
22,0,0.1859206259250641,0.7363026738166809,0.10392262041568756,0.09562268108129501,1.7174791097640991,2.0115151405334473,6.022132396697998,2.0115151405334473,6.022132396697998,0.0,0.0,0.0,True
23,0,0.19004903733730316,0.737015962600708,0.10412903875112534,0.09517247974872589,1.7011405229568481,2.015674352645874,6.086819648742676,2.015674352645874,6.086819648742676,0.0,0.0,0.0,True
24,0,0.19323141872882843,0.7372314929962158,0.10406212508678436,0.09513359516859055,1.6719348430633545,2.067528009414673,6.153837203979492,2.067528009414673,6.153837203979492,0.0,0.0,0.0,True
25,0,0.19810129702091217,0.7376599311828613,0.10386005789041519,0.09508475661277771,1.6524409055709839,2.044152021408081,6.0428786277771,2.044152021408081,6.0428786277771,0.0,0.0,0.0,True
26,0,0.19074156880378723,0.7385571002960205,0.1033036857843399,0.09453362971544266,1.6402769088745117,2.011047840118408,5.902875900268555,2.011047840118408,5.902875900268555,0.0,0.0,0.0,True
27,0,0.20208466053009033,0.7395842671394348,0.10246692597866058,0.09390481561422348,1.6013983488082886,2.0605766773223877,6.105231285095215,2.0605766773223877,6.105231285095215,0.0,0.0,0.0,True
28,0,0.19753588736057281,0.7400402426719666,0.10246890783309937,0.0930866152048111,1.606981635093689,2.0442726612091064,6.129907131195068,2.0442726612091064,6.129907131195068,0.0,0.0,0.0,True
29,0,0.1986445188522339,0.7406498789787292,0.10180068016052246,0.09206346422433853,1.6113810539245605,2.048548936843872,6.241325378417969,2.048548936843872,6.241325378417969,0.0,0.0,0.0,True
30,0,0.20032013952732086,0.7417947053909302,0.10039001703262329,0.09067314863204956,1.6420319080352783,1.9884811639785767,6.109755992889404,1.9884811639785767,6.109755992889404,0.0,0.0,0.0,True
31,0,0.20310956239700317,0.7426307201385498,0.09983784705400467,0.08958353102207184,1.6481523513793945,1.9965287446975708,6.050869464874268,1.9965287446975708,6.050869464874268,0.0,0.0,0.0,True
32,0,0.1879134625196457,0.7418122887611389,0.10070627927780151,0.08950427919626236,1.675480604171753,1.7797088623046875,5.9911789894104,1.7797088623046875,5.9911789894104,0.0,0.0,0.0,True
33,0,0.19516241550445557,0.7413622736930847,0.1007937341928482,0.08995811641216278,1.6514374017715454,1.8118857145309448,5.801689147949219,1.8118857145309448,5.801689147949219,0.0,0.0,0.0,True
34,0,0.19140203297138214,0.7401775121688843,0.10237586498260498,0.09147023409605026,1.5847548246383667,1.840456247329712,5.473153591156006,1.840456247329712,5.473153591156006,0.0,0.0,0.0,True
35,0,0.1956149935722351,0.7382345199584961,0.10469181090593338,0.09263293445110321,1.5818856954574585,1.7815678119659424,5.521420001983643,1.7815678119659424,5.521420001983643,0.0,0.0,0.0,True
36,0,0.20607198774814606,0.7376474738121033,0.10533259809017181,0.09325428307056427,1.5838522911071777,1.7787340879440308,5.656351566314697,1.7787340879440308,5.656351566314697,0.0,0.0,0.0,True
37,0,0.1929621398448944,0.7372852563858032,0.10596050322055817,0.093534916639328,1.5917308330535889,1.7995778322219849,5.939882278442383,1.7995778322219849,5.939882278442383,0.0,0.0,0.0,True
38,0,0.2051914930343628,0.7366130352020264,0.10686558485031128,0.09424024820327759,1.5836262702941895,1.7960933446884155,5.965014457702637,1.7960933446884155,5.965014457702637,0.0,0.0,0.0,True
39,0,0.20798587799072266,0.7356765270233154,0.10728555917739868,0.09491464495658875,1.5823521614074707,1.7554739713668823,5.683333873748779,1.7554739713668823,5.683333873748779,0.0,0.0,0.0,True
40,0,0.20161239802837372,0.734667181968689,0.10872715711593628,0.09544400870800018,1.5927934646606445,1.7943133115768433,5.638566017150879,1.7943133115768433,5.638566017150879,0.0,0.0,0.0,True
41,0,0.19486625492572784,0.7332612872123718,0.1100405603647232,0.09658798575401306,1.6023801565170288,1.8098617792129517,5.386781215667725,1.8098617792129517,5.386781215667725,0.0,0.0,0.0,True
42,0,0.21050108969211578,0.7326474189758301,0.11132721602916718,0.09707716107368469,1.5923850536346436,1.7617623805999756,5.330663681030273,1.7617623805999756,5.330663681030273,0.0,0.0,0.0,True
43,0,0.19531860947608948,0.732650101184845,0.11241182684898376,0.09697525203227997,1.5785367488861084,1.7339054346084595,5.476694107055664,1.7339054346084595,5.476694107055664,0.0,0.0,0.0,True
44,0,0.20639656484127045,0.7327137589454651,0.11302798986434937,0.0969601422548294,1.5572329759597778,1.716744303703308,5.542893409729004,1.716744303703308,5.542893409729004,0.0,0.0,0.0,True
45,0,0.19360016286373138,0.7316104769706726,0.11497163772583008,0.09755650162696838,1.5571788549423218,1.7906074523925781,5.596799850463867,1.7906074523925781,5.596799850463867,0.0,0.0,0.0,True
46,0,0.196510910987854,0.7298834323883057,0.11726357787847519,0.09843393415212631,1.5562770366668701,1.74821138381958,5.56942892074585,1.74821138381958,5.56942892074585,0.0,0.0,0.0,True
47,0,0.19303660094738007,0.7274499535560608,0.11972514539957047,0.09888802468776703,1.6111648082733154,1.7085566520690918,5.562071800231934,1.7085566520690918,5.562071800231934,0.0,0.0,0.0,True
48,0,0.19696994125843048,0.724216639995575,0.1224520355463028,0.10058984160423279,1.5974504947662354,1.7042406797409058,5.581790447235107,1.7042406797409058,5.581790447235107,0.0,0.0,0.0,True
49,0,0.19877652823925018,0.7198012471199036,0.1267165243625641,0.10281401872634888,1.6290218830108643,1.762122392654419,5.791640758514404,1.762122392654419,5.791640758514404,0.0,0.0,0.0,True
