frame,t,rx,ry,rz,qx,qy,qz,qw,rlv_x,rlv_y,rlv_z,rav_x,rav_y,rav_z,roll,pitch,yaw,pgz,lv_norm,av_norm,dof_vel_max,dof_pos_err_max,tau_max,tau_sat_ratio,L_fz_norm,R_fz_norm,top_cf_name,top_cf_val,non_foot_cf_sum,bz_min,bz_min_name,L_box_bot,R_box_bot
11,0.22,0.015198808163404465,0.021511999890208244,1.1027745008468628,-0.18649287521839142,-0.03493228554725647,-0.007873602211475372,0.9818034172058105,0.09289485961198807,0.15814520418643951,3.2003371715545654,-1.6588664054870605,-0.4425117075443268,0.04953485727310181,-21.505321317016165,-4.1018710136915555,-0.13966768604273766,0.9280002858384448,3.2055885791778564,1.7175878286361694,2.6864702701568604,0.8861203908920288,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.76551473,left_ankle_roll_link,0.7455147314071655,0.8204357433319092
12,0.24,0.01755237951874733,0.0231778621673584,1.1674160957336426,-0.20263957977294922,-0.039618901908397675,-0.007475208956748247,0.9784230589866638,0.09926863759756088,0.15496492385864258,3.201038122177124,-1.6496411561965942,-0.45858630537986755,0.08175548911094666,-23.405324895994916,-4.620619656334758,0.0821358609067758,0.9147350866420306,3.2063241004943848,1.7141474485397339,2.6802968978881836,0.9138231992721557,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.8361017,left_ankle_roll_link,0.8161017107963562,0.8983580875396728
13,0.26,0.020053058862686157,0.024813266471028328,1.2321264743804932,-0.21862339973449707,-0.04450281336903572,-0.006782283540815115,0.9747703671455383,0.10541880130767822,0.15195868909358978,3.2022669315338135,-1.640596628189087,-0.4719032347202301,0.11578506976366043,-25.298564307500815,-5.147820066714619,0.35876736251929164,0.9004466173815422,3.2076032161712646,1.7110395431518555,2.670759677886963,0.9338432073593139,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.9069207,left_ankle_roll_link,0.8869206714630127,0.9765371489524841
14,0.28,0.022695960476994514,0.026423748582601547,1.296915054321289,-0.2344387322664261,-0.049563903361558914,-0.005776180420070887,0.970849335193634,0.11136893182992935,0.1491284966468811,3.203962564468384,-1.6315449476242065,-0.48239389061927795,0.15145573019981384,-27.185885863173173,-5.678507700479297,0.692326918115327,0.8851638005937541,3.209364414215088,1.7080929279327393,2.6575958728790283,0.9461384534835815,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.97795486,left_ankle_roll_link,0.9579548645019531,1.0549597549438476
15,0.3,0.025476669892668724,0.0280148908495903,1.3617879152297974,-0.2500785291194916,-0.054781775921583176,-0.004439115524291992,0.9666643738746643,0.11714549362659454,0.14647039771080017,3.2060489654541016,-1.622320294380188,-0.4899999499320984,0.18862025439739227,-29.067937889738857,-6.207612291576135,1.0845710725106448,0.8689193726006181,3.2115304470062256,1.7051688432693481,2.6406900882720947,0.9506598234176635,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.0491886,left_ankle_roll_link,1.0291886138916015,1.1336176204681396
16,0.32,0.02839164063334465,0.029592301696538925,1.4267510175704956,-0.2655338644981384,-0.06013597175478935,-0.002753965090960264,0.962220311164856,0.12277906388044357,0.14397239685058594,3.2084872722625732,-1.612746000289917,-0.49466171860694885,0.22715088725090027,-30.945076677416754,-6.729994511987706,1.5369284582727132,0.8517508634115829,3.214061737060547,1.7021273374557495,2.6200761795043945,0.9473548650741577,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.1206092,left_ankle_roll_link,1.100609164237976,1.212507586479187
17,0.34,0.03143779933452606,0.03116144984960556,1.4918100833892822,-0.2807939052581787,-0.06560546904802322,-0.0007041505887173116,0.957522988319397,0.12830331921577454,0.14161288738250732,3.211223840713501,-1.6026450395584106,-0.49631550908088684,0.26694491505622864,-32.81732927201736,-7.240410199349916,2.050484042863284,0.8337014104016996,3.216904401779175,1.6988407373428345,2.595945358276367,0.9517865777015686,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.1922064,left_ankle_roll_link,1.1722063827514648,1.2916333484649658
18,0.36,0.03461284562945366,0.03272731229662895,1.5569658279418945,-0.2958458364009857,-0.07116864621639252,0.0017265742644667625,0.9525792598724365,0.13375478982925415,0.13935399055480957,3.214219570159912,-1.5918784141540527,-0.4948824346065521,0.3079153895378113,-34.6843357310917,-7.733521814447875,2.6259830346493347,0.8148205297598543,3.220018148422241,1.695227861404419,2.5686557292938232,1.0004295110702515,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.2639669,left_ankle_roll_link,1.2439669179916382,1.3709962177276611
19,0.38,0.03791551664471626,0.03429397940635681,1.6222223043441772,-0.3106764554977417,-0.07680422067642212,0.0045546554028987885,0.9473966956138611,0.13917440176010132,0.13715150952339172,3.2174453735351562,-1.5801832675933838,-0.49026721715927124,0.3499995470046997,-36.54551135553513,-8.204002812710888,3.263918455524335,0.7951625033712943,3.2233731746673584,1.6911064386367798,2.715052366256714,1.0514687299728394,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.3358833,left_ankle_roll_link,1.3158832597732544,1.4506053733825683
20,0.4,0.04134510084986687,0.035864926874637604,1.6875803470611572,-0.3252674341201782,-0.08248968422412872,0.007796348538249731,0.941985011100769,0.14460743963718414,0.13494811952114105,3.220872402191162,-1.56717848777771,-0.48234543204307556,0.39315536618232727,-38.39940458372912,-8.646415879912837,3.96437733104116,0.7747930965949581,3.2269399166107178,1.686201810836792,2.9626379013061523,1.1018847227096558,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.4079455,left_ankle_roll_link,1.3879455137252807,1.5304695177078247
21,0.42,0.044902194291353226,0.03744218498468399,1.7530405521392822,-0.3395986557006836,-0.08820263296365738,0.011468630284070969,0.936355471611023,0.15010368824005127,0.13266639411449432,3.22446608543396,-1.5523357391357422,-0.4709518849849701,0.4373437464237213,-40.24407555546422,-9.05535203251639,4.727194441946355,0.7537860971691338,3.2306830883026123,1.6801224946975708,3.3219289779663086,1.1516417264938354,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.4801449,left_ankle_roll_link,1.4601448583602905,1.6106016445159912
22,0.44,0.04858827218413353,0.03902668133378029,1.818602204322815,-0.35364118218421936,-0.09391845762729645,0.01558782160282135,0.9305236339569092,0.15571381151676178,0.13020524382591248,3.22821307182312,-1.534934639930725,-0.45587360858917236,0.4824941158294678,-42.07613913655102,-9.425306525724405,5.551623953902393,0.732234475160515,3.234588146209717,1.672317385673523,3.687904119491577,1.200720191001892,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.5524719,left_ankle_roll_link,1.5324718761444092,1.6910142707824707
23,0.46,0.05240567773580551,0.040617115795612335,1.8842638731002808,-0.36736035346984863,-0.09961193054914474,0.020170273259282112,0.9245091080665588,0.16148696839809418,0.12743344902992249,3.2321059703826904,-1.5140069723129272,-0.4368476867675781,0.5284420251846313,-43.891110264994744,-9.750886733145826,6.436479766251953,0.7102476679815605,3.2386457920074463,1.6620179414749146,4.058577537536621,1.2491148710250854,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.6249176,left_ankle_roll_link,1.6049176263809204,1.7717237281799316
24,0.48,0.05635747313499451,0.04220973700284958,1.9500207901000977,-0.3807099461555481,-0.10525453090667725,0.025229431688785553,0.9183381199836731,0.1674627661705017,0.12418471276760101,3.2361464500427246,-1.488282322883606,-0.4135724604129791,0.5748253464698792,-45.682535075387605,-10.026771149751092,7.379626402618724,0.68796284124371,3.2428550720214844,1.6481658220291138,4.429655075073242,1.296836256980896,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.6974696,left_ankle_roll_link,1.6774695920944214,1.8527424144744873
25,0.5,0.06044697016477585,0.043797124177217484,2.015866756439209,-0.3936343789100647,-0.11081566661596298,0.030774837359786034,0.9120442867279053,0.17365634441375732,0.12025386095046997,3.240358352661133,-1.4561923742294312,-0.3857477605342865,0.6209319829940796,-47.44221985891676,-10.248019062082879,8.377941229814699,0.6655437275450947,3.2472355365753174,1.629372239112854,4.793206214904785,1.343911051750183,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.7701159,left_ankle_roll_link,1.750115852355957,1.934085350036621
26,0.52,0.06467639654874802,0.04536822810769081,2.081798791885376,-0.40606120228767395,-0.11625904589891434,0.03680514544248581,0.9056729674339294,0.18003690242767334,0.1154039278626442,3.2447588443756104,-1.4159717559814453,-0.35315394401550293,0.6654964089393616,-49.15908493049084,-10.41024809833699,9.42633301287977,0.6431962684867257,3.251798152923584,1.603926181793213,5.13597297668457,1.3903783559799194,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.8428457,left_ankle_roll_link,1.8228456783294678,2.015764217376709
27,0.54,0.06904545426368713,0.04690645635128021,2.1478073596954346,-0.41790807247161865,-0.12154340744018555,0.04330343008041382,0.8992802500724792,0.1864948719739914,0.1093883216381073,3.2493841648101807,-1.3659621477127075,-0.31578120589256287,0.7064913511276245,-50.819959648790814,-10.51013592929231,10.517405893616157,0.6211600861417708,3.2565693855285645,1.5699363946914673,5.437749862670898,1.436289668083191,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.9156439,left_ankle_roll_link,1.8956439304351806,2.097781639099121
28,0.56,0.07354862242937088,0.04839019849896431,2.213886260986328,-0.4290848970413208,-0.1266203075647354,0.05022791028022766,0.89293372631073,0.19280533492565155,0.1020052433013916,3.2542684078216553,-1.3052057027816772,-0.27399131655693054,0.7410338521003723,-52.4097155546925,-10.545891388324256,11.640499889200882,0.5997068976865019,3.261570453643799,1.5257012844085693,5.671026229858398,1.4817026853561401,0.0,0.0,0.0,0.0,pelvis,0.0,0,1.9884957,left_ankle_roll_link,1.9684957075119018,2.1801302242279053
29,0.58,0.07817237824201584,0.049792882055044174,2.280027151107788,-0.43950921297073364,-0.13143520057201385,0.05750611424446106,0.8867071270942688,0.19860677421092987,0.09318537265062332,3.259415626525879,-1.2343342304229736,-0.22865037620067596,0.7656183838844299,-53.913273160070204,-10.517749944547962,12.781474852035704,0.5791128795288816,3.2667901515960693,1.4703855514526367,5.80383825302124,1.5266789197921753,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.0613742,left_ankle_pitch_link,2.0413861083984375,2.262782554626465
30,0.6,0.08289223909378052,0.05108590051531792,2.3462212085723877,-0.44912242889404297,-0.1359269917011261,0.0650319904088974,0.88067227602005,0.2034270465373993,0.08308744430541992,3.264761447906494,-1.1563369035720825,-0.18110613524913788,0.7768476605415344,-55.317785261235834,-10.427989977243174,13.92276068689367,0.5596257935827946,3.2721481323242188,1.4047800302505493,5.807399272918701,1.5712727308273315,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.1329193,left_ankle_pitch_link,2.114294033050537,2.3456833171844482
31,0.62,0.08763571828603745,0.05224257707595825,2.412456512451172,-0.458027720451355,-0.13991880416870117,0.07281741499900818,0.8748319149017334,0.20444545149803162,0.07401245832443237,3.2691307067871094,-1.1079682111740112,-0.1175893172621727,0.7780133485794067,-56.62877027428631,-10.259463806687442,15.054170164633579,0.5412666710762721,3.276353359222412,1.3589428663253784,4.2271342277526855,1.6155189275741577,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.2044618,left_ankle_pitch_link,2.1872110176086426,2.4284059810638428
32,0.64,0.09233663976192474,0.05324992164969444,2.4787490367889404,-0.46675869822502136,-0.14329051971435547,0.08069151639938354,0.8689608573913574,0.20380279421806335,0.0668601468205452,3.272498607635498,-1.1036252975463867,-0.03901772201061249,0.7234043478965759,-57.90770621810107,-10.003059901584098,16.154548621036472,0.5232082891825467,3.279520273208618,1.320160984992981,3.627474308013916,1.6581002473831177,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.277128,left_ankle_pitch_link,2.2606215286254883,2.511147241592407
33,0.66,0.09696114808320999,0.05418495088815689,2.5450875759124756,-0.4750450551509857,-0.14582695066928864,0.08830177038908005,0.8632898330688477,0.20313213765621185,0.060458872467279434,3.2775349617004395,-1.0511360168457031,0.005645387805998325,0.6934001445770264,-59.10804133394959,-9.664999584440478,17.169457281889734,0.5061333920701876,3.2843801975250244,1.2592546939849854,3.5199623107910156,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.3498828,left_ankle_pitch_link,2.334074478149414,2.5939450073242187
34,0.68,0.10151772946119308,0.05504688248038292,2.6114695072174072,-0.4829104244709015,-0.14785076677799225,0.09570802003145218,0.8577748537063599,0.20154553651809692,0.05600372701883316,3.2807044982910156,-1.017801284790039,0.04326513409614563,0.649897575378418,-60.2400254669975,-9.277051071688113,18.12298634079309,0.489875345400987,3.2873666286468506,1.2083699703216553,3.427743673324585,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.422648,left_ankle_pitch_link,2.4075262355804443,2.676755886077881
35,0.7000000000000001,0.10597912967205048,0.05583183839917183,2.6778979301452637,-0.4904382526874542,-0.14935407042503357,0.1028519943356514,0.8523995876312256,0.19851987063884735,0.05038512125611305,3.2853522300720215,-0.9819021821022034,0.08052460849285126,0.6057745218276978,-61.31238584821502,-8.843356092009907,19.008707759912202,0.4743273638967018,3.2917304039001465,1.156537413597107,3.4880871772766113,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.4954162,left_ankle_pitch_link,2.480962972640991,2.7595333862304687
36,0.72,0.10980546474456787,0.05647023022174835,2.744281053543091,-0.49807897210121155,-0.14994259178638458,0.10875637829303741,0.8471165895462036,0.16760797798633575,0.04528217762708664,3.281956195831299,-0.9978592991828918,0.0905914232134819,0.4295300245285034,-62.36621110578931,-8.377769459556598,19.70781720116832,0.4588691134379643,3.2865452766418457,1.0901495218276978,3.992875576019287,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.5682542,left_ankle_pitch_link,2.554446439743042,2.8420502948760986
37,0.74,0.11339002102613449,0.05704009532928467,2.810718059539795,-0.505815863609314,-0.1499745398759842,0.11422541737556458,0.8417900204658508,0.16307003796100616,0.0441952683031559,3.2835216522216797,-1.0194391012191772,0.10815423727035522,0.3907887935638428,-63.414552665342875,-7.8708206446343185,20.322163190932343,0.44331589902030144,3.287865400314331,1.097118616104126,4.100934982299805,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.6411085,left_ankle_pitch_link,2.6279177474975586,2.9244663524627685
38,0.76,0.11684821546077728,0.05758165940642357,2.8772029876708984,-0.5137282013893127,-0.14961254596710205,0.1194714680314064,0.8363169431686401,0.1587849259376526,0.04169732704758644,3.2871387004852295,-1.0317492485046387,0.1348327398300171,0.34868377447128296,-64.47432858124208,-7.324878535140033,20.88303755290709,0.427398842373087,3.2912354469299316,1.09739089012146,4.167648792266846,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.713958,left_ankle_pitch_link,2.7013516235351562,3.006787519454956
39,0.78,0.12017756700515747,0.05807436257600784,2.9437692165374756,-0.5217337012290955,-0.14878183603286743,0.12449914216995239,0.8307572603225708,0.15425877273082733,0.03953627124428749,3.2906343936920166,-1.0482102632522583,0.15948481857776642,0.30557939410209656,-65.53264246727404,-6.735864011539251,21.38438163978878,0.4113158205369558,3.294485330581665,1.1034305095672607,4.4497809410095215,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.786807,left_ankle_pitch_link,2.7747471141815185,3.0889894771575928
40,0.8,0.12337455153465271,0.05852323770523071,3.0104174613952637,-0.5298685431480408,-0.14748907089233398,0.1292998492717743,0.8250865936279297,0.14955241978168488,0.037750255316495895,3.2939696311950684,-1.0687767267227173,0.18159689009189606,0.2617296278476715,-66.59514070640063,-6.105450688687974,21.825162136900673,0.39497260189897787,3.297578811645508,1.115241527557373,4.825271129608154,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.8596573,left_ankle_pitch_link,2.848102550506592,3.1710386085510254
41,0.8200000000000001,0.12643711268901825,0.058934763073921204,3.077146291732788,-0.5381650328636169,-0.14574579894542694,0.13386225700378418,0.8192786574363708,0.14472313225269318,0.036368537694215775,3.297081708908081,-1.0934640169143677,0.20067425072193146,0.21739895641803741,-67.66743315620153,-5.4359452288796755,22.204353297558324,0.37827311898532257,3.3004567623138428,1.1327824592590332,5.234180450439453,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.9273176,left_elbow_link,2.9214169788360596,3.2528965282440185
42,0.84,0.12940026819705963,0.059406671673059464,3.143845796585083,-0.5470885634422302,-0.14389865100383759,0.13822562992572784,0.8129459619522095,0.14042332768440247,0.04225419834256172,3.2880122661590576,-1.194654107093811,0.16661499440670013,0.20343731343746185,-68.82532339460364,-4.744947765650582,22.550953332026275,0.3599745639799852,3.291280746459961,1.2232520580291748,4.053599834442139,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,2.9827535,left_elbow_link,2.9946901607513428,3.3344633388519287
43,0.86,0.13225454092025757,0.059889182448387146,3.2105660438537598,-0.5564260482788086,-0.1418040245771408,0.14238856732845306,0.8062301278114319,0.135896697640419,0.04134005308151245,3.289191722869873,-1.232750654220581,0.17609064280986786,0.16600312292575836,-70.03746921382134,-4.025241324696584,22.85254297415058,0.3405633428211092,3.292257308959961,1.2562798261642456,4.048883438110352,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.0382245,left_elbow_link,3.0679242420196533,3.4157452392578125
44,0.88,0.1349896490573883,0.06035482883453369,3.2773449420928955,-0.5660452842712402,-0.13936403393745422,0.14632776379585266,0.7992237210273743,0.13136814534664154,0.040744855999946594,3.289914846420288,-1.2750180959701538,0.18161317706108093,0.12911716103553772,-71.2847861846531,-3.2739319562050224,23.09832570079271,0.3203408043979419,3.2927887439727783,1.2943437099456787,4.374350547790527,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.0938358,left_elbow_link,3.1411266136169433,3.4967360305786133
45,0.9,0.13760732114315033,0.0608111247420311,3.3441786766052246,-0.5759699940681458,-0.13660219311714172,0.1500304639339447,0.7918896079063416,0.12685942649841309,0.04040810465812683,3.290198802947998,-1.3211694955825806,0.18324875831604004,0.09278047829866409,-72.57359055858566,-2.4943932157582083,23.287633558157474,0.29919681353745453,3.292891502380371,1.3370404243469238,4.718122482299805,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.1496184,left_elbow_link,3.2142989444732666,3.5774011421203613
46,0.92,0.1401093453168869,0.06126433610916138,3.4110636711120605,-0.5862207412719727,-0.1335391104221344,0.15348373353481293,0.784190833568573,0.12238847464323044,0.04023534059524536,3.290140390396118,-1.3704410791397095,0.18135274946689606,0.056842245161533356,-73.91007898871258,-1.689874411015341,23.4195320092638,0.2770250969804078,3.2926619052886963,1.3835564851760864,5.066814422607422,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.2056026,left_elbow_link,3.287446241378784,3.657712917327881
47,0.9400000000000001,0.1419430375099182,0.061771031469106674,3.477480173110962,-0.5988133549690247,-0.12971319258213043,0.15557552874088287,0.7748503684997559,0.0804995745420456,0.05079335719347,3.230341911315918,-1.7818102836608887,0.05027351155877113,-0.17364604771137238,-75.56857676625226,-0.8420044784821339,23.35870403865509,0.24919410716178403,3.2317440509796143,1.7909573316574097,4.276879787445068,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.2619538,left_elbow_link,3.360737543106079,3.7373368549346924
48,0.96,0.1433340460062027,0.06226890906691551,3.5436551570892334,-0.612845778465271,-0.1253722608089447,0.15672272443771362,0.7642903327941895,0.07671255618333817,0.04625222831964493,3.23233699798584,-1.8180333375930786,0.048697203397750854,-0.2003999501466751,-77.44341227948173,0.025903780830252097,23.155697382824123,0.21740369607389987,3.2335779666900635,1.829693078994751,4.261576175689697,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.3186483,left_elbow_link,3.434061269760132,3.8164014625549316
49,0.98,0.1445050835609436,0.06272877752780914,3.610029935836792,-0.6269535422325134,-0.1202646866440773,0.15790951251983643,0.7533460259437561,0.06806726008653641,0.04279174283146858,3.2405765056610107,-1.8479597568511963,0.0988103598356247,-0.23966005444526672,-79.34134933112871,0.9627295022102517,22.878399239360615,0.1849313220570118,3.2415738105773926,1.866053581237793,4.222611904144287,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.3756342,left_elbow_link,3.5082201766967773,3.89510272026062
50,1.0,0.14559100568294525,0.06316348165273666,3.6764886379241943,-0.6410284042358398,-0.11502904444932938,0.15878494083881378,0.7420499920845032,0.06495644897222519,0.03940563276410103,3.2434728145599365,-1.8730072975158691,0.0828418880701065,-0.26295265555381775,-81.2696873517073,1.8828897809904015,22.540319048329412,0.15170180779185383,3.2443623542785645,1.8931885957717896,4.211050510406494,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.4328954,left_elbow_link,3.582433443069458,3.973486166000366
51,1.02,0.14660528302192688,0.06358686834573746,3.7430522441864014,-0.6551145911216736,-0.10972919315099716,0.15934263169765472,0.7303383946418762,0.06221560761332512,0.03636202961206436,3.2466537952423096,-1.8977279663085938,0.06060780957341194,-0.28299012780189514,-83.24019916518998,2.7797339932863037,22.145630254751687,0.11756875333982719,3.247453451156616,1.9196687936782837,4.201922416687012,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.490438,left_elbow_link,3.656640272140503,4.05144832611084
52,1.04,0.14755302667617798,0.06400921940803528,3.809725522994995,-0.6691972613334656,-0.10440296679735184,0.15957656502723694,0.7181993722915649,0.05964370444417,0.03361203894019127,3.250048875808716,-1.9222373962402344,0.03540942072868347,-0.3002767860889435,-85.25520803006368,3.6471679741091143,21.696912248949186,0.08255009189540086,3.250769853591919,1.9458717107772827,4.194713592529297,1.6581000089645386,0.0,0.0,0.0,0.0,pelvis,0.0,0,3.5482676,left_elbow_link,3.730835418701172,4.128976802825928
