frame,t,rx,ry,rz,qx,qy,qz,qw,roll,pitch,yaw,pgz,lv_norm,av_norm,rlv_x,rlv_y,rlv_z,rav_x,rav_y,rav_z,dof_vel_max,dof_pos_err_max,tau_max,tau_sat_ratio,L_fz_norm,R_fz_norm,top_cf_name,top_cf_val,non_foot_cf_sum,bz_min,bz_min_name,L_box_bot,R_box_bot,apparent_force_norm,apparent_force_z
58,1.16,2.4000353813171387,-0.13046357035636902,6.755731582641602,0.9191114902496338,0.3248944878578186,0.06349210441112518,0.21364974975585938,154.27204606173672,1.2671769274891769,38.646335349734564,-0.9006447194985938,2.364409,8.843504,2.3175666,0.061043706,-0.46431413,-7.3882556,-4.8588543,0.11300445,11.573750495910645,2.5565946102142334,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.1127280998229985,6.88695858001709,141.40562,-140.80347
59,1.18,2.4420506954193115,-0.12357914447784424,6.740166664123535,0.8971327543258667,0.31680741906166077,0.08542448282241821,0.29578477144241333,144.18403490959062,1.9564246675058052,38.267381332937944,-0.8104282393136533,2.3776038,8.776418,2.290041,0.0271849,-0.63872755,-7.1237154,-5.122661,-0.19113742,14.198890686035156,2.543654203414917,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.118292789459229,6.796654682159424,146.92322,-142.53023
60,1.2,2.4835638999938965,-0.11840648949146271,6.71981143951416,0.8697385191917419,0.3039869964122772,0.10956408083438873,0.37301796674728394,134.27989797657165,2.074618952867443,37.655880774973426,-0.6977063715072038,2.3838763,8.524545,2.2334697,-0.016231822,-0.8331959,-6.6645923,-5.3110476,-0.20938914,15.747063636779785,2.5422043800354004,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.108204345703125,6.695957641601563,169.267,-158.9191
61,1.22,2.5242443084716797,-0.11533841490745544,6.694621562957764,0.837293267250061,0.2889922559261322,0.13603177666664124,0.4437553882598877,124.70751727043285,1.6438557913125966,37.22316880591054,-0.5691530787351144,2.4084642,8.213607,2.1675394,-0.07157664,-1.0475446,-6.239524,-5.341345,-0.041336514,8.447041511535645,2.535644769668579,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.083730201721192,6.58906457901001,188.76242,-175.16522
62,1.24,2.563933849334717,-0.11475403606891632,6.6645708084106445,0.7998030781745911,0.27383992075920105,0.16450905799865723,0.5081963539123535,115.42923390868772,0.8697373040419515,37.251265161746076,-0.42934653211791307,2.4421482,8.081703,2.0877528,-0.14570153,-1.2586291,-5.909647,-5.4960623,0.4281315,8.834108352661133,2.5248806476593018,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.045460681915284,6.4812702941894536,194.10301,-172.49773
63,1.26,2.6023190021514893,-0.11704516410827637,6.629730224609375,0.75633305311203,0.26028043031692505,0.19655948877334595,0.5670791268348694,106.2346517458927,-0.12202166547983066,38.071790608627516,-0.279571179271457,2.5042212,8.165435,2.0094001,-0.23170678,-1.4763967,-5.8042455,-5.6468263,1.0480559,8.85086441040039,2.6326401233673096,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.994329910278321,6.376593093872071,201.76471,-177.95917
64,1.28,2.6395649909973145,-0.12245693802833557,6.590075969696045,0.7055056691169739,0.24911417067050934,0.23205053806304932,0.6215757131576538,96.8696567398641,-1.016440545716968,39.7976065130622,-0.11959223837008937,2.5946712,8.498739,1.9425151,-0.3249209,-1.6891953,-5.969359,-5.8028564,1.7094373,8.563841819763184,2.749351739883423,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.930733661651612,6.2759947586059575,197.562,-173.8985
65,1.3,2.6761176586151123,-0.13111813366413116,6.545856475830078,0.6456114649772644,0.24055755138397217,0.26975584030151367,0.6727181077003479,87.09665729134078,-1.4130620341886335,42.3577451157989,0.050635801524116175,2.702296,9.009798,1.8908991,-0.41499394,-1.8853871,-6.435599,-5.880138,2.2767313,8.063272476196289,2.867779016494751,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.855030040740967,6.181420307159424,181.38951,-160.32745
66,1.32,2.7132925987243652,-0.14212928712368011,6.49740743637085,0.571815013885498,0.2371850460767746,0.2975168824195862,0.7268111705780029,76.49418232640754,0.25945001103237697,44.72754648960494,0.23354168762537197,2.827175,9.807671,1.8828588,-0.4525864,-2.0598364,-8.189758,-5.0799217,1.8200679,11.284430503845215,2.9761154651641846,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.768081645965577,6.094647388458252,145.97997,-142.55957
67,1.34,2.75126314163208,-0.155379056930542,6.44591760635376,0.48963531851768494,0.23586243391036987,0.31536024808883667,0.7779293656349182,65.79856287084971,3.3333773666400277,46.290462519578384,0.40925233425992324,2.9533184,9.819829,1.8741944,-0.49317273,-2.228512,-8.592056,-4.530379,1.4426634,11.430052757263184,3.0733699798583984,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.670771579742432,6.0177693176269536,141.9522,-137.84135
68,1.36,2.790330410003662,-0.17006388306617737,6.3921403884887695,0.4047650098800659,0.2342034876346588,0.3221628963947296,0.8231189846992493,55.45466698638951,7.166557789193748,46.520479868583635,0.5626280263131047,3.1011918,9.442075,1.9026386,-0.4905219,-2.3993218,-8.46312,-4.159673,0.47485703,10.416199684143066,3.1414084434509277,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.564228038787842,5.952494125366211,141.52406,-139.58531
69,1.3800000000000001,2.8309900760650635,-0.18485905230045319,6.336167812347412,0.3227904140949249,0.22803102433681488,0.3180136978626251,0.8617861270904541,45.56799540065408,10.820012489069484,45.06573886004448,0.6876164010166597,3.2645144,8.807492,1.9340361,-0.49194866,-2.583514,-7.9776797,-3.724866,-0.23220639,10.018343925476074,3.132483959197998,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.44977186203003,5.899901371002198,152.69704,-150.52141
70,1.4000000000000001,2.872901678085327,-0.1995581090450287,6.277839660644531,0.24653542041778564,0.2185022383928299,0.3059200942516327,0.8932468295097351,36.25174687106552,13.857774545811283,42.36690475311297,0.7829541165934972,3.4446135,8.075169,1.983622,-0.48308668,-2.7743888,-7.2140913,-3.519678,-0.8815302,9.811384201049805,3.108847141265869,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.328724842071534,5.860292415618897,161.32253,-155.98245
71,1.42,2.916325092315674,-0.21365229785442352,6.216785430908203,0.17735613882541656,0.20393486320972443,0.2883247137069702,0.9185990691184998,27.442928337639074,15.806918598196333,38.734240699733405,0.8539107431771411,3.6379852,7.459332,2.0502722,-0.4649143,-2.9690359,-6.3780746,-3.6167772,-1.3713948,9.854300498962402,3.0697221755981445,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.202374439239502,5.833098869323731,168.78638,-159.06512
72,1.44,2.9615156650543213,-0.2270766794681549,6.152667999267578,0.11405815929174423,0.1829460710287094,0.2683751881122589,0.938880205154419,19.002842582783558,16.398009507763682,34.66760097976333,0.907042942788275,3.8308694,7.221067,2.1173925,-0.44696882,-3.1610801,-5.7835603,-4.047053,-1.5217088,10.671934127807617,3.0177159309387207,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.072055797576905,5.816486339569092,166.89284,-156.93811
73,1.46,3.008739948272705,-0.2400626689195633,6.0853800773620605,0.05352522060275078,0.15471254289150238,0.2483518421649933,0.9547357559204102,10.713290975199007,15.594836479662632,30.633237062462275,0.9463981596629438,4.0332913,7.150755,2.2075796,-0.42911762,-3.3481176,-5.2811427,-4.5869904,-1.4840302,10.363818168640137,2.9589991569519043,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.939389209747315,5.807141761779786,170.31345,-152.84657
74,1.48,3.058392286300659,-0.2527599036693573,6.015163421630859,-0.005489403381943703,0.11926404386758804,0.22888100147247314,0.9661053419113159,2.5925061078341067,13.47117243230021,26.96277583255393,0.9714919085817206,4.225805,7.3538647,2.3033738,-0.4172998,-3.5182035,-5.03219,-5.1899667,-1.3493104,9.682890892028809,2.9029316902160645,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.8061861801147465,5.803167800903321,159.8147,-138.99379
75,1.5,3.110474109649658,-0.26539346575737,5.942562103271484,-0.06465969234704971,0.07708340138196945,0.2098095566034317,0.9725519418716431,-5.446949926359918,10.199006015094936,23.86136666375121,0.9797545468339421,4.397199,7.7004633,2.3947563,-0.40920582,-3.665113,-4.962675,-5.768522,-1.1803174,9.938746452331543,2.8608241081237793,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.67455099105835,5.802180271148682,141.53964,-120.05407
76,1.52,3.16471266746521,-0.27801185846328735,5.868297576904297,-0.12445112317800522,0.02909175679087639,0.19116345047950745,0.9732019305229187,-13.436919463650785,5.981383587043354,21.520704002133826,0.967331175253107,4.534109,7.972623,2.4801216,-0.4090337,-3.7735705,-4.873701,-6.241278,-0.92531246,10.418928146362305,2.8443074226379395,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.547055702209473,5.802041034698487,112.79195,-88.63126
77,1.54,3.2206618785858154,-0.2903515696525574,5.7931647300720215,-0.1851600706577301,-0.024102160707116127,0.17393606901168823,0.9668923616409302,-21.500064980016727,1.0201272987285963,20.202257031560876,0.9302696681665454,4.646625,8.503693,2.529668,-0.36977267,-3.8800995,-5.1726985,-6.728059,-0.537769,9.065386772155762,2.8326199054718018,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.426526527404786,5.800700645446778,101.22934,-87.055244
78,1.56,3.277448892593384,-0.3019314110279083,5.717442512512207,-0.24855215847492218,-0.08064316213130951,0.1591346561908722,0.9520477056503296,-30.02128026898775,-4.269377112884762,20.123836159758625,0.863437009837841,4.737463,8.950497,2.5537906,-0.32005227,-3.9773452,-5.613508,-6.9710345,-0.0677599,8.016583442687988,2.837703227996826,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.316406707763672,5.796096782684327,91.40471,-79.46895
79,1.58,3.3341524600982666,-0.31227564811706543,5.641274929046631,-0.3150894343852997,-0.13789665699005127,0.14804872870445251,0.9272457957267761,-39.314411521120896,-9.34802902714149,21.48880578585454,0.7634063206594401,4.8206267,9.372694,2.5466647,-0.25317574,-4.085198,-6.2547317,-6.9667687,0.43571872,6.376033306121826,2.871999740600586,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.215626220703125,5.7860302734375,103.86916,-88.13696
80,1.6,3.3898260593414307,-0.3207949101924896,5.564382553100586,-0.3843231499195099,-0.19306020438671112,0.14139144122600555,0.891645610332489,-49.58668608217646,-13.627144240683462,24.339277806279224,0.6300469478362145,4.9080596,9.705678,2.5109067,-0.17592223,-4.2134843,-6.9499335,-6.7202344,0.858521,6.446861267089844,2.9375460147857666,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.124330501556397,5.768514137268067,125.81693,-104.835304
81,1.62,3.4436421394348145,-0.32696333527565,5.486080646514893,-0.4546951353549957,-0.24358396232128143,0.13916504383087158,0.8453118205070496,-60.782994018826024,-16.57400020169776,28.46291993951321,0.4678383743687333,5.0116873,9.909626,2.4519892,-0.09736452,-4.3698144,-7.578325,-6.282732,1.1388428,8.407293319702148,3.033951997756958,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.042811374664307,5.741813163757325,150.86472,-127.752594
82,1.6400000000000001,3.4951677322387695,-0.3303565979003906,5.405422210693359,-0.5240733623504639,-0.2881322205066681,0.14122696220874786,0.788911759853363,-72.59905953208842,-17.854161716121208,33.46249912037596,0.2846538687611524,5.1482964,10.312754,2.415983,0.004457015,-4.546203,-8.112997,-6.0930367,1.8458253,11.215152740478516,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.971109848022461,5.7044920730590825,169.01784,-144.14445
83,1.6600000000000001,3.5451338291168213,-0.3301037549972534,5.321678638458252,-0.5895535349845886,-0.32956525683403015,0.15000969171524048,0.722018301486969,-84.73119886604954,-17.399160212639753,39.363022075724984,0.08762674175019036,5.302861,10.241564,2.3370445,0.064665355,-4.7596617,-8.536518,-5.319375,1.9291803,12.262206077575684,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.9091782379150395,5.655589084625245,192.38171,-174.4378
84,1.68,3.5923209190368652,-0.32730090618133545,5.233286380767822,-0.6505419611930847,-0.36046162247657776,0.1631300151348114,0.6482676863670349,-96.3102131321046,-14.779830926773675,44.73110711734431,-0.10627484910278362,5.485601,10.062376,2.2543933,0.098213665,-4.999988,-8.87575,-4.4068074,1.74715,12.295903205871582,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.85632703781128,5.594225387573243,209.48567,-196.39417
85,1.7,3.636796474456787,-0.32277774810791016,5.139227867126465,-0.7064803242683411,-0.3787492513656616,0.17924094200134277,0.570357084274292,-106.84598703997524,-10.298953217671833,48.74064649584061,-0.28513088797669894,5.6884375,9.765813,2.1720877,0.09605627,-5.256532,-9.048081,-3.4698799,1.2096524,11.299293518066406,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.811645011901856,5.519945125579834,220.17941,-209.64723
86,1.72,3.678711414337158,-0.3177075684070587,5.038888931274414,-0.7572383284568787,-0.38326290249824524,0.1955663114786148,0.491379052400589,-116.23375577077537,-4.615818109876158,50.818740707294566,-0.4406006770310942,5.8983684,9.37155,2.0899084,0.054495674,-5.5154386,-8.961949,-2.7227917,0.30952075,11.508514404296875,3.1341099739074707,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.773688774108887,5.432473640441895,224.56322,-211.57767
87,1.74,3.71822190284729,-0.3133414685726166,4.932212829589844,-0.8033443689346313,-0.37413889169692993,0.20802558958530426,0.41398441791534424,-124.80987438998478,1.4014242959294176,50.67781386869588,-0.5706841707583763,6.1067576,8.988372,2.0141654,-0.017139457,-5.7650094,-8.624418,-2.3841255,-0.852164,11.771905899047852,3.122891664505005,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.740407447814942,5.331588249206543,221.0277,-203.9487
88,1.76,3.755774974822998,-0.3097657561302185,4.8200201988220215,-0.8433935642242432,-0.3627943694591522,0.20735621452331543,0.3377440273761749,-133.60284086342384,6.010028360897533,49.12856284237426,-0.6858649173722728,6.3137283,8.538724,1.9834408,-0.05825201,-5.993808,-7.5594087,-3.8943715,-0.77396005,12.179681777954102,3.114036798477173,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.708602886199952,5.217086296081543,191.62012,-186.9735
89,1.78,3.791447162628174,-0.3072702884674072,4.702574729919434,-0.8773781061172485,-0.35085275769233704,0.1945478320121765,0.26317477226257324,-142.71297166137379,9.01614816638541,46.63919034545492,-0.7857799973484152,6.504459,8.286393,1.925451,-0.13885698,-6.211388,-6.9611273,-4.283355,-1.3637763,12.4967041015625,3.1096174716949463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.675224761962891,5.088863830566407,195.44724,-177.80612
90,1.8,3.8252358436584473,-0.3063310384750366,4.5800323486328125,-0.9064080715179443,-0.3345850110054016,0.1728655844926834,0.19129778444766998,-151.9254581679182,10.682283962812724,43.1995751387012,-0.8670454434047272,6.681318,8.190838,1.8714412,-0.21563344,-6.410243,-6.3862495,-4.813227,-1.7715783,12.796357154846191,3.1142313480377197,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.636900882720948,4.946730117797852,179.69981,-162.50377
91,1.82,3.857236623764038,-0.3067179322242737,4.452754497528076,-0.9303460121154785,-0.3154907524585724,0.14201687276363373,0.12146275490522385,-161.25721909278968,10.813275727628039,39.25450011514461,-0.9301562342921006,6.8476543,8.293022,1.8217804,-0.2754051,-6.5951223,-5.8904324,-5.4936614,-1.9740088,13.163931846618652,3.1281540393829346,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.5896568107604985,4.790633659362793,163.88675,-151.08293
92,1.84,3.8876125812530518,-0.3078014552593231,4.320864200592041,-0.9479730129241943,-0.2967192828655243,0.10272190719842911,0.052468881011009216,-170.64047669635247,9.416968482362565,35.533244064042826,-0.9733903321136115,7.0099006,8.402035,1.7820033,-0.29784083,-6.773069,-5.5704722,-6.063823,-1.6715497,14.136857986450195,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.52963493347168,4.620877723693848,150.13004,-145.41751
93,1.86,3.9169280529022217,-0.3086552023887634,4.184210300445557,-0.9581801891326904,-0.2797313332557678,0.057894837111234665,-0.01700892299413681,179.9881551509053,6.918837606217108,32.54858062824192,-0.9927177873028157,7.179624,8.583432,1.7540827,-0.28531003,-6.9562054,-5.4664893,-6.506928,-1.2052759,14.21219539642334,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.453699092864991,4.438276748657227,151.73392,-149.65868
94,1.8800000000000001,3.945655345916748,-0.30867165327072144,4.042416572570801,-0.9598910808563232,-0.26633623242378235,0.009715980850160122,-0.08706177771091461,170.6591290227058,3.728459588082925,30.710246687665723,-0.984651751618431,7.365358,8.318066,1.7409054,-0.22818422,-7.1530185,-5.1896243,-6.4765654,-0.55868244,13.810773849487305,3.1415555477142334,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.3599018859863286,4.244035224914551,167.81905,-160.8352
95,1.9000000000000001,3.97455096244812,-0.3075386881828308,3.8951284885406494,-0.9530370831489563,-0.25762292742729187,-0.038035791367292404,-0.15460877120494843,161.68133535439006,0.41038390903163163,30.186921308834634,-0.9492985091865567,7.5798492,8.370427,1.7441366,-0.15783451,-7.3747673,-5.36492,-6.4239063,0.12291281,5.189212322235107,3.141601085662842,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.247225742340088,4.039730529785157,190.13164,-181.21262
96,1.92,4.0039472579956055,-0.3050910532474518,3.7418758869171143,-0.9374964833259583,-0.25359049439430237,-0.08440423756837845,-0.22286374866962433,152.5387946678272,-2.592091210685016,30.905739608544536,-0.8864155901913708,7.819262,8.443803,1.7645279,-0.08413204,-7.6171007,-5.713313,-6.1762943,0.71362084,4.813234329223633,3.141026020050049,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.115973930358887,3.8268122482299805,207.66043,-198.03429
97,1.94,4.03449821472168,-0.3014603555202484,3.5823721885681152,-0.9134091138839722,-0.25341328978538513,-0.12690980732440948,-0.2921631932258606,143.11866932863487,-4.805015753445614,32.614980910285766,-0.7970690095323096,8.077379,8.511291,1.8051587,-0.012870866,-7.8730736,-6.16835,-5.7615333,1.0946447,5.819519519805908,3.1381258964538574,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.9668404865264892,3.6067495155334472,219.6592,-209.1804
98,1.96,4.066784381866455,-0.2969575524330139,3.4165918827056885,-0.8814301490783691,-0.25542306900024414,-0.16369223594665527,-0.3620011508464813,133.47398428733513,-5.948796869108176,34.88061109332312,-0.684320103763639,8.344678,8.523006,1.8621938,0.047741417,-8.134101,-6.596235,-5.2637773,1.1933042,6.840742111206055,3.131735324859619,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.8006915855407715,3.380909423828125,223.89145,-213.31091
99,1.98,4.101199150085449,-0.29201945662498474,3.244744300842285,-0.8427401781082153,-0.25735941529273987,-0.19385866820812225,-0.43124714493751526,123.77614066535847,-6.0141430714737405,37.178649357112796,-0.5528897528753749,8.611872,8.457785,1.9281685,0.09170541,-8.39274,-6.8826346,-4.8104053,1.011662,7.767795562744141,3.122030735015869,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.618415575027466,3.150539617538452,221.06638,-211.35945
100,2.0,4.1378865242004395,-0.2871341109275818,3.0671839714050293,-0.7988171577453613,-0.2568858861923218,-0.2177596539258957,-0.4984791576862335,114.20038930047697,-5.266925165078878,39.06249413852751,-0.40819842006638396,8.872352,8.312966,1.994013,0.11568447,-8.644603,-6.9531865,-4.5101457,0.6459033,8.361743927001953,3.110538959503174,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.420880060195923,2.9168233680725097,213.6393,-205.82146
