frame,t,rx,ry,rz,qx,qy,qz,qw,roll,pitch,yaw,pgz,lv_norm,av_norm,rlv_x,rlv_y,rlv_z,rav_x,rav_y,rav_z,dof_vel_max,dof_pos_err_max,tau_max,tau_sat_ratio,L_fz_norm,R_fz_norm,top_cf_name,top_cf_val,non_foot_cf_sum,bz_min,bz_min_name,L_box_bot,R_box_bot,apparent_force_norm,apparent_force_z
10,0.2,0.46351808309555054,-0.09523805230855942,2.43856143951416,-0.7710999250411987,-0.19192960858345032,0.29090043902397156,0.5328647494316101,-105.72750229951578,14.127563751558107,38.67600456916383,-0.2628641380990775,9.628882,12.0956955,2.4625165,-0.6443926,9.286342,-9.762341,-7.1373744,-0.24585761,18.00033950805664,1.932370662689209,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,2.396292428970337,2.8328246879577637,56.485546,15.711502
11,0.22,0.5097291469573975,-0.10276879370212555,2.6359193325042725,-0.8383724689483643,-0.20523495972156525,0.24848638474941254,0.4396188259124756,-120.28139834087486,13.66225032992451,35.37937811951196,-0.489979570764977,9.700867,12.424027,2.432685,-0.47481287,9.378881,-9.4843,-8.007135,0.5387906,18.000764846801758,2.294623374938965,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,2.6215867805480957,3.0367610263824463,159.74245,75.62329
12,0.24,0.5546355843544006,-0.10488452017307281,2.8338892459869385,-0.883594274520874,-0.22157064080238342,0.20653244853019714,0.357088178396225,-132.39446866539382,11.931450071492664,33.43295562404219,-0.659664781663297,9.924464,7.665097,2.3958104,-0.18648097,9.629139,-5.0159144,-5.7542715,0.6947511,18.001991271972656,2.62518048286438,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,2.8391456413269043,3.2110404777526855,313.45026,204.50983
13,0.26,0.5971759557723999,-0.10182053595781326,3.031374931335449,-0.9063905477523804,-0.24437253177165985,0.16918258368968964,0.30019211769104004,-140.57641371241544,9.205362352093333,33.48188541013072,-0.762523518678702,9.883047,7.147346,2.1470017,0.13771495,9.646038,-3.8560462,-5.6606817,2.042584,18.066011428833008,2.7948925495147705,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.049169282913208,3.3609330463409424,334.24713,13.809912
14,0.28,0.6342544555664062,-0.09214179217815399,3.225884199142456,-0.9207528233528137,-0.27770236134529114,0.13350273668766022,0.23931682109832764,-148.79068415477047,6.4841498732847445,35.37975531647194,-0.8498087264178569,9.592332,8.557544,1.8990074,0.35727075,9.395688,-5.21181,-6.146136,2.879863,17.99945831298828,2.7590699195861816,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.253013114929199,3.4933442878723144,339.29062,-204.58542
15,0.3,0.6656692624092102,-0.07674558460712433,3.4134652614593506,-0.9326990842819214,-0.3070997893810272,0.0996997058391571,0.16069211065769196,-158.75397619423674,5.007297455346517,37.38895786037442,-0.928475724916412,9.170492,9.499992,1.6918411,0.5472635,8.996449,-6.902882,-6.165748,2.140942,18.00220489501953,2.6765644550323486,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.4513099002838135,3.6128258514404297,399.0122,-326.2568
16,0.32,0.6926758289337158,-0.05710747838020325,3.5902657508850098,-0.9430782794952393,-0.31809017062187195,0.0669766440987587,0.07025805860757828,-169.87982775027876,4.682358673549227,37.69222911857165,-0.9811559958039044,8.621806,9.908903,1.5657972,0.6748842,8.4515295,-7.757436,-6.163067,0.15861106,18.010473251342773,2.833078622817993,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.6454446125030517,3.7227022457122803,468.81213,-445.30728
17,0.34,0.7174695134162903,-0.03564036637544632,3.753493309020996,-0.9509297609329224,-0.306996613740921,0.03141564503312111,-0.02233133278787136,178.66804713275783,4.212709988255931,35.73514882682378,-0.9970286621526743,8.014598,10.09469,1.5338819,0.7222589,7.8332195,-7.5790496,-6.466464,-1.6265382,18.003389358520508,3.0336806774139404,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,3.8362495708465576,3.8247818756103515,507.4331,-505.28143
18,0.36,0.7418937087059021,-0.014333254657685757,3.902543067932129,-0.9529086947441101,-0.2821938395500183,-0.010119587182998657,-0.11058614403009415,167.48648246545528,2.4717830384241197,32.7211579568614,-0.9753366871978102,7.392521,9.537086,1.5196793,0.70023555,7.2006674,-6.4395185,-6.761782,-1.9408525,17.94274139404297,3.1030423641204834,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.022966365814209,3.9203538703918457,517.3635,-516.9201
19,0.38,0.7666490077972412,0.0029730303213000298,4.037011623382568,-0.9461038112640381,-0.26253607869148254,-0.05716362223029137,-0.18081681430339813,158.1492245264715,-0.7576766583216191,31.16405606238518,-0.9280752286060778,6.919047,12.131956,1.6884419,0.43903333,6.6954927,-7.9985485,-8.944672,-1.7889738,13.138364791870117,3.1387360095977783,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.206834774017334,4.012449245452881,484.7772,-412.8275
20,0.4,0.7954986095428467,0.01404124591499567,4.16194486618042,-0.9242777824401855,-0.24830381572246552,-0.10902848839759827,-0.2686420977115631,146.49380797959475,-3.906903680859197,31.251008709692485,-0.8318884080297662,6.606944,10.080591,1.8120488,0.07997131,6.353093,-7.18532,-7.0536256,0.48566335,13.741470336914062,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.400603275299073,4.0991902160644536,417.84433,-279.80814
21,0.42,0.8270976543426514,0.017531611025333405,4.280876159667969,-0.8920378088951111,-0.24719782173633575,-0.1555148959159851,-0.34493017196655273,135.87240506784653,-6.1377027569495315,33.46752647542394,-0.7136764311391599,6.435717,9.014696,1.8880687,-0.17981082,6.1499043,-6.39934,-6.155441,1.5568353,12.113080024719238,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.590960960388184,4.183357219696045,276.5843,-166.04549
22,0.44,0.8610657453536987,0.014008895494043827,4.396492004394531,-0.8551034331321716,-0.25382199883461,-0.19774556159973145,-0.40653306245803833,126.61673190805782,-7.574298878371574,36.87737531608804,-0.5912549768936461,6.3648624,7.881576,1.964443,-0.42384213,6.0392714,-5.403907,-5.250648,2.312516,9.422728538513184,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.763510684967041,4.26434705734253,227.68004,-90.408936
23,0.46,0.896917998790741,0.004420164972543716,4.510876178741455,-0.8159844875335693,-0.26497748494148254,-0.23763886094093323,-0.45550405979156494,118.50471569422974,-8.419667955526265,40.99523196007521,-0.47208750284267076,6.3677464,7.28605,2.0189738,-0.6186159,6.007433,-4.74908,-4.7542377,2.8160236,10.10800552368164,3.1415998935699463,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,4.910676460266114,4.342183094024659,167.32433,-26.018278
24,0.48,0.9342412352561951,-0.009577576071023941,4.625258445739746,-0.7746568322181702,-0.27888232469558716,-0.2758710980415344,-0.49601060152053833,111.09096847223613,-8.670606080760734,45.55354444298898,-0.3557371174598103,6.3767195,6.821108,2.0628688,-0.7401542,5.988263,-4.244119,-4.2867203,3.184178,10.418496131896973,3.1398303508758545,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.028160076141358,4.417400817871094,106.75556,-15.665521
25,0.5,0.9729081392288208,-0.025735197588801384,4.739742755889893,-0.7290347814559937,-0.2942515015602112,-0.31051498651504517,-0.534326434135437,103.79464342624769,-7.949471429847526,50.19740274975435,-0.23615131748605478,6.444908,7.358118,2.0919116,-0.7626978,6.0480604,-5.202746,-4.2512293,3.0000646,15.636540412902832,3.132272481918335,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.1148080635070805,4.490798931121827,57.3636,48.8662
26,0.52,1.012823224067688,-0.04135995730757713,4.854296684265137,-0.6726482510566711,-0.30925998091697693,-0.3365425169467926,-0.5819292664527893,95.54409885995753,-5.325549988792033,54.216872747032866,-0.09619481089273485,6.4707603,8.561982,2.1021826,-0.6799961,6.0818725,-7.0342865,-4.2955475,2.3183234,18.000818252563477,3.11873459815979,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.176040153503418,4.563397865295411,73.494774,27.631123
27,0.54,1.054028868675232,-0.05455457791686058,4.967796802520752,-0.6020876169204712,-0.3216874897480011,-0.34944280982017517,-0.6417922377586365,86.09987667615837,-0.4513412515719812,56.71316088450818,0.06801532098131524,6.4273486,10.153423,2.105395,-0.50670105,6.05156,-9.005166,-4.5160046,1.2667668,17.43401527404785,3.0979530811309814,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.216181259155274,4.636322479248047,143.79039,-24.771334
28,0.56,1.096692442893982,-0.06429439783096313,5.0789794921875,-0.5162888765335083,-0.32764002680778503,-0.34834954142570496,-0.710457980632782,75.30814550840948,6.076196030186253,56.92921200781398,0.25219561760232345,6.313776,11.549691,2.1090024,-0.26710215,5.945127,-10.394883,-5.0278726,0.24955244,12.219767570495605,3.065690755844116,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.232221584320069,4.7126169013977055,214.26886,-86.97672
29,0.58,1.1402008533477783,-0.07134369760751724,5.186816215515137,-0.4183347523212433,-0.317048043012619,-0.34847524762153625,-0.7765575051307678,62.723015794623855,11.586871582722491,55.41284155285988,0.44895314684438503,6.1345525,11.960004,2.0652492,-0.065254964,5.7760906,-9.977966,-6.5922756,0.15420434,9.726885795593262,3.017479658126831,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.234636287689209,4.793867092132569,218.10135,-138.13614
30,0.6,1.1848641633987427,-0.07533875107765198,5.291527271270752,-0.3181615471839905,-0.2961723506450653,-0.34207308292388916,-0.8330913782119751,49.66812114539362,16.010187020277563,52.09417169175078,0.6221103372137318,5.895501,11.425881,2.0545676,0.13062027,5.5243664,-9.252613,-6.6930785,-0.3776544,9.944806098937988,2.954711675643921,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.237290363311768,4.879781703948975,260.79526,-205.70845
31,0.62,1.228171944618225,-0.07597663253545761,5.393124103546143,-0.25731998682022095,-0.28173768520355225,-0.319864422082901,-0.8672352433204651,41.4745147705201,18.908070783008093,47.70616494341657,0.7088206022379708,5.525369,7.21811,2.0345342,0.18137299,5.1339536,-5.849585,-3.63222,-2.165744,9.416025161743164,2.8988702297210693,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.244739036560059,4.967844944000245,322.14523,-319.04443
32,0.64,1.2729851007461548,-0.07339588552713394,5.487955093383789,-0.20076590776443481,-0.2557930648326874,-0.2907189428806305,-0.8998585939407349,32.89638043440416,20.09771670034296,41.79795278890375,0.7885259165260461,5.200779,8.066181,2.0932615,0.30225584,4.7513156,-5.762557,-4.81428,-2.9460025,9.949405670166016,2.8384969234466553,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.259478549957276,5.065904121398926,331.41708,-312.69083
33,0.66,1.320884346961975,-0.07010986655950546,5.5746965408325195,-0.13735809922218323,-0.21464961767196655,-0.25726884603500366,-0.9321324229240417,22.84217300019468,19.237691027987623,34.78080210009356,0.8701165884226949,4.8864026,9.587876,2.1643555,0.29878932,4.3707232,-6.477058,-6.273191,-3.2591662,9.250800132751465,2.7749786376953125,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.283933620452881,5.175781707763672,316.41162,-311.01917
34,0.68,1.3721076250076294,-0.06945312023162842,5.654739856719971,-0.0634535551071167,-0.15998639166355133,-0.22209720313549042,-0.9597139358520508,11.585395209650741,16.19436288438656,27.713837489001506,0.9407560016534897,4.6366253,10.066654,2.3187008,0.1735943,4.011457,-6.0877304,-7.330845,-3.2458866,10.067288398742676,2.715930223464966,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.317841033935547,5.29475305557251,335.5176,-293.59155
35,0.7000000000000001,1.4274433851242065,-0.0728173553943634,5.730118751525879,0.008337658829987049,-0.09459879249334335,-0.18905021250247955,-0.9773645997047424,1.1358893603314253,10.840026807328098,22.002664776032542,0.9819631038080722,4.526716,10.679717,2.4755535,-0.02003365,3.789775,-6.15846,-8.387154,-2.4052796,9.467001914978027,2.6618759632110596,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.361223201751709,5.419957618713379,272.5541,-181.15807
36,0.72,1.4862406253814697,-0.08105756342411041,5.8040289878845215,0.08386601507663727,-0.020376531407237053,-0.16465474665164948,-0.9825681447982788,-9.117583879547311,3.879627137569157,18.71654895495914,0.9851025769659503,4.4984584,10.994261,2.583031,-0.22276813,3.6762009,-6.3037286,-8.9385805,-1.1128992,9.354106903076172,2.6166326999664307,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.412782649993897,5.54977128982544,209.22768,-92.81242
37,0.74,1.5465638637542725,-0.09353140741586685,5.878623008728027,0.160749152302742,0.05636204779148102,-0.15220952033996582,-0.9735580682754517,-19.315338672800536,-3.4862125386721434,18.36521902799804,0.9419660592054013,4.491693,10.9244,2.6171896,-0.40469223,3.6279263,-6.537986,-8.744198,0.36914656,8.486592292785645,2.5940678119659424,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.473218421936036,5.682078819274903,156.3255,-39.44982
38,0.76,1.606103777885437,-0.10882294178009033,5.954629898071289,0.23673106729984283,0.12811420857906342,-0.15294942259788513,-0.9508688449859619,-29.78362666257731,-9.858984420203488,20.90355852187811,0.855090302670475,4.4573483,10.48593,2.5742552,-0.5380292,3.5988455,-6.8331785,-7.77831,1.6614175,13.150492668151855,2.607973337173462,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.543043117523194,5.815480690002442,116.91298,-23.764816
39,0.78,1.6629064083099365,-0.12521429359912872,6.031567096710205,0.3090623915195465,0.18808814883232117,-0.16467124223709106,-0.9175982475280762,-40.439254444079644,-14.086786576853859,25.558995943164508,0.7382065728340983,4.385788,9.669516,2.476494,-0.6080294,3.5682511,-6.967122,-6.28699,2.3307714,18.002033233642578,2.6703176498413086,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.621201496124268,5.9492573547363286,101.389465,-25.001629
40,0.8,1.7157549858093262,-0.14098341763019562,6.108047962188721,0.37502560019493103,0.2325494885444641,-0.182550847530365,-0.8786078095436096,-50.62288445627458,-15.766470550209272,30.968357054664498,0.6105530691522798,4.241079,8.665787,2.3435225,-0.60207784,3.4831243,-6.882107,-4.733699,2.3075,18.107505798339844,2.766496419906616,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.704771022796631,6.083647708892823,129.11575,-69.56548
41,0.8200000000000001,1.7646058797836304,-0.15543551743030548,6.18253755569458,0.4351724088191986,0.2624755799770355,-0.20091445744037628,-0.8374754190444946,-59.910282488354184,-15.353217442345079,35.86481695306351,0.4834630890364302,4.0872984,7.671587,2.2201107,-0.5820687,3.3820574,-6.576714,-3.480356,1.8674059,18.000843048095703,2.8766276836395264,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.790759067535401,6.217355709075928,131.37672,-82.59157
42,0.84,1.8100295066833496,-0.1684437394142151,6.254459381103516,0.48965388536453247,0.28023678064346313,-0.21784450113773346,-0.7963981628417969,-68.05598640634285,-13.475131770907494,39.71813020069676,0.36341283864400964,3.9211729,6.9666867,2.1144674,-0.539995,3.2577643,-6.359292,-2.5176597,1.3249605,11.45463752746582,2.9735212326049805,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.877945404052735,6.3487276840209965,137.6668,-101.572014
43,0.86,1.8526943922042847,-0.18001729249954224,6.323413848876953,0.5411664247512817,0.28709876537323,-0.23241056501865387,-0.7554458975791931,-75.30497724468376,-10.499653542035245,42.3110344906975,0.24942639928616472,3.7430704,6.713701,2.0322816,-0.47840658,3.1066918,-6.4201803,-1.8636603,0.6179258,11.578910827636719,3.079998016357422,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,5.9666709709167485,6.47608850479126,149.28242,-123.456085
44,0.88,1.8939836025238037,-0.18904198706150055,6.389301776885986,0.5917809009552002,0.2883906960487366,-0.24577246606349945,-0.7114927768707275,-82.28683254338607,-6.862605984612044,44.110604095819355,0.13325234339435355,3.5852573,6.9939513,2.0248187,-0.3323856,2.9400167,-6.6906815,-1.8451866,0.8633803,10.770868301391602,3.141453504562378,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.058000068664551,6.597260932922364,181.18657,-136.20648
45,0.9,1.9342399835586548,-0.1951298713684082,6.4516825675964355,0.6427008509635925,0.28691235184669495,-0.25608351826667786,-0.6625996232032776,-89.47024198819084,-2.925982956130069,45.160412448186705,0.009233837056944694,3.3606894,7.3087125,1.9616529,-0.2493037,2.7173514,-7.0071464,-2.0777352,0.013856357,10.44675350189209,3.1381235122680664,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.154055576324463,6.707410316467286,200.95811,-181.96156
46,0.92,1.9725078344345093,-0.1991691142320633,6.5098676681518555,0.6957016587257385,0.28081849217414856,-0.257930725812912,-0.6087788939476013,-97.22336388603244,0.972523691485931,44.81976298473777,-0.12571964700141258,3.125182,7.8199587,1.9090016,-0.16592067,2.4687943,-7.3149652,-2.672299,-0.7084185,10.435136795043945,3.1233835220336914,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.252162437438965,6.804037075042725,218.52284,-203.12025
47,0.9400000000000001,2.008884906768799,-0.20098482072353363,6.563473224639893,0.7495719790458679,0.27230796217918396,-0.250209778547287,-0.5489856600761414,-105.83160418055198,4.36524111589245,43.23080494947491,-0.2720195560738379,2.888487,8.3692,1.862881,-0.09085505,2.2056239,-7.530014,-3.4347656,-1.2428952,10.595271110534668,3.0866498947143555,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.350846271514893,6.889061908721924,226.79358,-215.0623
48,0.96,2.0429792404174805,-0.20042270421981812,6.612381458282471,0.8006736040115356,0.26237204670906067,-0.2318015843629837,-0.48615890741348267,-115.00469373472669,6.666256559921085,40.53614567816008,-0.4198346221102458,2.6391368,8.012488,1.7440245,-0.052394126,1.9800698,-6.215331,-4.841202,-1.4602722,16.685504913330078,3.0147392749786377,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.449347000122071,6.961689929962159,210.70511,-184.3223
49,0.98,2.0742311477661133,-0.19853679835796356,6.655587196350098,0.8429978489875793,0.26126280426979065,-0.19885362684726715,-0.42609089612960815,-124.15121841195956,6.46653961449368,37.86861587676138,-0.5578072525852011,2.4176414,8.055856,1.7202151,0.02909365,1.69853,-5.882096,-5.3457937,-1.3115793,15.271523475646973,2.9221155643463135,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.5459933090209965,7.0207176017761235,240.30586,-230.07365
50,1.0,2.104755163192749,-0.19430457055568695,6.6922607421875,0.878305196762085,0.26328498125076294,-0.1619497686624527,-0.3647373616695404,-133.1890115991103,5.303010625768099,35.67051646246361,-0.6814780000229987,2.2283072,7.920101,1.7315841,0.09827693,1.3990396,-5.536059,-5.5903916,-0.9097118,11.790315628051758,2.811931848526001,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.639166812896729,7.065619926452637,251.35973,-244.74278
51,1.02,2.1355621814727783,-0.18823498487472534,6.721881866455078,0.9060062766075134,0.2687055170536041,-0.12404217571020126,-0.3025945723056793,-141.96389521853936,3.5631325266558855,34.26734821839659,-0.7861000562945097,2.0931852,7.7223434,1.7809752,0.1424996,1.0905254,-5.3016357,-5.600392,-0.40355232,7.457810401916504,2.7924985885620117,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.727612476348877,7.096172313690186,257.87238,-252.11711
52,1.04,2.167574882507324,-0.18096329271793365,6.744368076324463,0.9263604879379272,0.2770650088787079,-0.08748097717761993,-0.2396625280380249,-150.4808156918406,1.6774956964470498,33.74475114348608,-0.8698175455151063,2.02994,7.518414,1.8627701,0.16262037,0.7901255,-5.2173243,-5.412536,0.10262014,6.424324035644531,2.789731979370117,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.810121994018555,7.112325172424317,254.95433,-245.48608
53,1.06,2.2015230655670166,-0.17299143970012665,6.760043144226074,0.9399456977844238,0.28763532638549805,-0.05417436733841896,-0.1755935698747635,-158.82228510462997,0.047446609247715744,34.038421288110015,-0.9324639915366788,2.039063,7.37076,1.9668305,0.1648189,0.5120455,-5.3118286,-5.0803223,0.55037034,6.020852565765381,2.7736892700195312,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.885496120452881,7.113931636810303,242.64287,-227.2463
54,1.08,2.237765073776245,-0.1646910011768341,6.769508361816406,0.9474481344223022,0.2995505928993225,-0.02521933615207672,-0.1094319149851799,-167.14371969668835,-1.0183579870553034,34.9755939514805,-0.9747770502532731,2.0976188,7.3869348,2.0753977,0.14999883,0.2650081,-5.611507,-4.7230926,0.87760407,5.765158653259277,2.738128662109375,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,6.952564220428467,7.100444297790528,220.846,-201.87839
55,1.1,2.2762115001678467,-0.1560710370540619,6.773479461669922,0.949486494064331,0.31164902448654175,1.8517552234698087e-05,-0.03674433007836342,-175.9984576120185,-1.3143563293321001,36.29675155044467,-0.9972994337479761,2.194461,8.365788,2.190399,0.12045945,0.05746569,-6.7343826,-4.852597,1.0424967,7.7911152839660645,2.687636613845825,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.010260562896729,7.071059684753418,195.39688,-169.60315
56,1.12,2.3164477348327637,-0.14716757833957672,6.772439956665039,0.9455727338790894,0.3215317726135254,0.022728268057107925,0.044641364365816116,174.31558123998263,-0.8179380458331864,37.60069550110415,-0.9949809517111419,2.2766244,8.638327,2.2710145,0.09993419,-0.12460286,-7.2131042,-4.670623,0.88152516,9.943442344665527,2.6335699558258057,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.05734489440918,7.025424938201905,163.58064,-148.786
57,1.1400000000000001,2.357984781265259,-0.13850584626197815,6.766510963439941,0.9353619813919067,0.32643744349479675,0.04308890178799629,0.12915048003196716,164.35129635258363,0.212663167637243,38.44832453483795,-0.9629268814976246,2.3359134,8.857966,2.3163116,0.0769462,-0.29201373,-7.5080194,-4.67152,0.51971984,12.37509536743164,2.5853044986724854,0.0,0.0,0.0,0.0,pelvis,0.0,0,0.0,pelvis,7.092057209014893,6.963800411224366,142.96681,-136.80779
