frame,t,rz,pgz,lv_norm,av_norm,dof_vel_max,dof_pos_err_max,tau_max,tau_norm,top_cf_name,top_cf_val,non_foot_cf_sum,apparent_force_norm,wrote_act
0,0.0,0.39819714426994324,0.9999998574483684,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
1,0.02,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
2,0.04,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
3,0.06,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
4,0.08,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
5,0.1,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
6,0.12,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
7,0.14,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
8,0.16,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
9,0.18,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
10,0.2,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
11,0.22,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
12,0.24,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
13,0.26,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
14,0.28,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
15,0.3,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
16,0.32,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
17,0.34,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
18,0.36,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
19,0.38,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
20,0.4,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
21,0.42,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
22,0.44,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
23,0.46,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
24,0.48,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
25,0.5,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
26,0.52,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
27,0.54,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
28,0.56,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
29,0.58,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
30,0.6,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
31,0.62,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
32,0.64,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
33,0.66,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
34,0.68,0.39819714426994324,0.999999857448653,0.0,0.0,0.0,0.06662638187408448,0.0,0.0,pelvis,0.0,0,0.0,True
