frame,t,rx,ry,rz,qx,qy,qz,qw,roll,pitch,yaw,pgz,lv_norm,av_norm,rlv_x,rlv_y,rlv_z,rav_x,rav_y,rav_z,dof_vel_max,dof_pos_err_max,tau_max,tau_sat_ratio,L_fz_norm,R_fz_norm,top_cf_name,top_cf_val,non_foot_cf_sum,bz_min,bz_min_name,L_box_bot,R_box_bot,apparent_force_norm,apparent_force_z
10,0.2,-0.008924667723476887,0.010903766378760338,0.18915718793869019,0.012043680064380169,0.02179514244198799,-0.04164085164666176,0.9988222718238831,1.2758506178125375,2.552911270212691,-4.74612175639414,0.9987598430728806,2.5580668,17.493128,-1.0429522,0.13723987,-2.3317637,-2.7280233,6.987015,-15.803449,36.10268020629883,0.602208387851715,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-0.18316188,right_hip_pitch_link,-0.1825314950942993,-0.1659192633628845,1449.9261,-495.95624
11,0.22,0.011398054659366608,0.021146856248378754,0.15049178898334503,0.04785524681210518,-0.023689832538366318,0.05281302332878113,0.9971756935119629,5.339975433494631,-2.997972084506945,5.923563137903263,0.9942973343737134,2.600586,16.621021,1.2432549,0.57573974,-2.2104046,14.047746,-6.0569057,6.4986997,36.095863342285156,0.4647865295410156,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-0.22661178,waist_roll_link,-0.21909672439098357,-0.22850034058094024,1904.9214,99.17438
12,0.24,0.0005672690458595753,0.028706703335046768,0.10117828100919724,0.042864568531513214,0.009862911887466908,-0.09762037545442581,0.9942513108253479,4.780764772615534,1.603421778638262,-11.14826600985978,0.9961307034674145,2.906931,19.966133,-0.9493049,0.48521146,-2.7043738,-6.125321,9.690558,-16.346865,36.0402946472168,0.685470175743103,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-0.2604054,right_hip_pitch_link,-0.2601474565267563,-0.24808113694190978,1838.1533,-403.67047
13,0.26,0.019278647378087044,0.03259371966123581,0.05507820472121239,0.018802426755428314,-0.03735818713903427,-0.005230640526860952,0.9991112947463989,2.1816574807770626,-4.269809496514129,-0.6812533254838753,0.9965016692035833,2.8753269,13.84551,1.1188916,0.3411794,-2.6266296,8.207837,-7.7664857,8.000703,36.07154846191406,0.5199301838874817,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.3112881,right_hip_pitch_link,-0.31253315925598146,-0.31126501083374025,1695.4095,63.53241
14,0.28,0.008148469030857086,0.03966299444437027,-0.004255007952451706,0.054971132427453995,0.00432743551209569,-0.14773952960968018,0.9874879717826843,6.160904573599057,1.4204734784850075,-16.941538772814337,0.9939188958030639,3.402744,18.346333,-0.8831405,0.20857319,-3.2795165,1.8226998,8.449645,-16.182373,36.04490661621094,0.7725325345993042,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.3497387,right_hip_pitch_link,-0.3505269777774811,-0.3409084272384644,1724.2633,-533.5376
15,0.3,0.02493206225335598,0.0379154272377491,-0.05759364366531372,0.01280009001493454,-0.042707573622465134,-0.04491019994020462,0.9979956150054932,1.6898594592257379,-4.8239417685745165,-5.224373877583993,0.9960244417017826,3.1173031,13.318912,0.96917456,0.20982203,-2.955377,2.6247945,-7.6503377,10.581881,36.08640670776367,0.5430243015289307,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.4137043,right_hip_pitch_link,-0.4167731297016144,-0.4131151926517487,1536.7094,264.88593
16,0.32,0.010579701513051987,0.04268847778439522,-0.12686237692832947,0.071679025888443,0.003756385762244463,-0.1802055686712265,0.9810065031051636,8.010708651724693,1.90279863936107,-20.68451012662701,0.9896960136273782,4.0260525,19.583868,-1.1192214,-0.05152806,-3.8670127,8.423814,6.862062,-16.293537,36.06336975097656,0.8573076248168945,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.45383698,right_hip_pitch_link,-0.4560485076904297,-0.451129664182663,1874.3567,-744.9865
17,0.34,0.022627072408795357,0.036119844764471054,-0.18748387694358826,-0.0021859081462025642,-0.026788553223013878,-0.08061951398849487,0.9963825345039368,-0.0021024188528735058,-3.080315133515288,-9.251645985586649,0.9985551904435882,3.3496356,15.392056,0.9666774,0.37453017,-3.185172,-7.401203,-5.631696,12.264648,36.11930465698242,0.5136932134628296,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.5308054,right_hip_pitch_link,-0.5365890455245972,-0.5314877820014954,1826.8353,557.19855
18,0.36,0.006326189264655113,0.045638374984264374,-0.266387403011322,0.09432921558618546,0.017818894237279892,-0.22634460031986237,0.9693052172660828,10.097573786190791,4.43026655221137,-25.895889588618033,0.9815689721901112,4.660556,27.174704,-1.2748342,0.02474838,-4.482741,17.93795,2.797396,-20.22051,36.09526824951172,0.9753462314605713,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-0.5736396,waist_roll_link,-0.5704266023635864,-0.5743566942214966,2135.7498,-1060.3701
19,0.38,0.01356202457100153,0.03524613752961159,-0.33544808626174927,0.004499025177210569,0.005052262917160988,-0.16922372579574585,0.9855543971061707,0.41016189661089825,0.6578412477370152,-19.48347052942307,0.9999084668237415,3.5373397,23.308159,1.0872424,0.16549683,-3.3620362,-15.806097,-2.8056548,16.898695,36.15534973144531,0.6699281573295593,36.0,0.5,0.0,0.0,pelvis,0.0,0,-0.6677766,waist_roll_link,-0.6555283856391907,-0.6685486030578613,2139.6216,915.83716
20,0.4,-0.0016622164985165,0.04545245319604874,-0.42405426502227783,0.11580098420381546,0.030691703781485558,-0.30534476041793823,0.9446759819984436,11.637762018771596,7.394816382256872,-35.069826247687786,0.9712963027528344,5.324743,33.61589,-1.5319786,0.30609256,-5.0904064,24.15447,-3.0565777,-23.17859,36.10283279418945,1.1159512042999267,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-0.70891595,waist_roll_link,-0.6908861589431763,-0.7095360350608826,2567.0088,-1412.42
21,0.42,-0.010861493647098541,0.0417863130569458,-0.507538914680481,0.07825250923633575,0.05290452018380165,-0.3438473641872406,0.9342625737190247,6.380886643064206,8.781530214887834,-39.9209594748531,0.9821553130846779,3.9284678,22.84973,0.48594037,-0.27330625,-3.8887048,-17.910917,9.258419,10.751319,36.184967041015625,1.132482075691223,36.0,0.5454545454545454,0.0,0.0,pelvis,0.0,0,-0.79952246,waist_roll_link,-0.7646648478507996,-0.7988535952568054,1976.8392,982.0277
22,0.44,-0.002338806400075555,0.01815558783710003,-0.6007992029190063,0.07600568979978561,-0.005670727696269751,-0.44357171654701233,0.8929921388626099,8.106143830695771,3.2848541351684895,-52.59667203487469,0.988381955930907,5.417107,26.124887,-0.3540643,-1.1985358,-5.270977,4.7253604,-13.025226,-22.147781,36.498931884765625,1.0791640281677246,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-0.8803867,waist_roll_link,-0.8417329978942871,-0.8804809641838074,1522.7823,-1129.5896
23,0.46,-0.008605828508734703,0.012223166413605213,-0.684988796710968,0.025117358192801476,0.007453226950019598,-0.32936590909957886,0.9438387751579285,2.437165042786439,1.754378242186982,-38.436991632882446,0.998627135450892,4.354678,30.368658,0.31060782,0.38610542,-4.326392,-14.765394,10.453582,24.391827,36.2255973815918,0.8114920854568481,36.0,0.5,0.0,0.0,pelvis,0.0,0,-1.0012655,waist_roll_link,-0.9113057446479798,-1.0008750748634339,1602.4404,771.91254
24,0.48,0.009455304592847824,-0.014100401662290096,-0.7810146808624268,-0.0015675859758630395,-0.06644771993160248,-0.4264555275440216,0.9020631313323975,3.109586299443393,-6.962349382839545,-50.79463369280796,0.9911644863801992,5.4418097,22.382273,0.19776134,-1.383163,-5.2593765,1.7669141,-13.701665,-17.609898,36.53593063354492,1.2062779664993286,36.0,0.3181818181818182,0.0,0.0,pelvis,0.0,0,-1.0929029,waist_roll_link,-1.0040400218963623,-1.09271146774292,1637.1521,-762.4326
25,0.5,0.01226904895156622,-0.01295215729624033,-0.8714343309402466,0.02555251307785511,-0.08944074809551239,-0.28290751576423645,0.9546259641647339,5.775449529745511,-8.992601467857545,-33.46937791319402,0.9826948433110423,4.9273415,22.329758,0.30616483,0.54925466,-4.887052,-8.329357,4.8278465,20.147749,36.14004135131836,0.8026721477508545,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-1.2211759,waist_roll_link,-1.087080020904541,-1.2224651765823364,1610.6495,304.26266
26,0.52,0.03224952518939972,-0.030003175139427185,-0.9752482771873474,0.006681697443127632,-0.1593736708164215,-0.427916944026947,0.8896304368972778,8.879911481763237,-16.131863018725564,-52.63647974983915,0.9491107759395548,5.7994275,22.53989,0.431809,-0.95311564,-5.7042503,1.3376448,-8.743169,-20.731964,36.57461929321289,1.1623824834823608,36.0,0.3181818181818182,0.0,0.0,pelvis,0.0,0,-1.3031493,waist_roll_link,-1.1775337648391724,-1.303571481704712,1401.3727,-667.81244
27,0.54,0.03556903451681137,-0.018966427072882652,-1.0765236616134644,0.04415907710790634,-0.16967275738716125,-0.28477954864501953,0.9424233436584473,10.849416788219283,-17.13690661692495,-35.26681913802052,0.938522262619231,5.460172,20.868702,0.08987814,1.0249363,-5.3623605,-5.5230627,4.914974,19.515162,36.226314544677734,0.8973915100097656,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-1.4242648,waist_roll_link,-1.2702155303955078,-1.428353328704834,1664.0549,279.3916
28,0.56,0.05017516762018204,-0.02893974632024765,-1.1903622150421143,-0.002060005674138665,-0.1905849426984787,-0.47155824303627014,0.8609911799430847,10.75800980552801,-19.27646794964318,-59.25055225344367,0.9273462719864802,6.3098483,26.63216,0.6080523,-0.6190453,-6.2498994,0.64077514,0.7335413,-26.614344,36.551910400390625,1.164682936668396,36.0,0.22727272727272727,0.0,0.0,pelvis,0.0,0,-1.5090466,waist_roll_link,-1.3662656736373902,-1.5107234907150269,1584.3744,-725.2947
29,0.58,0.053608112037181854,-0.015294820070266724,-1.3011090755462646,0.053066398948431015,-0.21763856709003448,-0.3383491337299347,0.9139678478240967,15.191235708584456,-21.21811769497772,-43.490549060333066,0.8996348228352851,5.786978,26.74622,-0.43326655,0.72184044,-5.7254114,-1.2563468,-0.3955062,26.71377,36.28540802001953,1.0535468578338623,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-1.6315848,waist_roll_link,-1.4695532512664795,-1.6377693605422974,1452.0863,428.61032
30,0.6,0.064669169485569,-0.030274493619799614,-1.4156516790390015,-0.04093262553215027,-0.20959597826004028,-0.4750746786594391,0.8536381125450134,8.095333630054617,-23.373934615808817,-59.87165581321334,0.908788092128523,6.0104947,29.87062,1.0279024,-0.70365906,-5.879994,-6.721069,9.916275,-27.363274,36.46126174926758,1.152063822746277,36.0,0.18181818181818182,0.0,0.0,pelvis,0.0,0,-1.7635931,waist_roll_link,-1.5854839277267456,-1.763749976158142,1672.9532,-126.32445
31,0.62,0.06359781324863434,-0.015038484707474709,-1.5344806909561157,0.004834775347262621,-0.22457252442836761,-0.35555925965309143,0.9072602987289429,10.612978895859728,-23.831820211073612,-45.04657284886723,0.8990876124384235,6.6088643,25.304352,-1.1319529,0.732406,-6.46988,5.0091414,-0.54281485,24.797663,36.21138000488281,1.1804238080978393,36.0,0.5,0.0,0.0,pelvis,0.0,0,-1.9144927,waist_roll_link,-1.7079301071166992,-1.9143599462509155,2173.6877,-482.0536
32,0.64,0.0497981533408165,-0.015978978946805,-1.672115683555603,-0.004668792709708214,-0.16238339245319366,-0.5043655633926392,0.8480715155601501,9.345299150255892,-16.268263048137854,-62.820264423381865,0.9472196724600517,7.0019455,22.65818,0.2229345,-0.5394226,-6.977576,2.7161038,5.004965,-21.930943,36.398990631103516,1.2428724765777588,36.0,0.22727272727272727,0.0,0.0,pelvis,0.0,0,-2.008444,waist_roll_link,-1.840355772972107,-2.008220691680908,1574.2507,-414.8877
33,0.66,0.04088753089308739,0.005050159990787506,-1.803333044052124,0.025021720677614212,-0.1423327773809433,-0.3712961971759796,0.9171991944313049,8.989863506690147,-14.034970924503416,-45.186543658973896,0.9582305879547166,6.944,23.419294,-0.8673225,1.1566008,-6.791845,0.67314583,3.1214108,23.20058,36.129390716552734,1.3093560457229614,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-2.1486735,waist_roll_link,-1.9689085674285889,-2.1483514499664307,1654.6289,151.77887
34,0.68,0.04639581963419914,-0.011312615126371384,-1.942644715309143,0.008073437958955765,-0.1407034695148468,-0.5132986903190613,0.8465587496757507,9.3502024892046,-13.293500242952602,-63.551822103229576,0.960274706532015,7.4444237,22.743462,0.6390471,-1.3938395,-7.284797,-1.3814559,-0.44287017,-22.697147,36.40544128417969,1.3115015029907227,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-2.263475,waist_roll_link,-2.0889141750335694,-2.2635381412506104,2453.8933,-402.83948
35,0.7000000000000001,0.04367829114198685,-0.0003065532073378563,-2.0792946815490723,0.03465917333960533,-0.1538708359003067,-0.38148248195648193,0.9108202457427979,10.757272090181878,-14.705666793925658,-46.84332630722715,0.9502450151255122,7.236527,25.27075,-0.9160718,1.0488285,-7.101274,1.098179,1.5802512,25.197374,36.265655517578125,1.3882519721984863,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-2.42358,waist_roll_link,-2.2164356899261475,-2.423190851211548,2371.0989,149.9747
36,0.72,0.05065564066171646,-0.017999790608882904,-2.225816249847412,0.0010664475848898292,-0.15454606711864471,-0.5123993158340454,0.8447255492210388,9.548683067502415,-15.070366471496378,-63.746839802262436,0.9522287516554161,7.810365,23.793045,0.8502606,-1.4142094,-7.6340604,-3.2725089,1.2930028,-23.531422,36.41373062133789,1.2671493291854858,36.0,0.22727272727272727,0.0,0.0,pelvis,0.0,0,-2.5476327,waist_roll_link,-2.345451135635376,-2.5471666049957276,2514.8384,-435.39175
37,0.74,0.050352148711681366,-0.005990730598568916,-2.369102954864502,0.05577337369322777,-0.1812908798456192,-0.37364885210990906,0.9079698920249939,14.311791605410562,-16.71037807763594,-46.8491063450331,0.9280458953433537,7.639642,26.981232,-1.0906657,0.93074995,-7.5038843,3.284071,-0.16531722,26.780113,36.24724578857422,1.447739315032959,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-2.7203367,waist_roll_link,-2.4862649631500244,-2.720317144393921,2489.8354,106.37957
38,0.76,0.05522572621703148,-0.02276533655822277,-2.5229406356811523,-0.007247603498399258,-0.16419106721878052,-0.4987650215625763,0.8510124087333679,9.095799532610103,-16.659713517057472,-62.08231027581912,0.9459775313781758,7.994073,25.11202,1.0137042,-1.2466239,-7.8309345,-6.1143203,6.513851,-23.469093,36.3692741394043,1.1690819263458252,36.0,0.22727272727272727,0.0,0.0,pelvis,0.0,0,-2.8558273,waist_roll_link,-2.6277616214752197,-2.8549344730377197,2488.9395,-267.26465
39,0.78,0.055577002465724945,-0.014874580316245556,-2.6737849712371826,0.0037898290902376175,-0.17368148267269135,-0.3820609450340271,0.9076616764068604,8.450091445162345,-18.203452451792145,-47.01139348729515,0.9396407595441648,7.9828744,25.303215,-0.99963474,1.0417175,-7.8512316,3.7188632,0.06552331,25.028353,36.22804260253906,1.4081059217453002,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-3.030003,waist_roll_link,-2.7907977294921875,-3.029662389755249,2490.8384,-16.5867
40,0.8,0.054742489010095596,-0.022379767149686813,-2.838498115539551,-0.011558279395103455,-0.1437966674566269,-0.5163798332214355,0.8441212177276611,7.665736598687388,-14.755842705055057,-63.90535386175903,0.958377849211586,8.345909,20.441866,0.8376193,-0.92461413,-8.252132,-0.22494271,0.41321382,-20.436451,33.151283264160156,1.1907113790512085,36.0,0.22727272727272727,0.0,0.0,pelvis,0.0,0,-3.164663,waist_roll_link,-2.9484565448760987,-3.163799304962158,2223.421,-327.6152
41,0.8200000000000001,0.059072889387607574,-0.010742070153355598,-2.995351552963257,0.031767621636390686,-0.16926859319210052,-0.3994186818599701,0.9004462957382202,11.561110503813566,-16.227822865681304,-49.49584405372905,0.9406779231486686,8.285981,25.192715,-0.8002133,1.00428,-8.185876,2.946341,-0.869399,25.00472,36.17559051513672,1.3452822685241699,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-3.355673,waist_roll_link,-3.127457399368286,-3.3554761600494385,2068.5784,54.144672
42,0.84,0.05760582536458969,-0.021160976961255074,-3.1674985885620117,0.013777876272797585,-0.1389680802822113,-0.5304549932479858,0.8361313343048096,10.059160746877915,-12.57832558008501,-65.89482155761654,0.9609960855761767,8.96939,22.275358,0.5162208,-1.24684,-8.867291,-1.7399514,4.840567,-21.673326,36.456729888916016,1.1549404859542847,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-3.498995,waist_roll_link,-3.304465551376343,-3.4981365394592285,2202.627,-556.85114
43,0.86,0.055418096482753754,-0.007923072203993797,-3.336719274520874,0.05170081928372383,-0.14581464231014252,-0.4154254198074341,0.8963743448257446,12.657899921742878,-12.618206432215123,-51.135941921861395,0.9521302307467139,8.739109,23.231676,-0.71878403,1.201494,-8.626227,2.7510595,-0.41571555,23.064466,36.157020568847656,1.3477677822113037,36.0,0.36363636363636365,0.0,0.0,pelvis,0.0,0,-3.6843255,waist_roll_link,-3.477775592803955,-3.6852584075927735,2249.549,196.99698
44,0.88,0.059722770005464554,-0.029775477945804596,-3.5120856761932373,-0.018627097830176353,-0.12178945541381836,-0.545804500579834,0.8288050889968872,6.009155257420292,-12.839043437266353,-67.41003748900867,0.9696407195528611,9.12565,24.630665,0.6297845,-1.6652869,-8.95029,-6.6543865,8.976969,-21.950008,36.29030990600586,1.111194372177124,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-3.8569632,waist_roll_link,-3.6468348693847656,-3.8558492851257324,2602.4998,-264.82297
45,0.9,0.059343885630369186,-0.02178841643035412,-3.687190532684326,0.021480737254023552,-0.1421094536781311,-0.4440784454345703,0.8843854665756226,9.719662524492989,-13.431389623860039,-54.4726080437494,0.9586869622046534,9.212729,23.736603,-0.86898136,1.0889783,-9.106777,7.000778,-4.1974163,22.288946,36.16279983520508,1.3255333423614502,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-4.0599465,waist_roll_link,-3.835746068954468,-4.059021015167236,2565.6316,-127.88118
46,0.92,0.0538521334528923,-0.03367331624031067,-3.8769330978393555,-0.012918272987008095,-0.10559973120689392,-0.5674775242805481,0.8164870738983154,5.769754186965077,-10.783783569502006,-70.14543856794336,0.9773636299841297,9.724438,19.723091,0.32820097,-1.389498,-9.619058,-4.4124937,6.0644183,-18.24152,36.03809356689453,1.184070348739624,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-4.218161,waist_roll_link,-4.016737718582153,-4.217102546691894,2287.9375,-418.63437
47,0.9400000000000001,0.05430731922388077,-0.01922335848212242,-4.059191703796387,0.05553833767771721,-0.1275688260793686,-0.44025418162345886,0.8870276212692261,12.371662644746953,-10.219062392759444,-53.903230563086964,0.9612833753214554,9.557761,24.129187,-0.8210712,1.2265757,-9.443101,8.239483,-3.5212107,22.403786,36.18324279785156,1.2849707126617431,36.0,0.36363636363636365,0.0,0.0,pelvis,0.0,0,-4.431079,waist_roll_link,-4.217855472564697,-4.430123825073242,2339.4739,143.79141
48,0.96,0.05318170413374901,-0.0360662117600441,-4.254788875579834,-0.0018725586123764515,-0.10153518617153168,-0.5553003549575806,0.8254262804985046,6.389560549649011,-9.770335436379106,-68.4075643118365,0.9793741989867112,10.050719,17.966675,0.40361494,-1.3756676,-9.947944,-6.898288,8.050365,-14.505402,36.241390228271484,1.164331316947937,36.0,0.3181818181818182,0.0,0.0,pelvis,0.0,0,-4.599196,waist_roll_link,-4.414498825073242,-4.5981435966491695,2386.216,-412.5563
49,0.98,0.05210339277982712,-0.02137281931936741,-4.446794033050537,0.04556671530008316,-0.1082964763045311,-0.4269056022167206,0.8966309428215027,10.155305607810016,-8.934112810214923,-51.71571254914017,0.9723910953535666,9.897432,21.598436,-0.54857445,1.2931708,-9.797241,7.0540886,-2.6686225,20.238842,36.213443756103516,1.2562968254089355,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-4.810573,waist_roll_link,-4.615030784606933,-4.810270328521728,2318.8945,123.1537
50,1.0,0.05589340254664421,-0.04238573834300041,-4.64919900894165,-0.024986887350678444,-0.09598848223686218,-0.5414261817932129,0.8348768949508667,3.6315902440523398,-10.797254319910135,-66.27094615885548,0.9803237334767761,10.454975,17.925571,0.3897496,-1.563724,-10.330023,-8.2016,7.116781,-14.262234,36.18852996826172,1.1380760669708252,36.0,0.2727272727272727,0.0,0.0,pelvis,0.0,0,-4.9881845,waist_roll_link,-4.806020755767822,-4.987084884643554,2495.62,-435.38785
51,1.02,0.057447947561740875,-0.028325995430350304,-4.8477044105529785,0.05176011845469475,-0.12287983298301697,-0.40618428587913513,0.9040109515190125,11.339551665501396,-10.376815710480548,-49.42306474107119,0.9644428735672437,10.312936,23.549488,-0.74786985,1.2197421,-10.213205,9.593311,-4.02647,21.126625,36.18043518066406,1.231239628791809,36.0,0.45454545454545453,0.0,0.0,pelvis,0.0,0,-5.2133737,waist_roll_link,-5.0229225349426265,-5.214221019744873,2459.1414,95.46296
52,1.04,0.060195550322532654,-0.05181531608104706,-5.053125381469727,-0.06058264151215553,-0.0932212769985199,-0.5014763474464417,0.857998251914978,-0.6146617639343126,-12.751848921710893,-60.54153436091578,0.9752790741243498,10.4153805,23.378891,0.5770234,-1.3788642,-10.307567,-14.671102,15.405087,-9.696113,36.206668853759766,1.059860110282898,36.0,0.36363636363636365,0.0,0.0,pelvis,0.0,0,-5.412409,waist_roll_link,-5.239960212707519,-5.41131212234497,2384.9014,-77.11183
53,1.06,0.05474884808063507,-0.04123410955071449,-5.262595176696777,0.006213246379047632,-0.10407016426324844,-0.38648173213005066,0.9163856506347656,5.362668344854991,-10.715603038585328,-46.23805507583044,0.9782615929593075,10.808344,25.73541,-1.0547101,0.8683241,-10.721656,16.7924,-9.468157,17.04936,36.21106719970703,1.0596131801605224,36.0,0.4090909090909091,0.0,0.0,pelvis,0.0,0,-5.6293573,waist_roll_link,-5.47854377746582,-5.62917329788208,2294.5476,-338.3927
