frame,t,rz,pgz,lv_norm,av_norm,dof_vel_max,dof_pos_err_max,tau_max,tau_norm,top_cf_name,top_cf_val,non_foot_cf_sum,apparent_force_norm,wrote_act
56,1.12,0.0770525112748146,-0.11005624867128638,1.9742844,14.628316,36.5436897277832,0.9177827835083008,36.0,105.71668,pelvis,322.29932,644.5986328125,1603.927,True
57,1.1400000000000001,0.06888262927532196,-0.08361094964152649,0.45184642,14.383316,36.93906021118164,1.4636460542678833,36.0,117.22959,pelvis,154.00786,308.0157165527344,1348.6462,True
58,1.16,0.07353999465703964,-0.10185249545708475,1.9807777,19.669102,36.38994598388672,0.8073549270629883,36.0,116.8769,pelvis,580.23914,1160.478271484375,1273.2087,True
59,1.18,0.06856102496385574,-0.11583990291006474,0.37430382,21.856234,36.11976623535156,1.3732668161392212,36.0,109.79784,pelvis,0.0,0,1471.8341,True
60,1.2,0.07552260160446167,-0.12460107611296012,1.8979578,30.502295,36.49291229248047,0.9159061431884765,36.0,122.92806,pelvis,164.6101,329.22021484375,1529.2172,True
61,1.22,0.07204937189817429,-0.06811076008433758,0.97441304,24.595327,36.109561920166016,1.3200251579284668,36.0,110.183655,pelvis,0.0,0,2136.4548,True
62,1.24,0.0727756917476654,-0.05749761449304325,1.9317352,37.77957,36.13136672973633,0.9794930934906005,36.0,122.47226,pelvis,1407.115,2814.229995727539,2190.9287,True
63,1.26,0.08512365818023682,0.025858764432193038,1.1026012,15.731638,36.131595611572266,1.2227271318435669,36.0,102.10234,pelvis,0.0,0,1824.2627,True
64,1.28,0.08848786354064941,-0.07791348823566135,1.3843282,28.661041,36.115447998046875,0.7757049798965454,36.0,112.96757,pelvis,0.0,0,1599.1709,True
65,1.3,0.09536249190568924,0.010373528160858014,1.3316374,17.51074,36.10615921020508,1.2273423194885253,36.0,112.593475,pelvis,0.0,0,1461.366,True
66,1.32,0.10108433663845062,-0.18725341881970836,1.373691,33.081142,36.11856460571289,0.7902378559112548,36.0,115.105515,pelvis,0.0,0,1575.0889,True
67,1.34,0.10759315639734268,-0.0711796990091571,1.9538777,17.856703,36.11100769042969,1.2702853202819824,36.0,116.087616,pelvis,0.0,0,2002.7657,True
68,1.36,0.11117120087146759,-0.19554882064582024,1.758346,35.11343,36.15195083618164,0.9167026996612548,36.0,122.37299,pelvis,0.0,0,2375.152,True
69,1.3800000000000001,0.10707961022853851,-0.12642813418481724,1.6623762,14.948824,36.1447868347168,1.27994544506073,36.0,116.938675,pelvis,215.7405,431.4809875488281,2162.483,True
70,1.4000000000000001,0.10701251775026321,-0.22895007441983672,1.7380323,31.790646,36.15021514892578,0.9712953090667724,36.0,115.98309,pelvis,135.54842,271.0968322753906,2203.6533,True
71,1.42,0.10750964283943176,-0.18544712791810447,1.4081283,18.8432,36.094024658203125,1.341756534576416,36.0,117.3132,pelvis,0.0,0,2144.797,True
72,1.44,0.09387080371379852,-0.16078139743940234,1.8096911,26.643122,36.135841369628906,0.9858141660690307,36.0,122.32639,pelvis,0.0,0,2048.6626,True
73,1.46,0.09702681005001068,-0.19729592383368733,1.159175,20.507864,36.07815933227539,1.379517388343811,36.0,111.79465,pelvis,0.0,0,1955.5092,True
74,1.48,0.07617578655481339,-0.11961298094099249,1.8719295,22.758163,36.14210891723633,1.0398282527923584,36.0,119.38115,pelvis,0.0,0,1996.1615,True
75,1.5,0.07482202351093292,-0.14930534932257444,1.0538505,19.972675,36.09697341918945,1.3318103075027465,36.0,110.744125,pelvis,0.0,0,1971.8055,True
76,1.52,0.05770532786846161,-0.06796400276025771,1.3642772,16.782846,36.51848602294922,0.9937677979469299,36.0,119.25869,pelvis,1156.3015,2312.6030883789062,1591.6157,True
77,1.54,0.06139340251684189,-0.13322679795960113,1.1114014,19.91376,35.818397521972656,1.3580811023712158,36.0,108.193695,pelvis,397.88803,795.7760620117188,1869.8931,True
78,1.56,0.05232926085591316,-0.08190838159698188,0.9635563,14.644206,36.00886154174805,1.0064369440078735,36.0,117.26832,pelvis,0.0,0,1515.0139,True
79,1.58,0.05433555319905281,-0.09522440639302943,1.3913634,22.035032,35.369163513183594,1.32703697681427,36.0,112.56797,pelvis,720.3895,1440.7790222167969,1767.9636,True
80,1.6,0.046219270676374435,-0.03574728942679606,1.2173352,18.541292,36.11055374145508,1.0301641941070556,36.0,113.324814,pelvis,0.0,0,1953.4515,True
81,1.62,0.05635378509759903,-0.07513120195960177,1.4933467,22.677761,36.242977142333984,1.2707432508468628,36.0,115.91187,pelvis,0.0,0,1959.4152,True
82,1.6400000000000001,0.04861462488770485,-0.0658039761505762,1.5464201,19.107374,36.16489028930664,1.0967094898223877,36.0,114.37384,pelvis,0.0,0,2411.4077,True
83,1.6600000000000001,0.05270746350288391,-0.08744330366410225,1.6274396,26.943056,36.148719787597656,1.2687346458435058,36.0,115.49958,pelvis,0.0,0,2508.39,True
84,1.68,0.03928651660680771,-0.05941371147737051,0.3797787,13.295285,29.74637222290039,1.0847744464874267,36.0,116.234566,pelvis,1413.4092,2826.818359375,1563.6465,True
85,1.7,0.061518941074609756,-0.12765606848101108,2.0626152,26.713247,36.09981918334961,0.8370020389556885,36.0,119.361176,pelvis,0.0,0,1814.0518,True
86,1.72,0.0763043686747551,-0.18201256308100966,0.1813336,15.378156,36.56784439086914,1.133588433265686,36.0,116.17558,pelvis,84.54512,169.09024047851562,1762.5897,True
87,1.74,0.09487345814704895,-0.1923764496486413,1.3849247,26.962936,36.496620178222656,0.7561690807342529,36.0,119.1383,pelvis,0.0,0,1196.8109,True
88,1.76,0.10282719135284424,-0.2553946603925472,0.5952489,20.64045,36.48426818847656,1.201154112815857,36.0,115.60249,pelvis,0.0,0,1537.3661,True
89,1.78,0.10636816918849945,-0.15953845770442054,1.0975432,30.262255,36.5494499206543,0.7751905918121338,36.0,118.42374,pelvis,0.0,0,1346.4387,True
90,1.8,0.10536488145589828,-0.24863422297896465,1.0445826,21.60512,36.149810791015625,1.2410502433776855,36.0,124.07022,pelvis,1520.5465,3041.093017578125,1693.9413,True
91,1.82,0.10076580941677094,-0.11980675717828992,1.3116766,28.832367,36.50038528442383,0.8114932179450989,36.0,120.10125,pelvis,0.0,0,1842.0925,True
92,1.84,0.09188518673181534,-0.19232269127262258,1.3943045,28.464298,36.502906799316406,1.125722885131836,36.0,121.86021,pelvis,21.275175,42.550350189208984,2068.69,True
93,1.86,0.08180177956819534,-0.13499855124236193,1.1772076,22.374208,36.50191879272461,0.8671826720237732,36.0,119.68451,pelvis,0.0,0,1853.6053,True
94,1.8800000000000001,0.07688206434249878,-0.1758074500620168,1.1115221,27.733051,36.48397445678711,1.1789724826812744,36.0,120.33997,pelvis,0.0,0,1651.4281,True
95,1.9000000000000001,0.07680265605449677,-0.12385759860657153,1.6495425,17.988901,36.5194206237793,0.9225468635559082,36.0,121.28385,pelvis,811.6762,1623.3524169921875,2148.3843,True
96,1.92,0.07713808864355087,-0.17527035225493437,0.87685686,24.925655,36.51559066772461,1.142495584487915,36.0,115.40053,pelvis,162.74362,325.48724365234375,1979.3854,True
97,1.94,0.07706902921199799,-0.09975001632063951,1.6693139,25.811455,36.46412658691406,1.0200202465057373,36.0,117.268265,pelvis,77.958755,155.91751098632812,1996.0355,True
98,1.96,0.09161843359470367,-0.2137349201233052,0.7350526,31.884802,36.452545166015625,1.25930757522583,36.0,123.65891,pelvis,0.0,0,1650.8682,True
99,1.98,0.08678139001131058,-0.11186848898466994,1.564143,29.128826,36.4032096862793,1.1046154499053955,36.0,115.86161,pelvis,0.0,0,1714.5487,True
100,2.0,0.07945545017719269,-0.1424408177164307,0.836019,32.17346,36.3621826171875,1.3248314380645752,36.0,125.33555,pelvis,0.0,0,1684.9424,True
