frame,t,rz,pgz,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_cmd_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf,top_cf_val,kneeL,kneeR,kneeL_vel,kneeR_vel,kneeL_tau,kneeR_tau,kneeL_tau_cmd,kneeR_tau_cmd,knee_hit,bz_min
10,0.2,0.3926943242549896,0.9277259036898613,0.9714197,7.133839,0.5574086308479309,36.06336212158203,127.227455,145.86687,0.0,,0.0,0.0,0,pelvis,0.0,0.8954411745071411,0.8967884182929993,36.06336212158203,36.01644515991211,123.183784,127.227455,-145.86687,-144.98822,False,0.07317686
11,0.22,0.38816413283348083,0.8533136695623398,1.1650252,21.002016,0.4797145426273346,36.62188720703125,145.86687,122.67322,0.0,,0.0,242.46399,0,right_ankle_roll_link,242.46399,0.20430856943130493,0.22364072501659393,-35.019798278808594,-35.15926742553711,-145.86687,-144.98822,122.67322,122.390724,False,0.03965427
12,0.24,0.388597309589386,0.7794006913900375,1.0345082,7.228527,0.5857101082801819,36.17692947387695,122.67322,145.83214,0.0,,0.0,0.0,0,pelvis,0.0,0.8740987777709961,0.901319146156311,36.054664611816406,36.17692947387695,122.67322,122.390724,-144.13339,-145.83214,False,0.08593762
13,0.26,0.38372576236724854,0.6297012865543365,1.1812568,23.725391,0.5354027152061462,36.88733673095703,145.83214,122.39698,0.0,,0.0,174.74423,0,right_ankle_roll_link,174.74423,0.191147118806839,0.217473104596138,-34.57674789428711,-33.81340026855469,-144.13339,-145.83214,122.39698,118.846535,False,0.05816348
14,0.28,0.3842812180519104,0.5060830116271973,1.2688837,6.2322216,0.5983895659446716,36.44152069091797,122.39698,143.6307,0.0,,0.0,0.0,0,pelvis,0.0,0.848837673664093,0.8638792037963867,36.04350280761719,36.44152069091797,122.39698,118.846535,-142.07901,-143.6307,False,0.1079661
15,0.3,0.37210825085639954,0.2915726900100708,1.2043573,21.834604,0.5453634262084961,36.288299560546875,143.6307,126.93103,0.0,,0.0,0.0,0,pelvis,0.0,0.17257119715213776,0.15136460959911346,-34.014705657958984,-34.74534225463867,-142.07901,-143.6307,122.19693,126.93103,False,0.086419344
16,0.32,0.3611254394054413,0.17080903053283691,1.7101423,5.2041707,0.6290233135223389,36.085609436035156,126.93103,140.68074,0.0,,0.0,0.0,0,pelvis,0.0,0.8315884470939636,0.7865966558456421,36.037391662597656,36.085609436035156,122.19693,126.93103,-140.68074,-136.38037,False,0.13311046
17,0.34,0.34693485498428345,-0.1249929666519165,1.3550808,29.134098,0.6224506497383118,36.612125396728516,140.68074,121.13928,0.0,,0.0,0.0,0,pelvis,0.0,0.17074640095233917,0.13996772468090057,-33.613494873046875,-30.35015296936035,-140.68074,-136.38037,121.13928,114.65723,False,0.12670706
18,0.36,0.32480955123901367,-0.18447470664978027,2.3984692,6.513304,0.6061055660247803,36.04730987548828,121.13928,137.37175,0.0,,0.0,0.0,0,pelvis,0.0,0.7910257577896118,0.7079601883888245,36.01606750488281,36.04730987548828,121.13928,114.65723,-137.37175,-129.97456,False,0.120957285
19,0.38,0.29717332124710083,-0.45053887367248535,2.0886786,28.135588,0.6550878286361694,36.60293960571289,137.37175,121.69776,0.0,,0.0,0.0,0,pelvis,0.0,0.1498444378376007,0.09180761128664017,-33.24226760864258,-28.708919525146484,-137.37175,-129.97456,121.69776,113.58633,False,0.04669218
20,0.4,0.2614728510379791,-0.4501640796661377,2.3750305,5.66616,0.6606059074401855,36.480281829833984,121.69776,131.40349,0.0,,0.0,0.0,0,pelvis,0.0,0.743014931678772,0.6399012804031372,35.30693435668945,35.40510940551758,121.69776,113.58633,-131.40349,-122.60326,False,-0.015803408
21,0.42,0.22989363968372345,-0.6887903213500977,2.8467443,33.520477,0.7832305431365967,36.55717849731445,131.40349,122.044846,0.0,,0.0,0.0,0,pelvis,0.0,0.1474875658750534,0.08642102777957916,-33.29511260986328,-25.78316879272461,-131.40349,-122.60326,122.044846,105.240005,False,-0.07348122
22,0.44,0.2163456678390503,-0.5607705116271973,1.2686884,11.245689,0.9456518888473511,36.311153411865234,122.044846,130.19463,0.0,,0.0,0.0,0,pelvis,0.0,0.6961758136749268,0.584413468837738,36.15302658081055,34.67536163330078,122.044846,105.240005,-130.19463,-115.97498,False,-0.075935766
23,0.46,0.21759384870529175,-0.7136855125427246,1.6577077,30.805079,0.8388493061065674,36.2604866027832,130.19463,121.34714,0.0,,0.0,0.0,0,pelvis,0.0,0.1867033690214157,0.04296690598130226,-33.8303337097168,-27.89746856689453,-130.19463,-115.97498,120.51324,115.059235,False,-0.08287378
24,0.48,0.21702007949352264,-0.5527942180633545,1.5169475,21.255087,1.1964445114135742,37.127342224121094,121.34714,134.39932,0.0,,0.0,0.0,0,pelvis,0.0,0.7121975421905518,0.45016035437583923,37.127342224121094,35.22117614746094,120.51324,115.059235,-134.39932,-106.87218,False,-0.070964985
25,0.5,0.21670988202095032,-0.7215410470962524,1.746426,31.38907,0.9009947180747986,36.169307708740234,134.39932,120.099106,0.0,,0.0,0.0,0,pelvis,0.0,0.3149970769882202,-8.278605673694983e-05,-34.15877914428711,-0.04656008630990982,-134.39932,-106.87218,111.23508,34.950485,True,-0.07980719
26,0.52,0.21843187510967255,-0.5371441841125488,1.4315583,15.098186,1.0578612089157104,39.19551086425781,120.099106,150.33498,0.0,,0.0,0.0,0,pelvis,0.0,0.8669512867927551,0.010673272423446178,38.31245803833008,-4.644611358642578,111.23508,34.950485,-150.33498,47.88415,False,-0.058736682
27,0.54,0.22127243876457214,-0.6998240947723389,1.157398,28.020897,0.7406211495399475,36.726131439208984,150.33498,119.87306,0.0,,0.0,0.0,0,pelvis,0.0,0.29219406843185425,0.5614844560623169,-35.70847702026367,36.58616256713867,-150.33498,47.88415,117.70841,-119.87306,False,-0.07255076
28,0.56,0.21958215534687042,-0.5613889694213867,1.2577852,32.25316,0.8381049633026123,37.275611877441406,119.87306,148.20557,0.0,,0.0,0.0,0,pelvis,0.0,0.9244755506515503,-0.0025013331323862076,36.06867599487305,-1.0613059997558594,117.70841,-119.87306,-148.20557,38.188206,True,-0.049537346
29,0.58,0.22945015132427216,-0.6873475313186646,0.5061112,30.482668,0.41875845193862915,37.510929107666016,148.20557,115.813095,0.0,,0.0,0.0,0,pelvis,0.0,0.3005600869655609,0.2437073141336441,-35.29979705810547,36.82051086425781,-148.20557,38.188206,115.813095,-95.15394,False,-0.052172706
30,0.6,0.2291131615638733,-0.524199366569519,0.928354,34.36393,0.5348905324935913,36.53425216674805,115.813095,146.124,0.0,,0.0,0.0,0,pelvis,0.0,0.9593719244003296,-0.0008910915348678827,34.444252014160156,-0.6582385897636414,115.813095,-95.15394,-146.124,36.850185,True,-0.013316764
31,0.62,0.23301559686660767,-0.6088939905166626,0.63713557,30.948717,0.3007742464542389,36.8864860534668,146.124,119.78479,0.0,,0.0,0.0,0,pelvis,0.0,0.28044822812080383,0.26565369963645935,-36.087379455566406,36.72727966308594,-146.124,36.850185,119.78479,-96.62995,False,-0.013098955
32,0.64,0.22479334473609924,-0.4762711524963379,0.616475,41.47613,0.5404871702194214,36.3940315246582,119.78479,151.01126,0.0,,0.0,0.0,0,pelvis,0.0,0.9649685025215149,-0.0009033821988850832,35.924095153808594,0.1781659722328186,119.78479,-96.62995,-151.01126,34.341953,True,0.04130669
33,0.66,0.2206331342458725,-0.4328807592391968,0.8370288,32.13316,0.30107927322387695,36.35284423828125,151.01126,122.03066,0.0,,0.0,0.0,0,pelvis,0.0,0.25144585967063904,0.1960894763469696,-36.06260681152344,35.9157600402832,-151.01126,34.341953,122.03066,-88.630264,False,0.05646988
34,0.68,0.2072850614786148,-0.389707088470459,0.6736025,41.845146,0.5148462653160095,36.38850021362305,122.03066,148.31488,0.0,,0.0,0.0,0,pelvis,0.0,0.9318886399269104,-0.0007863678620196879,35.907432556152344,0.3102724552154541,122.03066,-88.630264,-148.31488,33.936275,True,0.06553888
35,0.7000000000000001,0.19671952724456787,-0.20649313926696777,0.9061704,35.843113,0.38271310925483704,36.670135498046875,148.31488,125.65623,0.0,,0.0,0.0,0,pelvis,0.0,0.20735158026218414,0.251976877450943,-36.095279693603516,36.670135498046875,-148.31488,33.936275,125.65623,-95.36437,False,0.062462457
36,0.72,0.17962029576301575,-0.2928657531738281,1.122337,38.427765,0.560925304889679,36.27259063720703,125.65623,144.89508,0.0,,0.0,0.0,0,pelvis,0.0,0.8860707879066467,-0.0006791321793571115,35.98930740356445,0.41984301805496216,125.65623,-95.36437,-144.89508,33.598984,True,0.029346595
37,0.74,0.1591324359178543,-0.015347123146057129,1.147473,38.811214,0.41368380188941956,36.53403091430664,144.89508,129.17671,0.0,,0.0,0.0,0,pelvis,0.0,0.163040891289711,0.24135643243789673,-36.087158203125,36.53403091430664,-144.89508,33.598984,129.17671,-94.10643,False,0.017657015
38,0.76,0.12994147837162018,-0.2218550443649292,2.1673357,38.286827,0.5897826552391052,36.18242645263672,129.17671,128.76408,0.0,,373.0706,0.0,0,left_ankle_roll_link,373.0706,0.7970086932182312,-0.0006746075814589858,32.98729705810547,0.8901315331459045,129.17671,-94.10643,-128.76408,32.187756,True,-0.020308975
39,0.78,0.10071541368961334,-0.06187760829925537,0.5632187,25.276054,0.3936355710029602,37.32537841796875,128.76408,136.27206,0.0,,0.0,0.0,4583.7041015625,torso_link,4583.704,0.053961824625730515,0.2566801607608795,-35.54350280761719,35.86398696899414,-128.76408,32.187756,136.27206,-93.3222,False,-0.08152437
40,0.8,0.10514179617166519,-0.33767807483673096,0.7291858,28.3992,0.5464556217193604,36.11196517944336,136.27206,137.6887,0.0,,0.0,0.0,3658.587158203125,torso_link,3658.5872,0.7913914918899536,-0.0006540305912494659,36.11196517944336,0.47040867805480957,136.27206,-93.3222,-137.6887,33.445282,True,-0.09328936
41,0.8200000000000001,0.11779648065567017,-0.1285771131515503,1.2461371,25.582754,0.484999418258667,36.61339569091797,137.6887,137.43655,0.0,,0.0,0.0,0,pelvis,0.0,0.05835917219519615,0.38364991545677185,-36.048927307128906,36.61339569091797,-137.6887,33.445282,137.43655,-105.728,False,-0.09848353
42,0.84,0.12279672175645828,-0.2857663631439209,1.1025195,23.853445,0.5853366851806641,36.140865325927734,137.43655,135.49377,0.0,,0.0,0.0,0,pelvis,0.0,0.7660160660743713,-0.0006450437940657139,36.057003021240234,0.8366709351539612,137.43655,-105.728,-135.49377,32.34577,True,-0.07765429
43,0.86,0.11746399849653244,-0.07069051265716553,0.98743886,20.857454,0.45370614528656006,37.51155471801758,135.49377,119.56463,0.0,,146.93834,0.0,293.8766784667969,left_hip_yaw_link,146.93834,0.018180526793003082,0.38668158650398254,-29.020187377929688,37.51155471801758,-135.49377,32.34577,119.56463,-108.665016,False,-0.06976233
44,0.88,0.11065302044153214,-0.1946408748626709,1.3668777,18.81925,0.5670291185379028,36.150142669677734,119.56463,130.43861,0.0,,0.0,0.0,0,pelvis,0.0,0.7030938863754272,-0.0007960520451888442,36.049869537353516,1.1780834197998047,119.56463,-108.665016,-130.43861,31.333616,True,-0.061352246
45,0.9,0.10694360733032227,0.023090481758117676,1.2546816,20.550152,0.44594183564186096,36.704227447509766,130.43861,109.97724,0.0,,0.0,0.0,367.4445495605469,left_hip_yaw_link,367.44455,-1.9595770481828367e-06,0.4350546598434448,-11.985898971557617,36.65901565551758,-130.43861,31.333616,69.91637,-109.97724,True,-0.061164733
46,0.92,0.11755719035863876,-0.18384277820587158,1.247807,30.590988,0.6527805924415588,36.24583435058594,109.97724,127.08613,0.0,,60.83557,0.0,0,left_ankle_roll_link,60.83557,0.6763764023780823,-0.0006722845719195902,35.644840240478516,1.0330805778503418,69.91637,-109.97724,-127.08613,31.758722,True,-0.0586869
47,0.9400000000000001,0.11467381566762924,-0.0077972412109375,0.7144972,19.744408,0.4244803488254547,36.53001403808594,127.08613,98.84966,0.0,,0.0,0.0,0,pelvis,0.0,1.0004754358305945e-06,0.3007975220680237,-0.0011442708782851696,36.53001403808594,-127.08613,31.758722,33.96186,-98.84966,True,-0.05807222
48,0.96,0.11309386789798737,-0.19239234924316406,1.3834964,31.411272,0.6234848499298096,36.220375061035156,98.84966,121.343445,0.0,,0.0,0.0,0,pelvis,0.0,0.6136370897293091,-0.0006529091624543071,35.403663635253906,0.8563128709793091,33.96186,-98.84966,-121.343445,32.287476,True,-0.055551637
49,0.98,0.10228148102760315,-0.02542591094970703,0.45761213,21.50341,0.4244801998138428,36.4488410949707,121.343445,100.34452,0.0,,0.0,0.0,0,pelvis,0.0,1.1500106893436168e-06,0.3225272297859192,-0.0012495603878051043,36.4488410949707,-121.343445,32.287476,33.962166,-100.34452,True,-0.06401415
50,1.0,0.09776604920625687,-0.19568121433258057,0.34747905,33.977345,0.5194430351257324,36.092491149902344,100.34452,94.835014,0.0,,0.0,0.0,6985.830078125,left_hip_yaw_link,3492.915,0.5041000247001648,-0.00036465772427618504,17.40055274963379,0.40525612235069275,33.962166,-100.34452,-58.57115,33.617588,True,-0.0705428
51,1.02,0.11019687354564667,-0.09160041809082031,0.8186781,17.604532,0.424480676651001,36.2088508605957,94.835014,94.98449,0.0,,0.0,0.0,0,pelvis,0.0,6.779146133339964e-07,0.2627059817314148,-0.0007836902514100075,35.74800109863281,-58.57115,33.617588,33.960804,-93.4563,True,-0.06939243
52,1.04,0.12041156738996506,-0.3308100700378418,0.6785964,39.251987,0.495208740234375,36.256317138671875,94.98449,107.84979,0.0,,0.0,0.0,1126.2540283203125,torso_link,1126.254,0.6344833374023438,-0.0005579721182584763,30.34988021850586,0.6110661029815674,33.960804,-93.4563,-107.84979,33.01562,True,-0.061954252
53,1.06,0.13989770412445068,-0.21435260772705078,1.0856284,21.522575,0.424480676651001,36.363075256347656,107.84979,94.51485,0.0,,0.0,0.0,0,pelvis,0.0,6.882985985612322e-07,0.13027241826057434,-0.0007621427648700774,26.016029357910156,-107.84979,33.01562,33.96074,-53.6657,True,-0.041681677
54,1.08,0.1375003457069397,-0.3201855421066284,0.94117755,40.25624,0.47245165705680847,36.27524948120117,94.51485,122.25449,0.0,,0.0,0.0,0,pelvis,0.0,0.6117138266563416,-0.0002697276358958334,35.75863265991211,0.11507229506969452,33.96074,-53.6657,-122.25449,34.48054,True,-0.03779497
55,1.1,0.14244525134563446,-0.19270777702331543,0.9510543,23.368187,0.4244807958602905,36.218544006347656,122.25449,94.49596,0.0,,0.0,0.0,0,pelvis,0.0,5.593497576228401e-07,0.10673490911722183,-0.00062820955645293,20.821535110473633,-122.25449,34.48054,33.96035,-36.19922,True,-0.004066116
56,1.12,0.13291406631469727,-0.24512028694152832,1.0568129,43.61052,0.4654482901096344,36.383174896240234,94.49596,115.015396,0.0,,0.0,0.0,0,pelvis,0.0,0.6104202270507812,-0.0002480952243786305,33.380096435546875,0.005563884973526001,33.96035,-36.19922,-115.015396,34.80734,True,-0.00049341656
57,1.1400000000000001,0.1286224126815796,-0.15361356735229492,1.1480633,20.265638,0.42448097467422485,36.286258697509766,115.015396,95.16481,0.0,,0.0,0.0,0,pelvis,0.0,3.7903919292148203e-07,0.13656961917877197,-0.00040761768468655646,26.886930465698242,-115.015396,34.80734,33.9597,-56.782177,True,0.03407284
58,1.16,0.117609404027462,-0.21133136749267578,1.1349766,46.858807,0.43563392758369446,36.38164520263672,95.16481,107.16957,0.0,,0.0,0.0,0,pelvis,0.0,0.4838290810585022,-0.0005816624034196138,34.14058303833008,0.14909473061561584,33.9597,-56.782177,-107.16957,34.40343,True,0.023250407
59,1.18,0.10993698239326477,-0.1986445188522339,1.6108375,15.873543,0.42448216676712036,36.38984680175781,107.16957,95.03198,0.0,,0.0,0.0,0,pelvis,0.0,-8.151906172315648e-07,0.22606822848320007,-0.029719645157456398,36.337772369384766,-107.16957,34.40343,34.04773,-92.2946,True,0.018252647
60,1.2,0.09262878447771072,-0.1305248737335205,1.0456524,48.00129,0.435747891664505,36.50838088989258,95.03198,108.2745,0.0,,0.0,0.0,0,pelvis,0.0,0.5697026252746582,-0.0006956295692361891,32.21893310546875,0.3675687313079834,34.04773,-92.2946,-108.2745,33.757126,True,0.04255766
61,1.22,0.08494113385677338,-0.11890029907226562,1.4227242,22.4792,0.42448315024375916,36.46047592163086,108.2745,95.27602,0.0,,0.0,26.520535,1962.3402099609375,torso_link,1962.3402,-1.798198468350165e-06,0.052617765963077545,-0.3279106020927429,13.805214881896973,-108.2745,33.757126,34.942383,-10.820885,True,0.015035417
62,1.24,0.05570640042424202,0.039131760597229004,1.2546378,35.397896,0.39033451676368713,36.269710540771484,95.27602,113.99944,0.0,,54.425167,0.0,0,left_ankle_roll_link,54.425167,0.5936499238014221,0.1479557901620865,33.488651275634766,-16.595239639282227,34.942383,-10.820885,-113.99944,72.75344,False,0.031421907
63,1.26,0.05005749315023422,0.02962338924407959,0.68106365,16.445024,0.4244827330112457,36.575103759765625,113.99944,131.14444,0.0,,403.85327,0.0,403.853271484375,left_ankle_roll_link,403.85327,-1.3821753555021132e-06,0.7027913928031921,0.19942587614059448,36.575103759765625,-113.99944,72.75344,33.36034,-131.14444,True,0.02705941
64,1.28,0.06442047655582428,0.09178471565246582,1.063692,38.508846,0.5243011116981506,37.130680084228516,131.14444,104.76902,0.0,,0.0,0.0,0,pelvis,0.0,0.4672805070877075,-0.004529312252998352,31.935781478881836,-5.4923529624938965,33.36034,-131.14444,-99.23128,51.643585,True,0.041089974
65,1.3,0.0785236805677414,0.027351200580596924,0.64798075,17.812319,0.4244827628135681,36.71883773803711,104.76902,107.121864,0.0,,0.0,0.0,0,pelvis,0.0,-1.4101809711064561e-06,0.3971192538738251,-0.0002877996303141117,36.71883773803711,-99.23128,51.643585,33.959484,-107.121864,True,0.059003714
66,1.32,0.10100492835044861,-0.040244102478027344,1.434967,46.918056,0.6348551511764526,36.20600891113281,107.121864,103.44519,0.0,,0.0,0.0,0,pelvis,0.0,0.5255594849586487,-0.0003001778677571565,24.7459716796875,0.4296550452709198,33.959484,-107.121864,-82.324165,33.53923,True,0.07380769
67,1.34,0.12177063524723053,-0.15222668647766113,0.26057342,10.904703,0.42478638887405396,36.72349166870117,103.44519,100.43697,0.0,,0.0,0.0,0,pelvis,0.0,-0.0003050336381420493,0.3133835196495056,0.3732760548591614,36.72349166870117,-82.324165,33.53923,32.863083,-100.43697,True,0.05151731
68,1.36,0.12715020775794983,-0.21034038066864014,1.6449832,45.888958,0.5099544525146484,36.4313850402832,100.43697,120.216,0.0,,0.0,0.0,0,pelvis,0.0,0.6070728302001953,-0.0005009770393371582,35.20289611816406,0.5741201639175415,32.863083,-100.43697,-120.216,33.121902,True,0.04859858
69,1.3800000000000001,0.1347273290157318,-0.2550525665283203,0.8665101,15.048693,0.42607009410858154,36.52001190185547,120.216,97.43545,0.0,,0.0,0.0,0,pelvis,0.0,-0.0015887239715084434,0.28349488973617554,2.483116388320923,36.52001190185547,-120.216,33.121902,26.636261,-97.43545,True,0.03622977
70,1.4000000000000001,0.12943892180919647,-0.28670525550842285,1.5913364,46.260605,0.47612395882606506,36.44112777709961,97.43545,101.01912,0.0,,0.0,0.0,0,pelvis,0.0,0.22395525872707367,-0.0005916095688007772,13.927037239074707,0.6916683912277222,26.636261,-97.43545,-25.739025,32.776505,True,0.017697005
71,1.42,0.1351766139268875,-0.324673056602478,0.71376735,9.055703,0.32716917991638184,36.55447769165039,101.01912,92.09573,0.0,,0.0,0.0,0,pelvis,0.0,0.1361149698495865,0.21358685195446014,-22.061599731445312,36.157989501953125,-25.739025,32.776505,89.254105,-90.75674,False,0.023899902
72,1.44,0.11015085875988007,-0.2409271001815796,1.5879866,47.8827,0.4547961950302124,36.603145599365234,92.09573,145.63947,0.0,,0.0,0.0,100.392822265625,torso_link,100.39282,0.872356653213501,-0.0006661727675236762,36.603145599365234,0.6974684596061707,89.254105,-90.75674,-145.63947,32.765068,True,0.02142718
73,1.46,0.09739542007446289,-0.10727429389953613,1.2542524,14.329105,0.37498781085014343,37.23009490966797,145.63947,137.58257,0.0,,0.0,0.0,0,pelvis,0.0,0.10082787275314331,0.17153005301952362,-37.23009490966797,30.14570426940918,-145.63947,32.765068,137.58257,-69.35533,False,0.044994086
74,1.48,0.05428566783666611,0.0451083779335022,2.238613,62.31919,0.6535837650299072,39.599910736083984,137.58257,118.41485,0.0,,380.74533,0.0,0,left_ankle_roll_link,380.74533,0.528276801109314,-0.0005278614116832614,31.97791290283203,-0.12452256679534912,137.58257,-69.35533,-104.23737,35.219982,True,0.038692433
75,1.5,0.05536392331123352,-0.02446901798248291,1.5457681,7.7283454,0.48887738585472107,36.291988372802734,118.41485,101.91662,0.0,,0.0,0.0,308.85528564453125,torso_link,308.8553,-0.000607088441029191,0.011590052396059036,1.5254154205322266,7.711869239807129,-104.23737,35.219982,29.43083,10.741367,True,0.026076946
76,1.52,0.05742171034216881,0.04539632797241211,1.5868772,31.423393,0.546730637550354,36.2578010559082,101.91662,124.35426,0.0,,0.0,69.12339,0,right_ankle_roll_link,69.12339,0.6192420721054077,0.6433923244476318,36.2578010559082,31.436767578125,29.43083,10.741367,-124.35426,-110.97751,False,-0.010613911
77,1.54,0.08780039846897125,-0.10620474815368652,0.10863672,18.627228,0.5192031860351562,36.354515075683594,124.35426,102.24633,0.0,,0.0,0.0,0,pelvis,0.0,-0.001789073459804058,6.524047876155237e-06,2.5579898357391357,-0.008943699300289154,-124.35426,-110.97751,26.427666,34.830494,True,-0.021355016
78,1.56,0.09173298627138138,-0.01623523235321045,1.2507775,34.945995,0.46191689372062683,36.42171859741211,102.24633,115.982086,0.0,,0.0,0.0,0,pelvis,0.0,0.08664039522409439,0.5634199976921082,5.475790500640869,35.23755645751953,26.427666,34.830494,10.599907,-115.982086,False,-0.038339753
79,1.58,0.12479811906814575,-0.3136402368545532,0.52587134,24.685076,0.45842331647872925,36.355316162109375,115.982086,127.70334,0.0,,0.0,0.0,0,pelvis,0.0,0.7011495232582092,-7.907705003162846e-05,35.18996047973633,0.05175650119781494,10.599907,-115.982086,-127.70334,34.65524,True,-0.055838425
80,1.6,0.13729216158390045,-0.23912620544433594,1.343124,29.771076,0.43466728925704956,36.43844985961914,127.70334,138.38087,0.0,,0.0,0.0,0,pelvis,0.0,0.0490197129547596,0.4738372266292572,-36.114646911621094,35.31760025024414,-127.70334,34.65524,138.38087,-109.0556,False,-0.06166915
81,1.62,0.1445341408252716,-0.34434807300567627,0.96256846,21.631298,0.4552566111087799,37.07567596435547,138.38087,139.67915,0.0,,0.0,390.07266,0,right_ankle_roll_link,390.07266,0.8014252185821533,3.826738247880712e-05,36.50788497924805,8.17594051361084,138.38087,-109.0556,-139.67915,10.2733,True,-0.06333232
82,1.6400000000000001,0.14200247824192047,-0.2098226547241211,1.3371382,28.098661,0.4323371350765228,36.60151290893555,139.67915,136.17676,0.0,,0.0,0.0,0,pelvis,0.0,0.07749703526496887,0.0027151410467922688,-36.139339447021484,-1.0297749042510986,-139.67915,10.2733,136.17676,37.676296,True,-0.077691026
83,1.6600000000000001,0.13667932152748108,-0.42026519775390625,1.6544986,26.03834,0.40579625964164734,36.77091598510742,136.17676,141.09625,0.0,,0.0,0.0,0,pelvis,0.0,0.8302776217460632,0.5591967701911926,36.210853576660156,33.088436126708984,136.17676,37.676296,-141.09625,-109.19686,False,-0.0845208
84,1.68,0.12670297920703888,-0.2650744915008545,1.299503,27.133173,0.4322454333305359,37.81293487548828,141.09625,138.4081,0.0,,1468.86,1468.86,0,left_ankle_roll_link,1468.86,0.11236514896154404,0.00280685699544847,-37.81293487548828,-0.6563770771026611,-141.09625,-109.19686,138.4081,36.548767,True,-0.08020093
85,1.7,0.11975613236427307,-0.2667696475982666,1.4198254,15.9226885,0.466232568025589,36.80353927612305,138.4081,146.09262,0.0,,0.0,0.0,0,pelvis,0.0,0.8907139301300049,0.5836120247840881,36.26466751098633,35.87006378173828,138.4081,36.548767,-146.09262,-119.49497,False,-0.060476154
86,1.72,0.10349945724010468,-0.12107551097869873,1.1885939,30.876602,0.4347968101501465,37.011009216308594,146.09262,127.6806,0.0,,0.0,0.0,0,pelvis,0.0,0.18642361462116241,0.00025545337121002376,-36.21199417114258,-0.29090356826782227,-146.09262,-119.49497,127.6806,35.656456,True,-0.051642284
