frame,t,rz,pgz,lv_norm,av_norm,dof_vel_max,dof_pos_err_max,tau_max,tau_norm,top_cf_name,top_cf_val,non_foot_cf_sum,apparent_force_norm,wrote_act
37,0.74,0.1406436562538147,0.2335410474723414,2.2449372,26.7667,35.401790618896484,1.1402102708816528,36.0,118.03221,pelvis,0.0,0,1405.5824,True
38,0.76,0.12327726185321808,0.02850707159067234,1.7376741,34.62538,36.3521728515625,1.2115989923477173,36.0,113.82896,pelvis,0.0,0,797.2505,True
39,0.78,0.08597761392593384,0.022762409823036123,2.283199,40.936703,36.64014434814453,1.0045679807662964,36.0,126.315315,pelvis,0.0,0,1394.3636,True
40,0.8,0.04791836813092232,-0.03174894751013513,1.024792,30.231358,36.371917724609375,1.0075443506240844,36.0,123.29084,pelvis,0.0,0,1229.4755,True
41,0.8200000000000001,0.059011463075876236,-0.13374513472073435,1.702404,24.156693,36.16844940185547,0.9656490802764892,36.0,115.280106,left_hip_yaw_link,517.0598,785.8699035644531,2204.3025,True
42,0.84,0.08035751432180405,-0.12360138499049533,1.5880883,25.843689,36.53327178955078,0.8010331988334656,36.0,98.702576,torso_link,55.169994,55.16999435424805,1323.3586,True
43,0.86,0.11362168937921524,-0.2951645433698218,1.5029879,26.699774,36.614376068115234,1.1172430515289307,36.0,121.931755,pelvis,0.0,0,423.18564,True
44,0.88,0.13330915570259094,-0.38335087331217466,1.6233654,24.587114,36.568084716796875,1.0065504312515259,36.0,120.20526,pelvis,0.0,0,696.3395,True
45,0.9,0.16005928814411163,-0.41696448906018624,1.4936507,24.523418,36.581790924072266,1.2134250402450562,36.0,118.910576,pelvis,0.0,0,1180.5284,True
46,0.92,0.15688377618789673,-0.4871486241962746,2.0543149,27.084564,36.54884719848633,1.1579266786575317,36.0,121.91563,pelvis,0.0,0,2452.604,True
47,0.9400000000000001,0.158633753657341,-0.4134393572010939,1.1027418,27.912317,36.59515380859375,1.3162750005722046,36.0,120.55283,pelvis,0.0,0,2328.6343,True
48,0.96,0.14382962882518768,-0.4268363040070895,2.3654108,28.693617,36.5395393371582,1.247374415397644,36.0,121.30887,pelvis,0.0,0,2682.0212,True
49,0.98,0.13928961753845215,-0.34998019931132696,1.0062584,27.209038,36.29608154296875,1.3527767658233643,36.0,117.56729,pelvis,0.0,0,2600.4658,True
50,1.0,0.12133356183767319,-0.3728504804689834,2.5542455,29.25629,36.47373580932617,1.2569682598114014,36.0,119.75223,pelvis,0.0,0,2796.775,True
51,1.02,0.10347219556570053,-0.22598629059955222,0.9344718,24.724533,36.31517028808594,1.2056858539581299,36.0,111.67156,pelvis,0.0,0,2718.9568,True
52,1.04,0.07873311638832092,-0.21043710818467076,1.9057069,30.061695,36.374202728271484,1.2019004821777344,36.0,116.51838,torso_link,2473.6064,2473.6064453125,2142.1997,True
53,1.06,0.07167690247297287,-0.10300284474107002,2.2726128,19.00829,36.273162841796875,1.0636527061462402,36.0,110.52418,left_hip_yaw_link,615.78894,849.8952178955078,3368.5574,True
54,1.08,0.0817391648888588,-0.1400268221119294,1.0439272,26.317484,36.37630081176758,0.9931674599647522,36.0,112.97193,left_knee_link,77.89854,77.8985366821289,2483.6353,True
55,1.1,0.07154510915279388,-0.048978268514263235,1.8531317,10.705807,36.33485412597656,1.0867297649383545,36.0,119.67371,pelvis,0.0,0,2175.9714,True
56,1.12,0.08975473046302795,-0.15848834533952072,1.3970375,27.931408,36.49980163574219,1.0419393301010131,36.0,119.62654,pelvis,0.0,0,2196.9524,True
57,1.1400000000000001,0.06396980583667755,-0.058656484083813965,1.5618716,16.535492,36.18989944458008,0.9946823716163635,36.0,122.50327,torso_link,617.3559,1213.9056396484375,2325.0173,True
58,1.16,0.08409503102302551,-0.15703350404854177,1.8609227,27.455902,36.03411865234375,1.1966761350631714,36.0,124.28904,pelvis,0.0,0,2543.5996,True
59,1.18,0.06520331650972366,-0.05146522038003987,2.022385,19.801662,36.14540100097656,1.0213109254837036,36.0,123.63847,pelvis,0.0,0,3061.393,True
60,1.2,0.07767679542303085,-0.13961024338848915,2.0918827,32.19114,36.20222091674805,1.380866527557373,36.0,115.515274,right_knee_link,726.5505,880.4139251708984,3292.6523,True
61,1.22,0.07527551800012589,-0.13773201070045538,1.2297603,24.096432,36.336952209472656,1.1765756607055664,36.0,112.02849,pelvis,0.0,0,2676.4656,True
62,1.24,0.08792819827795029,-0.037348458402860274,2.06897,32.75077,36.3748664855957,1.4284812211990356,36.0,123.15143,pelvis,0.0,0,2639.0635,True
63,1.26,0.07965938746929169,-0.05657713893147509,1.6489221,24.22397,36.1903076171875,1.0691743612289428,36.0,126.76737,pelvis,0.0,0,3017.7747,True
64,1.28,0.09184464067220688,-0.061356496988594245,2.2157495,33.829067,36.124637603759766,1.34748113155365,36.0,120.43071,pelvis,0.0,0,3022.2554,True
65,1.3,0.10434311628341675,-0.24320432601817288,1.1981369,31.695297,36.5284309387207,1.0149641036987305,36.0,128.62178,pelvis,0.0,0,2740.7322,True
66,1.32,0.11419391632080078,-0.2249628008672815,1.5460925,33.35987,36.21672439575195,1.2020847797393799,36.0,114.08113,pelvis,0.0,0,2222.11,True
67,1.34,0.11341889202594757,-0.2418098516290872,1.1810207,28.032753,36.44904708862305,1.0932413339614868,36.0,124.424416,pelvis,0.0,0,2212.7554,True
68,1.36,0.1028960794210434,-0.07621731618088079,1.5426193,29.48347,36.38959503173828,1.1077635288238525,36.0,104.4765,pelvis,0.0,0,1634.0355,True
69,1.3800000000000001,0.09479594230651855,-0.16493310002724826,1.0284424,31.227814,36.37718200683594,0.7801647782325745,36.0,123.95626,torso_link,221.12932,221.1293182373047,1940.6367,True
70,1.4000000000000001,0.07937777042388916,0.008091886294696149,1.3478278,30.402384,36.43990707397461,1.0987975597381592,36.0,117.558174,pelvis,0.0,0,1615.1512,True
71,1.42,0.06064942851662636,0.05143253528369485,1.8807886,27.209187,36.26752471923828,0.8271063566207886,36.0,122.50301,pelvis,0.0,0,2339.5293,True
72,1.44,0.061391741037368774,0.01671877830953461,1.5204089,18.262323,36.35604476928711,1.1113203763961792,36.0,109.67362,right_hip_yaw_link,308.09082,462.13623046875,2644.5056,True
73,1.46,0.07027707248926163,-0.027762547876934107,1.4742593,27.3543,36.345699310302734,1.1262120008468628,36.0,111.837685,pelvis,0.0,0,2107.8289,True
74,1.48,0.0641074925661087,-0.05105029592073862,1.6912675,18.297588,36.29340362548828,1.1632815599441528,36.0,116.97467,pelvis,0.0,0,2577.2227,True
75,1.5,0.06695760041475296,-0.04304197203891391,1.2998654,26.244497,36.3188362121582,1.2761400938034058,36.0,118.21765,pelvis,0.0,0,2374.5583,True
76,1.52,0.053439125418663025,-0.012710542319043228,1.6336799,24.416262,36.208919525146484,1.158475637435913,36.0,112.843315,pelvis,0.0,0,2391.259,True
77,1.54,0.05694698169827461,-0.017237801930860996,1.1609769,27.774046,36.551353454589844,1.3599969148635864,36.0,118.62189,torso_link,982.78064,1466.75777053833,2253.839,True
78,1.56,0.07072527706623077,-0.06203880242311044,0.6742974,11.471627,36.43534469604492,1.311547875404358,36.0,112.75447,pelvis,0.0,0,1042.8848,True
79,1.58,0.0987534448504448,-0.16844782017189175,2.1024408,37.481514,37.12730407714844,1.3286634683609009,36.0,112.02632,left_ankle_roll_link,229.37248,0,1806.6622,True
80,1.6,0.09075327217578888,-0.1424685328311739,1.3648626,5.9605556,36.321876525878906,1.3434760570526123,36.0,112.57942,pelvis,0.0,0,2700.269,True
81,1.62,0.11340390890836716,-0.2655664332308447,1.958879,34.86519,36.273643493652344,1.3580509424209595,36.0,114.442604,pelvis,0.0,0,2590.9348,True
82,1.6400000000000001,0.10370825976133347,-0.2674277472709221,1.8019099,9.682665,36.211612701416016,1.2605746984481812,36.0,114.11082,pelvis,0.0,0,2745.2417,True
83,1.6600000000000001,0.12201473861932755,-0.3944392790517566,1.8442864,29.592567,36.33779525756836,1.3920414447784424,36.0,113.08491,pelvis,0.0,0,2710.2659,True
84,1.68,0.12406174838542938,-0.42000060577039244,1.2299155,15.566152,36.528282165527344,1.2924190759658813,36.0,113.12843,pelvis,0.0,0,2206.9924,True
85,1.7,0.14166907966136932,-0.487892957469541,1.7719395,26.470123,36.28931427001953,1.4431450366973877,36.0,109.94568,pelvis,0.0,0,2187.3445,True
86,1.72,0.14460209012031555,-0.5174968809261817,0.8823458,18.401121,35.997989654541016,1.2286161184310913,36.0,113.647354,left_ankle_roll_link,189.402,105.45003509521484,1688.9475,True
87,1.74,0.1623949557542801,-0.4961036220420798,2.1925588,22.295778,36.3857307434082,1.3928896188735962,36.0,106.14361,pelvis,0.0,0,1900.8464,True
88,1.76,0.16909490525722504,-0.5511176250295264,0.71807224,20.46442,35.74897766113281,1.2589490413665771,36.0,123.65756,left_ankle_roll_link,73.77672,36.009891510009766,2022.0963,True
89,1.78,0.17713697254657745,-0.5713089635065813,1.6487035,23.105705,40.02041244506836,1.3108562231063843,36.0,106.437584,left_ankle_roll_link,161.23198,153.49990844726562,1725.0271,True
90,1.8,0.181153804063797,-0.6274906512573821,1.132408,14.367607,36.218589782714844,1.357527494430542,36.0,120.01224,pelvis,0.0,0,1838.9705,True
91,1.82,0.1957424283027649,-0.6069680540235325,1.3742467,27.70033,36.249855041503906,1.3815544843673706,36.0,115.778076,pelvis,0.0,0,1578.2749,True
92,1.84,0.18620041012763977,-0.607958391023864,1.8147591,14.256497,36.180721282958984,1.3706145286560059,36.0,115.71408,left_ankle_roll_link,34.511,0,2100.2156,True
93,1.86,0.184954434633255,-0.5358095803602865,1.4962044,23.721815,36.24414825439453,1.3912713527679443,36.0,110.92824,pelvis,0.0,0,1867.6539,True
94,1.8800000000000001,0.17632156610488892,-0.5937075806437306,1.6597348,17.167448,36.24202346801758,1.3845831155776978,36.0,120.28474,pelvis,0.0,0,1947.2095,True
95,1.9000000000000001,0.16880755126476288,-0.534982044176509,1.4122181,25.757923,36.18376541137695,1.4338101148605347,36.0,113.462776,pelvis,0.0,0,1807.4255,True
96,1.92,0.14378836750984192,-0.5067254708106503,1.9661285,17.165047,36.10698318481445,1.1925843954086304,36.0,110.89443,pelvis,0.0,0,1569.1356,True
97,1.94,0.1356721818447113,-0.41648074149743053,1.1245826,17.543379,36.39699935913086,1.446959376335144,36.0,105.72127,pelvis,0.0,0,1733.2563,True
98,1.96,0.12082556635141373,-0.4248669310470774,1.1844839,21.839117,36.040775299072266,1.1608452796936035,36.0,117.38884,left_ankle_roll_link,310.9401,194.20175170898438,1206.7705,True
99,1.98,0.11255429685115814,-0.35061589178454966,1.5559843,17.421736,36.1521110534668,1.4008232355117798,36.0,106.32835,pelvis,0.0,0,1599.363,True
100,2.0,0.09069956839084625,-0.2930050223249623,1.6912605,24.89167,36.02062225341797,1.0875862836837769,36.0,119.36591,torso_link,151.80533,243.12293243408203,1854.5941,True
