frame,t,rz,pgz,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_cmd_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf,top_cf_val,kneeL,kneeR,kneeL_vel,kneeR_vel,kneeL_tau,kneeR_tau,kneeL_tau_cmd,kneeR_tau_cmd,knee_hit,bz_min
0,0.0,0.4103291630744934,0.9999562098746537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,pelvis,0.0,0.4244813621044159,0.4350522756576538,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03364689
1,0.02,0.40812188386917114,0.9999562098746537,0.192132,0.068791136,1.4901161193847656e-08,1.3132964372634888,0.0,1.3132964,0.0,,0.0,22.089802,0,right_ankle_roll_link,22.089802,0.4244813621044159,0.4350522756576538,0.012202293612062931,-0.16971461474895477,0.0,0.0,-0.03660688,0.5091438,False,0.0314397
2,0.04,0.40516412258148193,0.9999667188749299,0.17573176,0.6272769,0.088559091091156,6.679009437561035,1.3132964,27.121758,0.0,,48.359135,29.415897,0,left_ankle_roll_link,48.359135,0.47356897592544556,0.5236113667488098,4.224009990692139,6.679009437561035,-0.03660688,0.5091438,-16.59904,-27.121758,False,0.030997872
3,0.06,0.410525918006897,0.995727970264852,1.5222374,8.059941,0.4002099335193634,36.01874542236328,27.121758,140.07303,0.0,,0.0,0.0,0,pelvis,0.0,0.14038965106010437,0.03484233841300011,-35.669803619384766,-36.01874542236328,-16.59904,-27.121758,129.73676,140.07303,False,0.032046437
4,0.08,0.41188743710517883,0.9998420149931917,1.9959897,10.415938,0.3852451741695404,36.01823806762695,36.0,125.99863,0.3181818181818182,"left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint",0.0,0.0,0,pelvis,0.0,0.663373589515686,0.5825024843215942,35.629085540771484,34.600704193115234,36.0,36.0,-125.99863,-115.59813,False,0.042391814
5,0.1,0.4128280580043793,0.9991487442166544,1.2278547,5.155135,0.40573590993881226,36.930206298828125,36.0,134.84192,0.36363636363636365,"left_hip_pitch_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint",15.599516,15.599516,0,left_ankle_roll_link,15.599516,0.13477705419063568,0.02931636944413185,-34.89301681518555,-34.127681732177734,-36.0,-36.0,127.85539,134.84192,False,0.038275234
6,0.12,0.40964531898498535,0.9966649140696973,1.859409,9.821274,0.49614444375038147,36.01422882080078,36.0,130.96526,0.36363636363636365,"left_hip_pitch_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint",0.0,0.0,0,pelvis,0.0,0.7214112877845764,0.6199190020561218,35.73695373535156,35.57280731201172,36.0,36.0,-130.96526,-121.50776,False,0.04473883
7,0.14,0.4053128957748413,0.9963054817635566,1.503616,12.268511,0.36195993423461914,36.43811798095703,36.0,122.17578,0.36363636363636365,"left_hip_pitch_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint",37.685783,37.685783,0,left_ankle_roll_link,37.685783,0.20703744888305664,0.07309232652187347,-33.87763214111328,-31.072996139526367,-36.0,-36.0,119.02841,122.17578,False,0.03445047
8,0.16,0.39991921186447144,0.9898084346204996,2.082625,17.739399,0.6032209396362305,36.021240234375,36.0,134.40968,0.3181818181818182,"left_hip_pitch_joint,left_hip_yaw_joint,left_knee_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7732318043708801,0.6769235730171204,35.50321578979492,36.021240234375,36.0,36.0,-134.40968,-127.41342,False,0.04586406
9,0.18,0.3951791822910309,0.9918695604428649,1.7263377,19.052794,0.4468563497066498,34.90576934814453,36.0,110.11537,0.45454545454545453,"left_hip_pitch_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,waist_roll_joint",0.0,1440.3304,0,right_ankle_roll_link,1440.3304,0.335681289434433,0.19179613888263702,-34.33712387084961,-17.330530166625977,-36.0,-36.0,110.11537,71.45209,False,0.030740537
