frame,t,rz,pgz,roll,pitch,yaw,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf_name,top_cf_val,bz_min,bz_min_name
35,0.7000000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049786342307925,18.03544807434082,22.929737,0.0,,506.9997,506.9997,0,left_ankle_roll_link,506.9997,0.030985946,left_ankle_roll_link
36,0.72,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049771352671087,18.0312442779541,22.928623,0.0,,507.05585,507.05585,0,left_ankle_roll_link,507.05585,0.030985976,left_ankle_roll_link
37,0.74,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497556226328015,18.035432815551758,22.927645,0.0,,507.1031,507.1031,0,left_ankle_roll_link,507.1031,0.03098593,left_ankle_roll_link
38,0.76,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497871059924364,18.031240463256836,22.929348,0.0,,507.0886,507.0886,0,left_ankle_roll_link,507.0886,0.03098599,left_ankle_roll_link
39,0.78,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049770821817219,18.035438537597656,22.92554,0.0,,507.04877,507.04877,0,left_ankle_roll_link,507.04877,0.030985942,left_ankle_roll_link
40,0.8,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497694108635187,18.031251907348633,22.927555,0.0,,510.64386,503.49365,0,left_ankle_roll_link,510.64386,0.030985978,left_ankle_roll_link
41,0.8200000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497852293774486,18.035446166992188,22.926416,0.0,,510.73523,503.59827,0,left_ankle_roll_link,510.73523,0.030985903,left_ankle_roll_link
42,0.84,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049793504178524,18.03123664855957,22.93005,0.0,,510.7322,503.4289,0,left_ankle_roll_link,510.7322,0.030986033,left_ankle_roll_link
43,0.86,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497673712670803,18.035436630249023,22.928276,0.0,,507.13925,507.13925,0,left_ankle_roll_link,507.13925,0.03098592,left_ankle_roll_link
44,0.88,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497745983302593,18.03124237060547,22.929443,0.0,,510.71863,503.52963,0,left_ankle_roll_link,510.71863,0.03098602,left_ankle_roll_link
45,0.9,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049779017455876,18.03544807434082,22.925407,0.0,,510.61212,503.4822,0,left_ankle_roll_link,510.61212,0.030985933,left_ankle_roll_link
46,0.92,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.304977057967335,18.031246185302734,22.927834,0.0,,507.10205,507.10205,0,left_ankle_roll_link,507.10205,0.03098595,left_ankle_roll_link
47,0.9400000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497758835554123,18.035436630249023,22.927473,0.0,,507.0492,507.0492,0,left_ankle_roll_link,507.0492,0.03098585,left_ankle_roll_link
48,0.96,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497738206759095,18.031238555908203,22.928381,0.0,,507.07208,507.07208,0,left_ankle_roll_link,507.07208,0.030986028,left_ankle_roll_link
49,0.98,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497715156525373,18.035449981689453,22.925161,0.0,,510.6765,503.36285,0,left_ankle_roll_link,510.6765,0.03098599,left_ankle_roll_link
50,1.0,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049756307154894,18.03124237060547,22.926964,0.0,,507.0228,507.0228,0,left_ankle_roll_link,507.0228,0.03098585,left_ankle_roll_link
51,1.02,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497785098850727,18.03543472290039,22.926542,0.0,,507.06885,507.06885,0,left_ankle_roll_link,507.06885,0.030986005,left_ankle_roll_link
52,1.04,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049762696027756,18.031248092651367,22.927063,0.0,,510.7131,503.47983,0,left_ankle_roll_link,510.7131,0.030985946,left_ankle_roll_link
53,1.06,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497949477285147,18.035442352294922,22.928318,0.0,,507.10315,507.10315,0,left_ankle_roll_link,507.10315,0.030985992,left_ankle_roll_link
54,1.08,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.304976646322757,18.031248092651367,22.926954,0.0,,510.7019,503.5101,0,left_ankle_roll_link,510.7019,0.03098586,left_ankle_roll_link
55,1.1,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049771166406572,18.03543472290039,22.926825,0.0,,510.78204,503.45245,0,left_ankle_roll_link,510.78204,0.030985916,left_ankle_roll_link
