frame,t,rz,pgz,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_cmd_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf,top_cf_val,kneeL,kneeR,kneeL_vel,kneeR_vel,kneeL_tau,kneeR_tau,kneeL_tau_cmd,kneeR_tau_cmd,knee_hit,bz_min
10,0.2,0.4180496335029602,0.9509870670735836,0.6033895,7.582759,0.6700156927108765,36.41236114501953,107.379326,158.11594,0.045454545454545456,left_knee_joint,0.0,0.0,0,pelvis,0.0,1.049164891242981,1.0139819383621216,36.047088623046875,35.687713623046875,107.379326,46.06903,-158.11594,-153.37752,False,0.052154608
11,0.22,0.44310611486434937,0.7962135970592499,1.8991841,17.52202,0.6827695965766907,38.2192497253418,108.0,97.08427,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,414.23782,0,right_ankle_roll_link,414.23782,0.40496376156806946,0.6279892921447754,-31.840953826904297,-13.653936386108398,-108.0,-108.0,97.08427,25.526846,False,0.031051494
12,0.24,0.4541751742362976,0.7188436388969421,0.426194,5.371264,0.7864030003547668,36.707279205322266,97.08427,159.20132,0.0,,0.0,0.0,0,pelvis,0.0,1.066135048866272,1.189589023590088,35.95634460449219,31.888574600219727,97.08427,25.526846,-159.20132,-156.02866,False,0.06722966
13,0.26,0.48354437947273254,0.4028932452201843,0.97528446,16.08583,0.7700574994087219,37.152584075927734,108.0,96.63507,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.4222280979156494,0.571814775466919,-32.15160369873047,-25.886058807373047,-108.0,-108.0,96.63507,66.71717,False,0.059940156
14,0.28,0.47513484954833984,0.3371621370315552,1.3295579,4.7192807,0.7969977259635925,36.131099700927734,96.63507,164.25424,0.0,,0.0,0.0,0,pelvis,0.0,1.0857553482055664,1.138095736503601,36.064613342285156,36.00358963012695,96.63507,66.71717,-161.09576,-164.25424,False,0.12966888
15,0.3,0.49947795271873474,-0.03882861137390137,1.2109474,17.627592,0.6299133896827698,37.19584274291992,108.0,95.27331,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.4415610134601593,0.5119522213935852,-32.213226318359375,-25.550952911376953,-108.0,-108.0,95.27331,70.50087,False,0.20583023
16,0.32,0.48277053236961365,-0.1212073564529419,2.069157,5.0814743,0.8334707617759705,36.06977462768555,95.27331,164.46275,0.0,,0.0,0.0,0,pelvis,0.0,1.1205430030822754,1.1397875547409058,36.05971145629883,36.027976989746094,95.27331,70.50087,-163.86407,-164.46275,False,0.3074266
17,0.34,0.4980817139148712,-0.46642136573791504,1.4147136,18.78203,0.4745481014251709,37.170562744140625,108.0,94.24794,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.46939677000045776,0.4819778800010681,-32.61372375488281,-28.999216079711914,-108.0,-108.0,94.24794,83.2436,False,0.25925922
18,0.36,0.485281765460968,-0.5661909580230713,2.3105252,6.444636,0.8532363176345825,36.053829193115234,94.24794,166.51341,0.0,,0.0,0.0,0,pelvis,0.0,1.1539366245269775,1.1630345582962036,36.052330017089844,36.053829193115234,94.24794,83.2436,-166.51341,-166.40007,False,0.21214882
19,0.38,0.4844491481781006,-0.794108510017395,1.6235856,18.684513,0.3435135781764984,37.116241455078125,108.0,93.573166,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.4961090385913849,0.49350884556770325,-33.10112762451172,-31.0836238861084,-108.0,-108.0,93.573166,88.57434,False,0.16524689
20,0.4,0.47797101736068726,-0.8789794445037842,2.1557212,9.320963,0.8939111828804016,36.06184005737305,93.573166,169.1949,0.0,,0.0,0.0,0,pelvis,0.0,1.1830304861068726,1.1976696252822876,36.04996109008789,36.06184005737305,93.573166,88.57434,-168.83382,-169.1949,False,0.14934328
21,0.42,0.4506446123123169,-0.914970874786377,2.239382,18.294575,0.3609226644039154,37.07416534423828,108.0,92.98919,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.5189869999885559,0.5216196775436401,-33.516544342041016,-32.2441291809082,-108.0,-108.0,92.98919,89.807,False,0.14331469
22,0.44,0.4456956386566162,-0.924956202507019,1.5365419,13.901574,0.9389795064926147,36.068580627441406,92.98919,172.12134,0.0,,0.0,0.0,0,pelvis,0.0,1.2069741487503052,1.233997106552124,36.04933166503906,36.068580627441406,92.98919,89.807,-170.7474,-172.12134,False,0.16143262
23,0.46,0.39115068316459656,-0.7575278282165527,3.145865,18.623234,0.4131467342376709,37.06654357910156,108.0,92.793076,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.5404000878334045,0.5535055994987488,-34.02219009399414,-33.02802658081055,-108.0,-108.0,92.793076,89.60781,False,0.13564622
24,0.48,0.37490391731262207,-0.6309840679168701,0.38842678,17.793652,0.9698166847229004,36.07416534423828,92.793076,174.66296,0.0,,0.0,0.0,0,pelvis,0.0,1.2275023460388184,1.2655582427978516,36.04816436767578,36.07416534423828,92.793076,89.60781,-172.38617,-174.66296,False,0.1364852
25,0.5,0.3005056381225586,-0.3167145252227783,4.042551,19.21136,0.45772087574005127,37.090904235839844,108.0,91.730545,0.18181818181818182,"left_hip_yaw_joint,left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.5612176656723022,0.5861659049987793,-34.223148345947266,-33.39411926269531,-108.0,-108.0,91.730545,88.09327,False,0.1344711
26,0.52,0.25685176253318787,-0.07523703575134277,2.2264497,26.0996,0.990442156791687,111.7816162109375,91.730545,189.92513,0.0,,2156.9304,0.0,0,left_ankle_roll_link,2156.9304,1.239623785018921,1.2921887636184692,41.57124328613281,34.54576873779297,91.730545,88.09327,-189.92513,-172.20822,False,0.05841104
27,0.54,0.17336474359035492,0.21466875076293945,3.93733,18.756819,0.5022990107536316,36.99347686767578,108.0,88.50111,0.18181818181818182,"left_knee_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_knee_joint",688.0282,0.0,0,left_ankle_roll_link,688.0282,0.6778975129127502,0.5518649220466614,-36.25813293457031,-32.14256286621094,-108.0,-108.0,88.50111,87.08268,False,0.05296047
28,0.56,0.1348992884159088,0.2986670732498169,1.5619866,20.790741,0.9141628742218018,36.12421417236328,88.50111,179.29068,0.0,,270.54837,0.0,0,left_ankle_roll_link,270.54837,1.3109567165374756,1.2303357124328613,36.12421417236328,35.93741989135742,88.50111,87.08268,-179.29068,-171.43494,False,0.039334204
29,0.58,0.1065785363316536,0.3923666477203369,2.3279102,9.041383,0.5774821043014526,36.43613815307617,108.0,84.702286,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,1005.6583251953125,left_hip_yaw_link,1005.6583,0.7299262285232544,0.5847882032394409,-36.37929153442383,-32.02384948730469,-108.0,-108.0,84.702286,84.092674,False,0.016045058
30,0.6,0.12792302668094635,0.48245352506637573,2.259915,37.159843,0.9154328107833862,37.41121292114258,84.702286,175.96295,0.0,,0.0,0.0,349.6558532714844,left_knee_link,349.65585,1.221097707748413,1.2640973329544067,37.41121292114258,35.80952453613281,84.702286,84.092674,-175.96295,-173.75218,False,0.028507393
31,0.62,0.14323540031909943,0.34596186876296997,1.737413,10.271531,0.539618194103241,36.26487731933594,108.0,93.1189,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7168776988983154,0.5744031667709351,-36.26487731933594,-31.317773818969727,-108.0,-108.0,85.40292,82.80525,False,0.050069842
32,0.64,0.16001135110855103,0.365597128868103,1.4187897,31.158054,0.902561366558075,36.70833206176758,93.1189,173.87787,0.0,,0.0,0.0,0,pelvis,0.0,1.2213921546936035,1.2526049613952637,36.70833206176758,34.19647979736328,85.40292,82.80525,-173.87787,-167.99365,False,0.052487336
33,0.66,0.17067016661167145,0.1695646047592163,2.3337252,9.572234,0.5405245423316956,36.871253967285156,108.0,93.700516,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7281540036201477,0.5870838165283203,-36.871253967285156,-32.13740921020508,-108.0,-108.0,86.31995,84.24971,False,0.0763359
34,0.68,0.17598789930343628,0.226967453956604,0.8238866,27.712591,0.8880128860473633,36.78249740600586,93.700516,172.68776,0.0,,0.0,0.0,0,pelvis,0.0,1.2037347555160522,1.2632702589035034,36.78249740600586,35.443973541259766,86.31995,84.24971,-172.68776,-172.58936,False,0.051374137
35,0.7000000000000001,0.17904764413833618,0.014536917209625244,2.772014,10.280243,0.5281499624252319,36.95669174194336,108.0,94.66084,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7507927417755127,0.6043726205825806,-36.95669174194336,-32.108795166015625,-108.0,-108.0,84.76516,82.78076,False,0.053808473
36,0.72,0.1717093139886856,0.05262911319732666,0.7086935,25.616264,0.869677722454071,36.80528259277344,94.66084,173.29865,0.0,,0.0,0.0,0,pelvis,0.0,1.210172176361084,1.2762486934661865,36.79230880737305,35.334312438964844,84.76516,82.78076,-173.23218,-173.29865,False,0.031682845
37,0.74,0.1672382950782776,-0.16227316856384277,2.8922825,11.180406,0.5001912713050842,36.99231719970703,108.0,95.33673,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7429565191268921,0.6218933463096619,-36.99231719970703,-31.868459701538086,-108.0,-108.0,85.49894,80.65809,False,0.025653742
38,0.76,0.15062862634658813,-0.13757097721099854,1.227591,24.056753,0.8532986640930176,36.78447341918945,95.33673,173.32632,0.0,,0.0,0.0,0,pelvis,0.0,1.2028011083602905,1.2883509397506714,36.78447341918945,35.020809173583984,85.49894,80.65809,-172.619,-173.32632,False,0.0059832125
39,0.78,0.14203132688999176,-0.3326362371444702,2.7971163,11.984625,0.4852691888809204,36.97145080566406,108.0,96.087814,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.707592785358429,0.6377640962600708,-36.97145080566406,-31.615379333496094,-108.0,-108.0,88.26544,78.629196,False,-0.019144487
40,0.8,0.1283082813024521,-0.24501395225524902,1.054821,20.461937,0.868672251701355,36.77802276611328,96.087814,173.6127,0.0,,0.0,0.0,0,pelvis,0.0,1.1861604452133179,1.3037245273590088,36.77802276611328,34.7063102722168,88.26544,78.629196,-171.2684,-173.6127,False,-0.029181797
41,0.8200000000000001,0.13501600921154022,-0.334547758102417,1.653782,13.283911,0.583949863910675,36.71023941040039,108.0,95.772095,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.6739456653594971,0.6551560163497925,-36.71023941040039,-34.9629020690918,-108.0,-108.0,90.17358,87.2804,False,-0.020001855
42,0.84,0.13914957642555237,-0.27048492431640625,1.2749616,18.22594,0.8708853721618652,36.759544372558594,95.772095,171.48569,0.0,,0.0,0.0,0,pelvis,0.0,1.173343300819397,1.305937647819519,36.759544372558594,33.93828201293945,90.17358,87.2804,-170.18759,-171.48569,False,-0.025508717
43,0.86,0.15596960484981537,-0.40626394748687744,1.5404468,15.673454,0.49500906467437744,36.87568664550781,108.0,95.32897,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.6670501828193665,0.6601664423942566,-36.87568664550781,-31.828601837158203,-108.0,-108.0,91.22156,77.47668,False,-0.024960952
44,0.88,0.1587010622024536,-0.33168578147888184,1.7879595,19.903198,0.8858774900436401,36.78043746948242,95.32897,176.05621,0.0,,0.0,0.0,0,pelvis,0.0,1.1763367652893066,1.320929765701294,36.78043746948242,35.06200408935547,91.22156,77.47668,-170.48975,-176.05621,False,-0.02695201
45,0.9,0.1685805320739746,-0.440584659576416,1.4642123,14.55296,0.5499674081802368,36.95856857299805,108.0,96.322784,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.6739541292190552,0.6749348640441895,-36.95856857299805,-31.879873275756836,-108.0,-108.0,90.91788,76.44901,False,-0.02667108
46,0.92,0.16634468734264374,-0.3713465929031372,1.4937762,18.608648,0.8866245746612549,36.787498474121094,96.322784,175.5744,0.0,,0.0,0.0,0,pelvis,0.0,1.167076587677002,1.3216768503189087,36.787498474121094,34.8814811706543,90.91788,76.44901,-169.77011,-175.5744,False,-0.03485909
47,0.9400000000000001,0.1736583709716797,-0.4954080581665039,1.3968779,15.409911,0.5562940835952759,36.90872573852539,108.0,96.260124,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.6888495087623596,0.6868978142738342,-36.90872573852539,-32.06690979003906,-108.0,-108.0,89.57673,76.053085,False,-0.040149614
48,0.96,0.17666633427143097,-0.40384531021118164,1.8538553,18.449392,0.897743821144104,36.81070327758789,96.260124,173.46635,0.0,,0.0,0.0,0,pelvis,0.0,1.1817148923873901,1.3327960968017578,36.81070327758789,33.88228225708008,89.57673,76.053085,-171.0108,-173.46635,False,-0.0389795
49,0.98,0.18352624773979187,-0.5351402759552002,1.0264118,16.30347,0.5739911794662476,36.63791275024414,108.0,95.44764,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7057162523269653,0.6823402047157288,-36.63791275024414,-34.95420455932617,-108.0,-108.0,87.41495,85.079575,False,-0.04267019
50,1.0,0.18374870717525482,-0.442324161529541,1.8521367,18.219755,0.896098256111145,36.76958465576172,95.44764,177.10532,0.0,,0.0,0.0,0,pelvis,0.0,1.2090976238250732,1.3311505317687988,36.76958465576172,35.139156341552734,87.41495,85.079575,-173.07805,-177.10532,False,-0.045932166
51,1.02,0.18918244540691376,-0.5637377500534058,1.3755553,19.709427,0.5832880139350891,37.02100372314453,108.0,95.88154,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7317243218421936,0.6885354518890381,-37.02100372314453,-33.58439254760742,-108.0,-108.0,86.483574,80.47452,False,-0.05221416
52,1.04,0.1985112428665161,-0.4838991165161133,1.7494786,15.853693,0.902353048324585,36.81941604614258,95.88154,175.33214,0.0,,0.0,0.0,0,pelvis,0.0,1.186742901802063,1.3374053239822388,36.81941604614258,34.38129806518555,86.483574,80.47452,-171.43918,-175.33214,False,-0.049022943
53,1.06,0.2032727599143982,-0.6249294281005859,1.3696532,16.542742,0.5478691458702087,36.92416000366211,108.0,95.74685,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7116526365280151,0.696094810962677,-36.92416000366211,-32.076393127441406,-108.0,-108.0,87.798775,75.34578,False,-0.05656116
54,1.08,0.20432411134243011,-0.5269663333892822,1.6507114,17.675385,0.9029388427734375,36.755882263183594,95.74685,177.0707,0.0,,0.0,0.0,0,pelvis,0.0,1.1857343912124634,1.3379911184310913,36.755882263183594,34.945194244384766,87.798775,75.34578,-171.16788,-177.0707,False,-0.057125703
55,1.1,0.20038172602653503,-0.6780378818511963,1.3525525,15.804814,0.563937783241272,36.720489501953125,108.0,95.16272,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,3545.92626953125,torso_link,3545.9263,0.7117627263069153,0.6953805088996887,-36.720489501953125,-28.90894317626953,-108.0,-108.0,87.178955,65.90057,False,-0.072641835
56,1.12,0.20636843144893646,-0.5768702030181885,1.6201559,17.42829,0.8924044370651245,36.77492141723633,95.16272,174.12708,0.0,,0.0,0.0,0,pelvis,0.0,1.2022939920425415,1.3274567127227783,36.77492141723633,34.244903564453125,87.178955,65.90057,-172.54977,-174.12708,False,-0.064125985
57,1.1400000000000001,0.20344573259353638,-0.7000408172607422,1.3089784,15.261267,0.5613954663276672,36.805965423583984,108.0,95.127716,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7191882729530334,0.6869305968284607,-36.805965423583984,-34.154685974121094,-108.0,-108.0,86.84134,82.3138,False,-0.076749496
58,1.16,0.20645153522491455,-0.5762932300567627,1.4228734,18.23384,0.8928570747375488,36.7841682434082,95.127716,175.43007,0.0,,0.0,0.0,0,pelvis,0.0,1.1983975172042847,1.3279093503952026,36.7841682434082,34.66716766357422,86.84134,82.3138,-172.26581,-175.43007,False,-0.07461381
59,1.18,0.20625071227550507,-0.6977872848510742,1.6290244,28.039995,0.5468888878822327,37.12006759643555,108.0,95.12843,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",384.99692,384.99692,154.05538940429688,left_ankle_roll_link,384.99692,0.7228029370307922,0.6807020902633667,-36.79832077026367,-32.69624328613281,-108.0,-108.0,86.529236,78.436745,False,-0.08515084
60,1.2,0.22303830087184906,-0.6366488933563232,1.6352214,11.855591,0.909919023513794,36.74818420410156,95.12843,176.251,0.0,,0.0,0.0,0,pelvis,0.0,1.209710717201233,1.3449712991714478,36.74818420410156,34.4858283996582,86.529236,78.436745,-173.0629,-176.251,False,-0.06768099
61,1.22,0.21838389337062836,-0.7640280723571777,1.7076449,20.93974,0.5468331575393677,36.88658905029297,108.0,95.410034,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,1011.624267578125,torso_link,1011.62427,0.7179509997367859,0.7084833383560181,-36.88658905029297,-30.424943923950195,-108.0,-108.0,87.1822,69.400345,False,-0.07885918
62,1.24,0.23033083975315094,-0.7015182971954346,1.2824737,13.621479,0.9043270349502563,36.77375411987305,95.410034,176.0585,0.0,,0.0,0.0,0,pelvis,0.0,1.178574800491333,1.3393793106079102,36.77375411987305,34.57078170776367,87.1822,69.400345,-170.64873,-176.0585,False,-0.056162696
63,1.26,0.21776056289672852,-0.7837116718292236,1.6476349,20.073591,0.5408387184143066,37.006439208984375,108.0,96.35683,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,562.39306640625,torso_link,562.39307,0.6865633726119995,0.7100297808647156,-37.006439208984375,-33.321842193603516,-108.0,-108.0,90.05276,77.96733,False,-0.06579827
64,1.28,0.23855559527873993,-0.7082242965698242,1.7988143,15.8337965,0.9165170192718506,36.82261276245117,96.35683,175.15363,0.0,,0.0,0.0,0,pelvis,0.0,1.1856616735458374,1.3515692949295044,36.82261276245117,33.944087982177734,90.05276,77.96733,-171.36226,-175.15363,False,-0.029385988
65,1.3,0.22702670097351074,-0.7541037797927856,1.6640806,18.744207,0.5701546669006348,36.624000549316406,108.0,95.303154,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7048890590667725,0.7009777426719666,-36.624000549316406,-35.186065673828125,-108.0,-108.0,87.439384,84.284164,False,-0.034849294
66,1.32,0.24396967887878418,-0.7032601833343506,1.6384366,15.892341,0.9071871042251587,36.76033401489258,95.303154,178.1544,0.0,,0.0,0.0,0,pelvis,0.0,1.2118953466415405,1.3422393798828125,36.76033401489258,35.193145751953125,87.439384,84.284164,-173.27412,-178.1544,False,-0.0067095906
67,1.34,0.2239929735660553,-0.7281879186630249,2.246451,18.684061,0.6015461087226868,36.98331832885742,108.0,95.98941,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7330887317657471,0.7011197209358215,-36.98331832885742,-32.43727493286133,-108.0,-108.0,86.26136,76.02643,False,-0.020716876
68,1.36,0.22247254848480225,-0.6841284036636353,1.2077472,14.98784,0.9023871421813965,36.7708625793457,95.98941,177.10245,0.0,,0.0,0.0,0,pelvis,0.0,1.181337594985962,1.3374394178390503,36.7708625793457,34.970489501953125,86.26136,76.02643,-170.86108,-177.10245,False,0.0016350485
69,1.3800000000000001,0.1896454095840454,-0.6557326316833496,1.999547,19.803692,0.5501664876937866,36.80577087402344,108.0,96.14918,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,3136.30224609375,torso_link,3136.3022,0.7154979109764099,0.703703761100769,-36.80577087402344,-29.779033660888672,-108.0,-108.0,87.13599,67.84498,False,-0.015594382
70,1.4000000000000001,0.1961604207754135,-0.6058459281921387,1.8372906,13.943813,0.898006796836853,36.84076690673828,96.14918,172.82742,0.0,,0.0,0.0,0,pelvis,0.0,1.191220760345459,1.3330590724945068,36.84076690673828,33.66229248046875,87.13599,67.84498,-171.86145,-172.82742,False,0.0062591694
71,1.42,0.16678331792354584,-0.5009896755218506,2.1486754,18.297237,0.500493586063385,36.908203125,108.0,96.43185,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.7097445130348206,0.6918449997901917,-36.908203125,-31.92697525024414,-108.0,-108.0,87.90356,75.23751,False,0.015173303
72,1.44,0.16898265480995178,-0.5090082883834839,2.057357,15.166813,0.9014147520065308,36.78569412231445,96.43185,176.95868,0.0,,0.0,0.0,0,pelvis,0.0,1.2071329355239868,1.3364670276641846,36.78569412231445,34.9484977722168,87.90356,75.23751,-172.96921,-176.95868,False,-0.013937913
73,1.46,0.13354074954986572,-0.36887693405151367,2.232578,18.891228,0.5686349868774414,36.9500732421875,108.0,96.312355,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,332.4560546875,torso_link,332.45605,0.722542405128479,0.6892284750938416,-36.9500732421875,-34.603389739990234,-108.0,-108.0,87.00534,83.476074,False,-0.008285938
74,1.48,0.1328410506248474,-0.36478185653686523,2.526042,24.154055,0.7691535949707031,36.76015853881836,96.312355,171.81276,0.0,,0.0,0.0,0,pelvis,0.0,1.1936349868774414,1.1554951667785645,36.76015853881836,34.755836486816406,87.00534,83.476074,-171.81276,-161.90294,False,-0.017878206
75,1.5,0.10597603023052216,-0.2677563428878784,2.0497477,12.320504,0.4099012017250061,37.083335876464844,108.0,96.900536,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.6756758689880371,0.50728839635849,-37.083335876464844,-29.99175453186035,-108.0,-108.0,91.15445,84.19637,False,0.0043656277
76,1.52,0.12149137258529663,-0.29867517948150635,2.6671827,24.19246,0.7636741995811462,35.70130920410156,96.900536,163.40189,0.0,,0.0,0.0,1088.340087890625,left_knee_link,1088.3401,0.8101714253425598,1.1387766599655151,12.146018981933594,35.70130920410156,91.15445,84.19637,-67.29326,-163.40189,False,-0.0047772154
77,1.54,0.1232261061668396,-0.3624178171157837,1.0390954,14.75975,0.48690611124038696,37.022361755371094,108.0,125.019424,0.09090909090909091,"right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.2500770688056946,0.45392632484436035,-37.022361755371094,-31.807111740112305,-67.29326,-108.0,125.019424,93.91141,False,0.015439881
78,1.56,0.14291343092918396,-0.42277801036834717,1.8035828,18.887943,0.8454511165618896,37.00099182128906,108.0,164.02145,0.045454545454545456,left_knee_joint,0.0,0.0,0,pelvis,0.0,0.8885591626167297,1.1465452909469604,37.00099182128906,35.70066833496094,108.0,93.91141,-148.1292,-164.02145,False,-0.0029054508
79,1.58,0.12785553932189941,-0.41387224197387695,1.2370957,9.5230465,0.5020351409912109,37.11582946777344,108.0,119.01279,0.13636363636363635,"left_knee_joint,right_hip_yaw_joint,right_knee_joint",0.0,0.0,0,pelvis,0.0,0.328665167093277,0.49477240443229675,-37.11582946777344,-30.530338287353516,-108.0,-108.0,119.01279,86.81341,False,0.010130538
