step,done,reward,root_height,upper_body_diff_norm,lower_body_diff_norm,joint_pos_diff_norm,policy_action_mean_abs,policy_action_max_abs,final_action_mean_abs,final_action_max_abs,frozen_delta_masked_mean_abs,delta_over_policy_mean,action_clip_frac,scale_zero_final_equals_main
21,0,0.19206297397613525,0.7468434572219849,0.10303562879562378,0.09284753352403641,1.6142808198928833,1.9313241243362427,5.485102653503418,1.9313241243362427,5.485102653503418,0.0,0.0,0.0,True
22,0,0.1957341581583023,0.7472450137138367,0.10273154824972153,0.09325657784938812,1.5783532857894897,1.9019858837127686,5.582944869995117,1.9019858837127686,5.582944869995117,0.0,0.0,0.0,True
23,0,0.19450625777244568,0.7483910322189331,0.10226614028215408,0.09281980991363525,1.5608322620391846,1.9174985885620117,5.596177577972412,1.9174985885620117,5.596177577972412,0.0,0.0,0.0,True
24,0,0.1928381621837616,0.7477205991744995,0.10358454287052155,0.09426747262477875,1.5883368253707886,1.884595513343811,5.763021945953369,1.884595513343811,5.763021945953369,0.0,0.0,0.0,True
25,0,0.19331999123096466,0.7468447089195251,0.10495816916227341,0.095451220870018,1.5649117231369019,1.8797115087509155,5.643444538116455,1.8797115087509155,5.643444538116455,0.0,0.0,0.0,True
26,0,0.1957055628299713,0.7462703585624695,0.10591602325439453,0.0963597297668457,1.560782551765442,1.9248688220977783,5.753705978393555,1.9248688220977783,5.753705978393555,0.0,0.0,0.0,True
27,0,0.19729897379875183,0.7460581064224243,0.10580221563577652,0.09677080810070038,1.5567957162857056,1.8888071775436401,5.923183441162109,1.8888071775436401,5.923183441162109,0.0,0.0,0.0,True
28,0,0.20038557052612305,0.7457696199417114,0.10536424070596695,0.09733593463897705,1.5593010187149048,1.836268663406372,5.791484832763672,1.836268663406372,5.791484832763672,0.0,0.0,0.0,True
29,0,0.1968773752450943,0.7443457841873169,0.10632024705410004,0.09887412190437317,1.5654915571212769,1.8421212434768677,5.690885066986084,1.8421212434768677,5.690885066986084,0.0,0.0,0.0,True
30,0,0.19906051456928253,0.7416106462478638,0.10826536267995834,0.10107369720935822,1.5905780792236328,1.8523765802383423,5.7094268798828125,1.8523765802383423,5.7094268798828125,0.0,0.0,0.0,True
31,0,0.1953612118959427,0.7384951710700989,0.11109820753335953,0.10312504321336746,1.6147948503494263,1.8481632471084595,5.81712007522583,1.8481632471084595,5.81712007522583,0.0,0.0,0.0,True
32,0,0.1928190439939499,0.7368803024291992,0.11324054002761841,0.10384263843297958,1.6235889196395874,1.8410568237304688,5.729184150695801,1.8410568237304688,5.729184150695801,0.0,0.0,0.0,True
33,0,0.19007271528244019,0.7365899682044983,0.11397983878850937,0.10373212397098541,1.6190712451934814,1.837894082069397,5.449631214141846,1.837894082069397,5.449631214141846,0.0,0.0,0.0,True
34,0,0.19100743532180786,0.7365526556968689,0.11474015563726425,0.1037934422492981,1.6167482137680054,1.7668843269348145,5.488922119140625,1.7668843269348145,5.488922119140625,0.0,0.0,0.0,True
35,0,0.19647887349128723,0.7361166477203369,0.11681883037090302,0.10413720458745956,1.5899964570999146,1.841221570968628,5.739855766296387,1.841221570968628,5.739855766296387,0.0,0.0,0.0,True
36,0,0.19368623197078705,0.735952615737915,0.11826197057962418,0.1044096052646637,1.5706878900527954,1.8637076616287231,5.902332305908203,1.8637076616287231,5.902332305908203,0.0,0.0,0.0,True
37,0,0.19784539937973022,0.7345809936523438,0.11919063329696655,0.10577323287725449,1.574439525604248,1.814009666442871,6.1800007820129395,1.814009666442871,6.1800007820129395,0.0,0.0,0.0,True
38,0,0.19333909451961517,0.7335149049758911,0.11986250430345535,0.10703574866056442,1.5829676389694214,1.7612016201019287,6.0152668952941895,1.7612016201019287,6.0152668952941895,0.0,0.0,0.0,True
39,0,0.19110898673534393,0.7316339612007141,0.12110361456871033,0.10893041640520096,1.6113640069961548,1.8160954713821411,6.073466777801514,1.8160954713821411,6.073466777801514,0.0,0.0,0.0,True
40,0,0.20209132134914398,0.7303412556648254,0.12230879813432693,0.11017070710659027,1.6211892366409302,1.795271635055542,6.046084880828857,1.795271635055542,6.046084880828857,0.0,0.0,0.0,True
41,0,0.19130218029022217,0.7299233675003052,0.1224995106458664,0.11054268479347229,1.6177301406860352,1.7831692695617676,6.065523624420166,1.7831692695617676,6.065523624420166,0.0,0.0,0.0,True
42,0,0.19164802134037018,0.7291375398635864,0.1226368397474289,0.11087633669376373,1.6384363174438477,1.7585521936416626,6.053407192230225,1.7585521936416626,6.053407192230225,0.0,0.0,0.0,True
43,0,0.20086899399757385,0.728412389755249,0.12279075384140015,0.11096951365470886,1.6457996368408203,1.7676464319229126,6.147196292877197,1.7676464319229126,6.147196292877197,0.0,0.0,0.0,True
44,0,0.19901426136493683,0.7269295454025269,0.12303030490875244,0.11174099892377853,1.6541094779968262,1.745357871055603,6.166152477264404,1.745357871055603,6.166152477264404,0.0,0.0,0.0,True
45,0,0.201134592294693,0.723986804485321,0.12468764185905457,0.11307577788829803,1.6657958030700684,1.761603832244873,6.235519886016846,1.761603832244873,6.235519886016846,0.0,0.0,0.0,True
46,0,0.19909882545471191,0.7215622067451477,0.12591274082660675,0.11349812150001526,1.6804885864257812,1.8192999362945557,6.3575921058654785,1.8192999362945557,6.3575921058654785,0.0,0.0,0.0,True
47,0,0.18954868614673615,0.7191870212554932,0.12705688178539276,0.11335618793964386,1.7176878452301025,1.7862882614135742,6.302244663238525,1.7862882614135742,6.302244663238525,0.0,0.0,0.0,True
48,0,0.18844273686408997,0.7170461416244507,0.12669269740581512,0.11341813951730728,1.7149523496627808,1.776483416557312,5.947990894317627,1.776483416557312,5.947990894317627,0.0,0.0,0.0,True
49,0,0.19715170562267303,0.7147411108016968,0.12676335871219635,0.11352518945932388,1.7423663139343262,1.8158997297286987,5.757831573486328,1.8158997297286987,5.757831573486328,0.0,0.0,0.0,True
