step,done,reward,root_height,upper_body_diff_norm,lower_body_diff_norm,joint_pos_diff_norm,policy_action_mean_abs,policy_action_max_abs,final_action_mean_abs,final_action_max_abs,frozen_delta_masked_mean_abs,delta_over_policy_mean,action_clip_frac,scale_zero_final_equals_main
14,0,0.18848875164985657,0.7399214506149292,0.12465197592973709,0.09369999170303345,1.7941335439682007,1.9097583293914795,5.263050079345703,1.9097583293914795,5.263050079345703,0.0,0.0,0.0,True
15,0,0.18745627999305725,0.73729407787323,0.12182166427373886,0.09561505913734436,1.786611795425415,1.9431432485580444,5.187871932983398,1.9431432485580444,5.187871932983398,0.0,0.0,0.0,True
16,0,0.18840928375720978,0.7350439429283142,0.1203913539648056,0.0975017100572586,1.7756884098052979,2.032567024230957,5.168609619140625,2.032567024230957,5.168609619140625,0.0,0.0,0.0,True
17,0,0.19391384720802307,0.7344435453414917,0.11909531056880951,0.0983075425028801,1.7608728408813477,2.0467262268066406,5.468730926513672,2.0467262268066406,5.468730926513672,0.0,0.0,0.0,True
18,0,0.19092322885990143,0.7349401116371155,0.11699850112199783,0.09830006211996078,1.7653603553771973,2.0524868965148926,5.438508033752441,2.0524868965148926,5.438508033752441,0.0,0.0,0.0,True
19,0,0.1942194551229477,0.7349718809127808,0.1157626137137413,0.09849800169467926,1.7711786031723022,2.071812868118286,5.443394660949707,2.071812868118286,5.443394660949707,0.0,0.0,0.0,True
20,0,0.19582481682300568,0.7350931167602539,0.11421923339366913,0.09876301884651184,1.7851697206497192,1.9944664239883423,5.385600566864014,1.9944664239883423,5.385600566864014,0.0,0.0,0.0,True
21,0,0.1896597295999527,0.7353261709213257,0.11212505400180817,0.09884262830018997,1.7602558135986328,1.9405356645584106,5.3242692947387695,1.9405356645584106,5.3242692947387695,0.0,0.0,0.0,True
22,0,0.1934681385755539,0.7355974912643433,0.11097797751426697,0.09910624474287033,1.7270231246948242,1.8851646184921265,5.287467002868652,1.8851646184921265,5.287467002868652,0.0,0.0,0.0,True
23,0,0.19377976655960083,0.7369476556777954,0.11033489555120468,0.09896444529294968,1.6961405277252197,1.842329740524292,5.271711826324463,1.842329740524292,5.271711826324463,0.0,0.0,0.0,True
24,0,0.19399107992649078,0.7383186221122742,0.10968302190303802,0.09861395508050919,1.6443884372711182,1.820974588394165,5.237630367279053,1.820974588394165,5.237630367279053,0.0,0.0,0.0,True
25,0,0.19309014081954956,0.7389230132102966,0.10969862341880798,0.09862037748098373,1.6217949390411377,1.8157343864440918,5.2931227684021,1.8157343864440918,5.2931227684021,0.0,0.0,0.0,True
26,0,0.1921323835849762,0.7383341193199158,0.11023145914077759,0.09921041876077652,1.6372308731079102,1.8575795888900757,5.374563217163086,1.8575795888900757,5.374563217163086,0.0,0.0,0.0,True
27,0,0.19591745734214783,0.7381170988082886,0.11007935553789139,0.0993661880493164,1.6430118083953857,1.8413368463516235,5.581325531005859,1.8413368463516235,5.581325531005859,0.0,0.0,0.0,True
28,0,0.19636845588684082,0.7381144762039185,0.11013650894165039,0.09960953891277313,1.621051549911499,1.8931171894073486,5.626054286956787,1.8931171894073486,5.626054286956787,0.0,0.0,0.0,True
29,0,0.19928577542304993,0.7366617321968079,0.11148431152105331,0.10045010596513748,1.6413350105285645,1.8193309307098389,5.686074256896973,1.8193309307098389,5.686074256896973,0.0,0.0,0.0,True
30,0,0.21027609705924988,0.7354750037193298,0.11241152137517929,0.10111354291439056,1.6463353633880615,1.8269352912902832,5.507127285003662,1.8269352912902832,5.507127285003662,0.0,0.0,0.0,True
31,0,0.19269831478595734,0.7355584502220154,0.11210288107395172,0.10113056004047394,1.6255275011062622,1.7665961980819702,5.672475337982178,1.7665961980819702,5.672475337982178,0.0,0.0,0.0,True
32,0,0.21293394267559052,0.7352399826049805,0.1116943284869194,0.10134513676166534,1.620038390159607,1.7770384550094604,5.734256744384766,1.7770384550094604,5.734256744384766,0.0,0.0,0.0,True
33,0,0.19810563325881958,0.7354521155357361,0.11120075732469559,0.10115377604961395,1.6118736267089844,1.8055174350738525,5.9167938232421875,1.8055174350738525,5.9167938232421875,0.0,0.0,0.0,True
34,0,0.19448667764663696,0.7353689074516296,0.11081060767173767,0.1010894626379013,1.602871298789978,1.8546502590179443,5.950385093688965,1.8546502590179443,5.950385093688965,0.0,0.0,0.0,True
35,0,0.20340889692306519,0.734645426273346,0.11127793788909912,0.10150910168886185,1.6011453866958618,1.8547108173370361,5.922224998474121,1.8547108173370361,5.922224998474121,0.0,0.0,0.0,True
36,0,0.20104767382144928,0.7331749796867371,0.11262432485818863,0.10255429148674011,1.6006650924682617,1.8379799127578735,6.027975559234619,1.8379799127578735,6.027975559234619,0.0,0.0,0.0,True
37,0,0.19226467609405518,0.7320390939712524,0.11380451917648315,0.10347649455070496,1.6039527654647827,1.8171154260635376,5.933959484100342,1.8171154260635376,5.933959484100342,0.0,0.0,0.0,True
38,0,0.1914357841014862,0.7305914163589478,0.115074023604393,0.1045595109462738,1.613326072692871,1.8658061027526855,5.7629876136779785,1.8658061027526855,5.7629876136779785,0.0,0.0,0.0,True
39,0,0.1905866116285324,0.728679358959198,0.11659986525774002,0.1055460050702095,1.6356006860733032,1.7996819019317627,5.788132190704346,1.7996819019317627,5.788132190704346,0.0,0.0,0.0,True
40,0,0.19238752126693726,0.7277081608772278,0.11747927218675613,0.10635118186473846,1.641451120376587,1.771033525466919,5.884129047393799,1.771033525466919,5.884129047393799,0.0,0.0,0.0,True
41,0,0.19917212426662445,0.727009654045105,0.11793708056211472,0.10694251954555511,1.6273311376571655,1.757583498954773,5.756406307220459,1.757583498954773,5.756406307220459,0.0,0.0,0.0,True
42,0,0.19387230277061462,0.7255594730377197,0.1188993826508522,0.1077398955821991,1.6325671672821045,1.751272439956665,6.035074710845947,1.751272439956665,6.035074710845947,0.0,0.0,0.0,True
43,0,0.19554996490478516,0.7237764596939087,0.11970435827970505,0.10843049734830856,1.6410644054412842,1.7585943937301636,6.022341728210449,1.7585943937301636,6.022341728210449,0.0,0.0,0.0,True
44,0,0.1907021552324295,0.7209813594818115,0.12149207293987274,0.10946337878704071,1.6813942193984985,1.8136731386184692,5.729111194610596,1.8136731386184692,5.729111194610596,0.0,0.0,0.0,True
45,0,0.191581591963768,0.7180620431900024,0.1238824725151062,0.11020118743181229,1.7134575843811035,1.829411506652832,5.675386905670166,1.829411506652832,5.675386905670166,0.0,0.0,0.0,True
46,0,0.1864442080259323,0.7158806324005127,0.12529084086418152,0.11045506596565247,1.7356668710708618,1.6615214347839355,5.753365516662598,1.6615214347839355,5.753365516662598,0.0,0.0,0.0,True
47,0,0.18826639652252197,0.7146229147911072,0.12578649818897247,0.10994890332221985,1.7411001920700073,1.6901795864105225,5.889620780944824,1.6901795864105225,5.889620780944824,0.0,0.0,0.0,True
48,0,0.18861684203147888,0.7143864631652832,0.12504029273986816,0.10857050120830536,1.7234251499176025,1.6746822595596313,5.674266338348389,1.6746822595596313,5.674266338348389,0.0,0.0,0.0,True
49,0,0.2043812870979309,0.7137308120727539,0.12491647154092789,0.10782971978187561,1.7074687480926514,1.6601181030273438,5.509311199188232,1.6601181030273438,5.509311199188232,0.0,0.0,0.0,True
