step,done,reward,motion_time,ref_dof_delta_l2,current_dof_delta_l2,trainable_policy_action_mean_abs,trainable_policy_action_max_abs,lower_body_action_mean_abs,lower_body_action_max_abs,ankle_action_mean_abs,ankle_action_max_abs,frozen_delta_action_mean_abs,frozen_delta_action_max_abs,final_action_mean_abs,final_action_max_abs,action_clip_frac,root_height,episode_length,upper_body_diff_norm,lower_body_diff_norm,joint_pos_diff_norm
19,0,0.11038979142904282,0.41999998688697815,0.004546689800918102,0.4276014268398285,2.1155800819396973,7.005861759185791,2.099705934524536,6.468362808227539,4.288626670837402,6.468362808227539,0.5210474729537964,2.7868261337280273,2.1844635009765625,6.468362808227539,0.0,0.7340753078460693,21,0.2389017790555954,0.1377345323562622,2.0803308486938477
20,0,0.12288261204957962,0.4399999976158142,0.004740994889289141,0.4134557843208313,2.1159133911132812,6.794403553009033,2.157252788543701,6.798186779022217,4.294259071350098,6.798186779022217,0.49202996492385864,2.4651079177856445,2.1894748210906982,6.798186779022217,0.0,0.7301746606826782,22,0.2360478788614273,0.13230541348457336,1.9942814111709595
21,0,0.1310272067785263,0.4599999785423279,0.005142848938703537,0.33306628465652466,2.1621298789978027,7.1357879638671875,2.2136523723602295,7.244131565093994,4.392001628875732,7.244131565093994,0.5475348234176636,2.654531240463257,2.2251551151275635,7.244131565093994,0.0,0.727300763130188,23,0.23292425274848938,0.12698888778686523,1.8994033336639404
22,0,0.13105086982250214,0.47999998927116394,0.005603611469268799,0.3316713571548462,2.2087202072143555,7.670612335205078,2.2925431728363037,7.773549556732178,4.680601119995117,7.773549556732178,0.5818305015563965,2.4871420860290527,2.2523512840270996,7.773549556732178,0.0,0.7249101400375366,24,0.22811301052570343,0.12464960664510727,1.841766119003296
23,0,0.1275893747806549,0.5,0.005841048900038004,0.3792206048965454,2.214611530303955,8.238959312438965,2.3672187328338623,8.336381912231445,5.0674920082092285,8.336381912231445,0.5961305499076843,2.698608875274658,2.2688562870025635,8.336381912231445,0.0,0.7234408855438232,25,0.22470927238464355,0.124968521296978,1.8592414855957031
24,0,0.13153529167175293,0.5199999809265137,0.006627855356782675,0.2916910648345947,2.2770423889160156,8.8500394821167,2.494743585586548,8.918844223022461,5.469254970550537,8.918844223022461,0.6131753325462341,2.5172600746154785,2.348235845565796,8.918844223022461,0.0,0.7226347923278809,26,0.2247074991464615,0.12634162604808807,1.925992488861084
25,0,0.14970289170742035,0.5399999618530273,0.006926202215254307,0.14185798168182373,2.353126049041748,9.398919105529785,2.630502462387085,9.478900909423828,5.801581382751465,9.478900909423828,0.5969449877738953,2.668647527694702,2.4278857707977295,9.478900909423828,0.0,0.7212066650390625,27,0.2271260917186737,0.12809111177921295,1.9644488096237183
26,0,0.12872448563575745,0.5600000023841858,0.007541086990386248,0.19586561620235443,2.395738124847412,9.764397621154785,2.7078754901885986,9.885272026062012,5.871847629547119,9.885272026062012,0.5773409008979797,2.705113172531128,2.473247528076172,9.885272026062012,0.0,0.7190217971801758,28,0.23062357306480408,0.13023924827575684,1.9720953702926636
27,0,0.12397769093513489,0.5799999833106995,0.008233103901147842,0.2640089690685272,2.4850027561187744,9.666821479797363,2.7656474113464355,9.827216148376465,5.754127025604248,9.827216148376465,0.565287172794342,2.7502193450927734,2.5127413272857666,9.827216148376465,0.0,0.7157773375511169,29,0.23430092632770538,0.13282832503318787,1.992524266242981
28,0,0.12986508011817932,0.5999999642372131,0.00858959648758173,0.233865424990654,2.565307855606079,9.136072158813477,2.8093206882476807,9.28745174407959,5.779760837554932,9.28745174407959,0.5659087300300598,2.8273942470550537,2.5559067726135254,9.28745174407959,0.0,0.7117865681648254,30,0.23776006698608398,0.13457801938056946,2.033224582672119
29,0,0.12579336762428284,0.6200000047683716,0.009792621247470379,0.27925997972488403,2.556884288787842,8.805079460144043,2.8158981800079346,8.456696510314941,5.763605117797852,8.456696510314941,0.5771920084953308,2.9672372341156006,2.5591881275177,8.456696510314941,0.0,0.7074558138847351,31,0.24084922671318054,0.1363508105278015,2.105555534362793
30,0,0.13369736075401306,0.6399999856948853,0.010250631719827652,0.1896842122077942,2.534978151321411,8.658419609069824,2.8353846073150635,8.031128883361816,5.807807922363281,8.031128883361816,0.5989627242088318,3.0486295223236084,2.575778007507324,8.031128883361816,0.0,0.7040947675704956,32,0.24428939819335938,0.13791276514530182,2.1680312156677246
31,0,0.13261638581752777,0.6599999666213989,0.011196684092283249,0.20818930864334106,2.4424808025360107,8.091256141662598,2.7229995727539062,8.225064277648926,5.614706039428711,8.225064277648926,0.6260200142860413,2.9956893920898438,2.4766767024993896,8.225064277648926,0.0,0.7029796242713928,33,0.2474014163017273,0.1393694281578064,2.1659300327301025
32,1,-1.8633651733398438,0.0,0.1525978446006775,2.0596606731414795,2.41801381111145,8.134452819824219,2.5890910625457764,8.254605293273926,5.332147598266602,8.254605293273926,0.6169870495796204,2.627485513687134,2.34342360496521,8.254605293273926,0.0,0.7368057370185852,0,0.2488044649362564,0.13990744948387146,2.139791965484619
33,0,-0.02657737024128437,0.019999999552965164,0.004873751197010279,0.9501741528511047,0.9907236695289612,2.4797394275665283,1.2545726299285889,3.41923189163208,1.2097177505493164,2.0832502841949463,0.6111847758293152,2.4509055614471436,1.1522029638290405,3.41923189163208,0.0,0.7527087330818176,1,0.12568476796150208,0.14941412210464478,1.0824379920959473
34,0,0.10007964074611664,0.03999999910593033,0.005285243038088083,0.6655917167663574,1.2664128541946411,3.3820812702178955,1.2850703001022339,3.4240851402282715,1.221131682395935,1.7062740325927734,0.49067559838294983,2.0810556411743164,1.2305941581726074,3.4240851402282715,0.0,0.7724393606185913,2,0.11800867319107056,0.14496611058712006,1.5996508598327637
35,0,0.1306307017803192,0.05999999865889549,0.0066221849992871284,0.4479110538959503,1.401965618133545,4.241811275482178,1.4460175037384033,3.4826459884643555,1.8271806240081787,2.4520092010498047,0.4514678418636322,1.7898021936416626,1.4488229751586914,3.4826459884643555,0.0,0.7898629903793335,3,0.11911074072122574,0.14602135121822357,1.7819795608520508
36,0,0.11388790607452393,0.07999999821186066,0.006957742851227522,0.34197819232940674,1.571265697479248,4.798053741455078,1.5517868995666504,2.9837543964385986,2.0872514247894287,2.9837543964385986,0.4884757697582245,2.259258270263672,1.5725717544555664,3.023545742034912,0.0,0.8003088235855103,4,0.12086307257413864,0.1483411192893982,1.8049633502960205
37,0,0.11208027601242065,0.09999999403953552,0.007348726503551006,0.26713454723358154,1.6281347274780273,5.215941905975342,1.614673376083374,3.827223300933838,2.7851102352142334,3.827223300933838,0.48153647780418396,1.7753748893737793,1.703726887702942,3.827223300933838,0.0,0.8054115176200867,5,0.12091004848480225,0.15055084228515625,1.7816414833068848
38,0,0.10014580935239792,0.11999999731779099,0.006391795817762613,0.25396227836608887,1.5744060277938843,4.914508819580078,1.4816715717315674,4.900906562805176,3.1811633110046387,4.900906562805176,0.5387989282608032,1.9194716215133667,1.6211919784545898,4.900906562805176,0.0,0.8057385683059692,6,0.11822449415922165,0.1526331901550293,1.7274062633514404
39,0,0.11622680723667145,0.14000000059604645,0.005994224455207586,0.3184936046600342,1.614076852798462,5.31244421005249,1.4699413776397705,5.744321823120117,3.4231228828430176,5.744321823120117,0.5944710373878479,1.8941160440444946,1.6421419382095337,5.744321823120117,0.0,0.8047654032707214,7,0.11410491168498993,0.15466704964637756,1.6322444677352905
40,0,0.10330989211797714,0.1599999964237213,0.005330769345164299,0.35163819789886475,1.742119312286377,6.2649455070495605,1.552526593208313,6.914384841918945,3.8409533500671387,6.914384841918945,0.6515003442764282,2.2531816959381104,1.7704354524612427,6.914384841918945,0.0,0.8045204877853394,8,0.10752686858177185,0.15451639890670776,1.5486222505569458
41,0,0.10405552387237549,0.17999999225139618,0.004695969633758068,0.3653947710990906,1.8387895822525024,7.163511753082275,1.750809907913208,7.882232189178467,4.064974784851074,7.882232189178467,0.667503297328949,2.5890583992004395,1.9631136655807495,7.882232189178467,0.0,0.8019363284111023,9,0.10077528655529022,0.15346947312355042,1.545483112335205
42,0,0.10244915634393692,0.19999998807907104,0.004412430338561535,0.3171231746673584,1.9295967817306519,7.694624423980713,1.916029691696167,8.4180908203125,4.375733375549316,8.4180908203125,0.6602315306663513,2.7142446041107178,2.1155388355255127,8.4180908203125,0.0,0.7989731431007385,10,0.09801618754863739,0.15088549256324768,1.6215628385543823
43,0,0.08898115158081055,0.2199999988079071,0.0037674305494874716,0.2876678705215454,2.0651662349700928,7.95419454574585,2.035776376724243,8.622453689575195,4.613002777099609,8.622453689575195,0.6627126932144165,2.7335965633392334,2.233450174331665,8.622453689575195,0.0,0.7956880927085876,11,0.10470451414585114,0.14846840500831604,1.7499468326568604
44,0,0.0651911199092865,0.23999999463558197,0.0036326474510133266,0.24454636871814728,2.203226089477539,7.920394420623779,2.0780813694000244,8.269203186035156,4.716390132904053,8.269203186035156,0.7212839722633362,2.5508623123168945,2.263397216796875,8.269203186035156,0.0,0.7915032505989075,12,0.11587148904800415,0.14600913226604462,1.8750239610671997
45,0,0.03502407670021057,0.25999999046325684,0.003423532238230109,0.36455103754997253,2.3026316165924072,10.980121612548828,2.2096290588378906,8.3033447265625,5.031802177429199,8.3033447265625,0.7666088342666626,2.676776885986328,2.302588701248169,8.3033447265625,0.0,0.7879918217658997,13,0.12678465247154236,0.1417005956172943,1.953598141670227
46,0,0.054002322256565094,0.2800000011920929,0.003343722317367792,0.3828119933605194,2.3954813480377197,12.806900024414062,2.40746808052063,9.627864837646484,5.1138811111450195,9.627864837646484,0.8114818930625916,3.17903470993042,2.391871452331543,9.627864837646484,0.0,0.7861764430999756,14,0.13589659333229065,0.1348108947277069,1.9768626689910889
47,0,0.07340781390666962,0.29999998211860657,0.003323792479932308,0.3392321765422821,2.4263932704925537,13.125913619995117,2.4487624168395996,9.76120662689209,4.926225662231445,9.76120662689209,0.8633486032485962,3.3647069931030273,2.4224164485931396,9.76120662689209,0.0,0.7844350337982178,15,0.14289455115795135,0.12719956040382385,1.920406699180603
48,0,0.07199273258447647,0.3199999928474426,0.0034143475349992514,0.3689076602458954,2.2857744693756104,11.482612609863281,2.2553138732910156,8.277606964111328,4.767214775085449,8.277606964111328,0.8332710266113281,3.2050058841705322,2.3079421520233154,8.277606964111328,0.0,0.783225417137146,16,0.14894412457942963,0.1199469342827797,1.8036304712295532
49,0,0.0627146065235138,0.3400000035762787,0.0034899346064776182,0.43468019366264343,2.173137903213501,9.432670593261719,2.1231577396392822,6.819182395935059,4.632139682769775,6.819182395935059,0.7850998640060425,2.8647208213806152,2.2106401920318604,6.819182395935059,0.0,0.7826945781707764,17,0.15475571155548096,0.1138630285859108,1.7032110691070557
