step,done,reward,root_height,upper_body_diff_norm,lower_body_diff_norm,joint_pos_diff_norm,policy_action_mean_abs,policy_action_max_abs,final_action_mean_abs,final_action_max_abs,frozen_delta_masked_mean_abs,delta_over_policy_mean,action_clip_frac,scale_zero_final_equals_main
14,0,0.100483238697052,0.737335205078125,0.11775530874729156,0.09620153903961182,1.7812618017196655,2.0234317779541016,5.671044826507568,2.0234317779541016,5.671044826507568,0.2726917862892151,0.0,0.0,True
15,0,0.1020064651966095,0.7373582720756531,0.11458639800548553,0.0962720587849617,1.7758688926696777,2.020660400390625,5.770820617675781,2.020660400390625,5.770820617675781,0.2680526673793793,0.0,0.0,True
16,0,0.1038958802819252,0.7380768656730652,0.11138255149126053,0.09615658223628998,1.7623116970062256,2.015026330947876,5.817686080932617,2.015026330947876,5.817686080932617,0.2613864243030548,0.0,0.0,True
17,0,0.105186827480793,0.7392244338989258,0.10833195596933365,0.09597498178482056,1.7395488023757935,1.9966548681259155,5.8034749031066895,1.9966548681259155,5.8034749031066895,0.25787386298179626,0.0,0.0,True
18,0,0.10552795231342316,0.740578830242157,0.10557842254638672,0.09570826590061188,1.7095894813537598,1.9692933559417725,5.752830982208252,1.9692933559417725,5.752830982208252,0.25083544850349426,0.0,0.0,True
19,0,0.1062263622879982,0.7420046329498291,0.10335075110197067,0.0953732430934906,1.6773515939712524,1.941685438156128,5.698095321655273,1.941685438156128,5.698095321655273,0.2388438731431961,0.0,0.0,True
20,0,0.10773791372776031,0.743351936340332,0.101820208132267,0.0950259119272232,1.6471563577651978,1.926039457321167,5.651224613189697,1.926039457321167,5.651224613189697,0.2254863828420639,0.0,0.0,True
21,0,0.10894565284252167,0.7444344758987427,0.1010810062289238,0.09481586515903473,1.6226171255111694,1.9123122692108154,5.612191677093506,1.9123122692108154,5.612191677093506,0.22411426901817322,0.0,0.0,True
22,0,0.10968916118144989,0.7450892329216003,0.10108716040849686,0.09483984112739563,1.6058518886566162,1.8981389999389648,5.571500301361084,1.8981389999389648,5.571500301361084,0.22186119854450226,0.0,0.0,True
23,0,0.11004681140184402,0.7452781200408936,0.10165709257125854,0.09509704262018204,1.5963385105133057,1.8837487697601318,5.589928150177002,1.8837487697601318,5.589928150177002,0.22119854390621185,0.0,0.0,True
24,0,0.11004741489887238,0.7450585961341858,0.1026558056473732,0.09557420015335083,1.5917484760284424,1.8726197481155396,5.646111965179443,1.8726197481155396,5.646111965179443,0.22346575558185577,0.0,0.0,True
25,0,0.10964436829090118,0.7445124983787537,0.10392216593027115,0.09621874988079071,1.5903278589248657,1.8613426685333252,5.689241409301758,1.8613426685333252,5.689241409301758,0.2208891063928604,0.0,0.0,True
26,0,0.10906563699245453,0.7437034249305725,0.1053214743733406,0.09698908030986786,1.5915254354476929,1.8527072668075562,5.717578887939453,1.8527072668075562,5.717578887939453,0.2233189344406128,0.0,0.0,True
27,0,0.10833114385604858,0.7427031993865967,0.10677268356084824,0.09787551313638687,1.594908595085144,1.8440357446670532,5.735732555389404,1.8440357446670532,5.735732555389404,0.22471000254154205,0.0,0.0,True
28,0,0.10840405523777008,0.7415837049484253,0.10812711715698242,0.09877902269363403,1.5994219779968262,1.8342573642730713,5.746829032897949,1.8342573642730713,5.746829032897949,0.22207258641719818,0.0,0.0,True
29,0,0.10836202651262283,0.740412175655365,0.10939781367778778,0.09970115125179291,1.605117678642273,1.8239636421203613,5.756176471710205,1.8239636421203613,5.756176471710205,0.21648137271404266,0.0,0.0,True
30,0,0.1084662601351738,0.7392481565475464,0.11051441729068756,0.10057313740253448,1.6109389066696167,1.812563180923462,5.769540786743164,1.812563180923462,5.769540786743164,0.2095952033996582,0.0,0.0,True
31,0,0.1086510717868805,0.7381376028060913,0.11146761476993561,0.10135913640260696,1.6163320541381836,1.8006985187530518,5.787949085235596,1.8006985187530518,5.787949085235596,0.2014862298965454,0.0,0.0,True
32,0,0.10881955921649933,0.7370942831039429,0.11229678243398666,0.10207972675561905,1.6211293935775757,1.789150357246399,5.809891700744629,1.789150357246399,5.809891700744629,0.18948978185653687,0.0,0.0,True
33,0,0.10894667357206345,0.7361100316047668,0.11299790441989899,0.10268981754779816,1.6253180503845215,1.7781097888946533,5.8386664390563965,1.7781097888946533,5.8386664390563965,0.18249523639678955,0.0,0.0,True
34,0,0.10895255208015442,0.7351664304733276,0.11364666372537613,0.10326236486434937,1.6287692785263062,1.7685354948043823,5.872499465942383,1.7685354948043823,5.872499465942383,0.16973496973514557,0.0,0.0,True
35,0,0.10899141430854797,0.7342433333396912,0.11425387114286423,0.10378816723823547,1.6319730281829834,1.7639957666397095,5.910392761230469,1.7639957666397095,5.910392761230469,0.1609528362751007,0.0,0.0,True
36,0,0.10895765572786331,0.7333163619041443,0.11486562341451645,0.10432961583137512,1.6348776817321777,1.7595092058181763,5.950990200042725,1.7595092058181763,5.950990200042725,0.15664905309677124,0.0,0.0,True
37,0,0.10888167470693588,0.7323623299598694,0.11549447476863861,0.10488932579755783,1.6380336284637451,1.754906415939331,5.992959022521973,1.754906415939331,5.992959022521973,0.15104512870311737,0.0,0.0,True
38,0,0.10838154703378677,0.7313613295555115,0.11622262001037598,0.10554955899715424,1.6416552066802979,1.750044822692871,6.033241271972656,1.750044822692871,6.033241271972656,0.14918015897274017,0.0,0.0,True
39,0,0.10864266008138657,0.7302985191345215,0.11697963625192642,0.10627806931734085,1.6449605226516724,1.7443487644195557,6.069356918334961,1.7443487644195557,6.069356918334961,0.14991894364356995,0.0,0.0,True
40,0,0.10850905627012253,0.7291355729103088,0.11781094968318939,0.10713296383619308,1.6498708724975586,1.7388275861740112,6.095907688140869,1.7388275861740112,6.095907688140869,0.15150323510169983,0.0,0.0,True
41,0,0.10831193625926971,0.7278430461883545,0.11861985921859741,0.10800749808549881,1.6557713747024536,1.7319586277008057,6.113709926605225,1.7319586277008057,6.113709926605225,0.1525571197271347,0.0,0.0,True
42,0,0.10816340148448944,0.7263935208320618,0.11941957473754883,0.1089501604437828,1.6634666919708252,1.7238363027572632,6.122661590576172,1.7238363027572632,6.122661590576172,0.15305592119693756,0.0,0.0,True
43,0,0.10782571882009506,0.7247614860534668,0.12017948180437088,0.10977765917778015,1.671646237373352,1.7158864736557007,6.115536212921143,1.7158864736557007,6.115536212921143,0.15934088826179504,0.0,0.0,True
44,0,0.1073901355266571,0.7229354381561279,0.12091702222824097,0.11057807505130768,1.6816837787628174,1.707253336906433,6.097346305847168,1.707253336906433,6.097346305847168,0.15956829488277435,0.0,0.0,True
45,0,0.10692214965820312,0.7209155559539795,0.1215844377875328,0.11120091378688812,1.6927721500396729,1.698108196258545,6.0657196044921875,1.698108196258545,6.0657196044921875,0.16038842499256134,0.0,0.0,True
46,0,0.10648340731859207,0.7187227606773376,0.12218861281871796,0.11155490577220917,1.7045669555664062,1.688881754875183,6.020452976226807,1.688881754875183,6.020452976226807,0.16071243584156036,0.0,0.0,True
47,0,0.10616469383239746,0.7163797616958618,0.12275511026382446,0.11180617660284042,1.717822790145874,1.6796395778656006,5.9615044593811035,1.6796395778656006,5.9615044593811035,0.15786096453666687,0.0,0.0,True
48,0,0.10587551444768906,0.7139151692390442,0.12310026586055756,0.1116233691573143,1.7298792600631714,1.6692793369293213,5.890448570251465,1.6692793369293213,5.890448570251465,0.15232761204242706,0.0,0.0,True
49,0,0.10561376810073853,0.7113696336746216,0.12361278384923935,0.11172112822532654,1.7426092624664307,1.6586707830429077,5.807921409606934,1.6586707830429077,5.807921409606934,0.14291375875473022,0.0,0.0,True
