frame,time_s,left_foot_x,left_foot_y,left_foot_z,left_foot_xy_drift_from_0p5,left_foot_z_delta_from_0p5,left_foot_speed,left_foot_speed_xy,left_foot_speed_z,left_foot_roll,left_foot_pitch,left_foot_yaw,left_foot_rot_drift_deg,left_foot_contact_patch_min_z,right_foot_z,right_foot_contact_patch_min_z,root_vx,root_vy,root_vz,root_speed,root_roll,root_pitch,root_yaw,root_height,root_rel_left_foot_x_world,root_rel_left_foot_y_world,root_rel_left_foot_x_local,root_rel_left_foot_y_local,com_x,com_y,com_z,com_rel_left_foot_x_world,com_rel_left_foot_y_world,com_rel_left_foot_x_local,com_rel_left_foot_y_local
25,0.5,-0.09169360995292664,0.07605215907096863,0.037148140370845795,0.0,0.0,0.2394147366285324,0.15264973044395447,0.18443827331066132,0.04857498335953226,-0.17948051100856177,0.7858126358424836,9.93923337957349e-17,-0.002455459380403306,0.21886958181858063,0.17697573061218982,0.21498624980449677,0.08722025901079178,0.16623683273792267,0.2854139804840088,-0.20566437608401908,-0.06786830312927661,0.7258356964216827,0.8060972094535828,0.06559527665376663,-0.020428601652383804,0.03191244787666049,-0.06084129975004962,0.020916714494989247,0.103353389433283,0.7428008328265991,0.11261032444791588,0.02730123036231437,0.0989073986040659,-0.060363638499824235
26,0.52,-0.08899735659360886,0.07283305376768112,0.038410577923059464,0.004199097864329815,0.0012624375522136688,0.17686666548252106,0.13771791756153107,0.11097564548254013,0.04054638362047766,-0.16609828389950043,0.7845360850557117,0.9035586929674708,-0.0004184406213538286,0.22001370787620544,0.17577731594022528,0.1755177080631256,0.0738307386636734,0.10576510429382324,0.21781574189662933,-0.19804874470151734,-0.06681892096178266,0.7220238933527859,0.806542694568634,0.06842899322509766,-0.015256967395544052,0.03764929946454741,-0.05914247558005993,0.024555492052673544,0.10744534664344307,0.7398325018343177,0.1135528486462824,0.03461229287576195,0.10481665806660571,-0.0557290628447249
27,0.54,-0.08819041401147842,0.07165178656578064,0.03863479942083359,0.00562455877661705,0.001486659049987793,0.11529418081045151,0.10393078625202179,0.04991131275892258,0.030817310341701702,-0.15509819345292852,0.7834082550332796,1.7471139654360666,0.0005240618714748083,0.23274372518062592,0.18552863685172588,0.12164092063903809,0.055564407259225845,0.06037071719765663,0.1467260718345642,-0.2057036021512288,-0.06938934202601055,0.7200098529624007,0.8070737719535828,0.06856216490268707,-0.01146213710308075,0.04048833726065332,-0.05650527045312382,0.026090626384886774,0.10950131227989289,0.7398598664908812,0.11428104039636519,0.03784952571411225,0.10767988695189323,-0.053831075940263276
28,0.56,-0.08795289695262909,0.07107813656330109,0.03768455237150192,0.006223651114851236,0.0005364120006561279,0.0686180368065834,0.06779156625270844,0.010617860592901707,0.02891833030381237,-0.14958496599147386,0.7796571152474854,2.1111168252309143,-0.0001342076227275335,0.24295802414417267,0.19425730518661716,0.07206341624259949,0.03856952488422394,0.03280322626233101,0.08807267248630524,-0.21893072920387846,-0.06926410071008382,0.7130201720414276,0.8074585795402527,0.07013598084449768,-0.011853910982608795,0.0415438065939384,-0.057738056325865345,0.028417638923897103,0.10742972392675125,0.740072839081398,0.1163705358765262,0.036351587363450164,0.10831390717960312,-0.055961031401509556
29,0.58,-0.08774334192276001,0.07064386457204819,0.036982908844947815,0.006697332952171564,-0.00016523152589797974,0.04163142666220665,0.04081950709223747,-0.008181906305253506,0.030636038534845766,-0.14734496967412358,0.7774586257206648,2.199005662335322,-0.0007761999586858651,0.2515307664871216,0.20202568758845127,0.03852284699678421,0.025940168648958206,0.01829792931675911,0.04991709440946579,-0.2307142232876084,-0.07160584820582772,0.7089419120600023,0.8077704906463623,0.06996148824691772,-0.011629130691289902,0.041703958719613465,-0.05736398125541395,0.029304636917688445,0.1061251461938384,0.7407858013133757,0.11704797884044846,0.035481281621790206,0.10830899390863148,-0.056818241214058055
30,0.6,-0.08765626698732376,0.07051804661750793,0.03649000823497772,0.006850294768810272,-0.0006581321358680725,0.028568699955940247,0.02530568279325962,-0.013258696533739567,0.031658605661117535,-0.149789564181525,0.7758694377568419,2.08299049861123,-0.001403177241456846,0.2555038332939148,0.20587946904186566,0.02341245487332344,0.01713830791413784,0.01100224256515503,0.03103085421025753,-0.23916471441678808,-0.07215139828645678,0.7075878773971659,0.807988166809082,0.0680605098605156,-0.009510274976491928,0.04192203917508287,-0.054453842509088794,0.02817122897587123,0.10693649819235537,0.7412721141289188,0.115827495963195,0.03641845157484744,0.10818429090187262,-0.055122333389221276
31,0.62,-0.0874701663851738,0.07024454325437546,0.036533161997795105,0.007180938497185707,-0.0006149783730506897,0.021352065727114677,0.017988543957471848,-0.011503172107040882,0.032702619625754305,-0.1484961963496576,0.7760857385289974,2.110596313628688,-0.001326790742103491,0.25310245156288147,0.20354379580314555,0.022830327972769737,0.010744026862084866,0.0071075959131121635,0.02621404081583023,-0.2374256935213151,-0.06996354462389465,0.7058711452879114,0.8080160021781921,0.06990117579698563,-0.009425371885299683,0.043283344983136796,-0.05569168753097766,0.029858730055974638,0.10605114258271779,0.7412341221696668,0.11732889644114844,0.035806599328342334,0.10881525899258457,-0.05663410550132242
32,0.64,-0.08726035803556442,0.0700039491057396,0.0361570343375206,0.007498971186578274,-0.0009911060333251953,0.016511786729097366,0.014850752428174019,-0.007217635866254568,0.03428240286795556,-0.15112614346941267,0.77607440080982,1.9420372211768226,-0.0018583061843912493,0.25238654017448425,0.2031930265246934,0.030619589611887932,0.006543449126183987,0.0047795274294912815,0.031673647463321686,-0.24024660009529733,-0.07026672261827382,0.7047327635543676,0.8081350922584534,0.06897469609975815,-0.009745310992002487,0.042398664716441804,-0.05527054386060978,0.029026937970730443,0.10501932063546134,0.7412787569477277,0.11628729600629487,0.03501537152972174,0.10751830148987421,-0.05646792275754975
33,0.66,-0.08706853538751602,0.06977663189172745,0.035947754979133606,0.0077957394532859325,-0.0012003853917121887,0.013497804291546345,0.013315742835402489,-0.0022094573359936476,0.03461794869804746,-0.15211706080870258,0.7775365888366113,1.8567379096660055,-0.002119891435797071,0.24901463091373444,0.20044111338161186,0.04075491055846214,0.004738014657050371,0.003168049966916442,0.04115152731537819,-0.24112711726991412,-0.06802042176778711,0.7050409035960913,0.8082167506217957,0.0692371055483818,-0.009094294160604477,0.042961513215580685,-0.055052623490846046,0.028892964136349522,0.1050869198866347,0.7409084703356372,0.11596149952386554,0.03531028799490725,0.10741033457641663,-0.056186349198795574
34,0.68,-0.08695443719625473,0.06955593824386597,0.036130376160144806,0.008041184395551682,-0.0010177642107009888,0.012680415995419025,0.012332821264863014,0.002948639914393425,0.03419767161584299,-0.14938635491381302,0.7787031913452122,1.981766739970585,-0.001804979181490654,0.24220287799835205,0.1945650938426008,0.04820440337061882,0.004146300256252289,0.0018118270672857761,0.04841630905866623,-0.23726222995630955,-0.06411351356190065,0.7040114598503109,0.8082465529441833,0.07113320380449295,-0.008942600339651108,0.04435349273331357,-0.056326463289311526,0.0297382140321135,0.10485735349926155,0.7401105300063137,0.11669265122836822,0.03530141525539558,0.10785893456675522,-0.056831461391238944
35,0.7,-0.08687684684991837,0.06941229850053787,0.03615890070796013,0.008202984929084778,-0.000989239662885666,0.014141248539090157,0.011617816053330898,0.008062337525188923,0.03370931721721133,-0.14804015112856028,0.7801672366741208,2.0408063545588755,-0.0017044617594468778,0.2353648841381073,0.18844762227426615,0.0495121031999588,0.0017258822917938232,0.0004787821089848876,0.04954449087381363,-0.23418897785166903,-0.05989187360086867,0.7037095084856523,0.8082912564277649,0.0721735805273056,-0.008932530879974365,0.04501755909740869,-0.05711598031168228,0.029715784514191424,0.10486684753823508,0.7392207245926559,0.11659263136410979,0.03545454903769721,0.1078122354982867,-0.05681011012782533
36,0.72,-0.08678166568279266,0.06909269839525223,0.03637799993157387,0.008518291637301445,-0.0007701404392719269,0.01716579869389534,0.010936835780739784,0.013230658136308193,0.03177940728116274,-0.14558473595907095,0.7854806618409107,2.1688573279745436,-0.0013291484744492738,0.2284369319677353,0.18245823408331668,0.04327511787414551,-0.006034038960933685,-0.0008482545963488519,0.04370200261473656,-0.23028864623833786,-0.05686312681271177,0.7028456229891924,0.8083015084266663,0.07316499203443527,-0.008168663829565048,0.04595459965369801,-0.05751537097878931,0.029519648082560062,0.10533796022676362,0.7383304906330265,0.11630131376535273,0.03624526183151139,0.10786204759775812,-0.056617075841134734
37,0.74,-0.0868912860751152,0.06887544691562653,0.03678598627448082,0.008635248057544231,-0.000362154096364975,0.021440936252474785,0.009907371364533901,0.019014673307538033,0.029800648015390393,-0.14263165644788312,0.7898952656131123,2.3640013036756717,-0.0007409574413938663,0.2177049070596695,0.17262066691249608,0.03006790764629841,-0.020538320764899254,-0.002010127529501915,0.036468371748924255,-0.2244337409637163,-0.051460055701651575,0.7028063417850723,0.8082635998725891,0.07468371838331223,-0.006999317556619644,0.047599869265083465,-0.05797327559973867,0.028986218371137202,0.1063602921337978,0.7369390817447946,0.1158775044462524,0.037484845218171275,0.10819317840686116,-0.055919100528733626
38,0.76,-0.08687806129455566,0.06861068308353424,0.03709946572780609,0.008863694034516811,-4.867464303970337e-05,0.027485530823469162,0.008274559862911701,0.026210417971014977,0.029434624323114916,-0.13995062564287641,0.7957382441174369,2.5411099505756476,-0.00029762976326030977,0.20761282742023468,0.16399968863626024,0.012035094201564789,-0.03934979438781738,-0.0028027931693941355,0.04124445840716362,-0.2171047981011149,-0.048374658046486774,0.7025661977610246,0.8081710934638977,0.07523941993713379,-0.007317636162042618,0.04742177785123595,-0.058870137564850544,0.027910420906792573,0.1061091665530968,0.7357329908834264,0.11478848220134824,0.037498483469562555,0.10711229062978128,-0.055762793192661766
39,0.78,-0.08695726841688156,0.06844816356897354,0.037532806396484375,0.008958442136645317,0.0003846660256385803,0.03543221578001976,0.0064817494712769985,0.034834302961826324,0.02808546145197778,-0.1358504741387705,0.7997946552550268,2.8237126863279385,0.0003537074285852662,0.19712422788143158,0.15495845883787226,-0.0073603116907179356,-0.05737043544650078,-0.00323981954716146,0.057931315153837204,-0.20799445974239308,-0.04551761532280385,0.6987525048539324,0.808079719543457,0.07526066899299622,-0.008864466100931168,0.04608798780687026,-0.06015516965682732,0.026349307920149286,0.10480027831528847,0.7346049017140935,0.11330657633703084,0.03635211474631493,0.1050303506053825,-0.055932834180462146
40,0.8,-0.08702545613050461,0.06828692555427551,0.03794274479150772,0.009060380980372429,0.0007946044206619263,0.04352019354701042,0.008322447538375854,0.04271702095866203,0.029811395012287804,-0.13472356485501535,0.802083124014624,2.878699060731657,0.0007735574552921315,0.18711915612220764,0.14673999187741538,-0.02315720170736313,-0.07003498077392578,-0.004002871923148632,0.07387270778417587,-0.20100439196793293,-0.04170997720971781,0.6941035695610376,0.8079829812049866,0.0745307058095932,-0.01039937511086464,0.04433942409604896,-0.0608028665607413,0.024352045280095925,0.10340213750369133,0.733565416349192,0.11137750141060053,0.03511521194941582,0.10267186833541919,-0.055646324076573675
41,0.82,-0.08716857433319092,0.06845647841691971,0.03937787562608719,0.008841397240757942,0.002229735255241394,0.04921547695994377,0.02015647478401661,0.04489855095744133,0.035708679860371975,-0.13235538078153208,0.8002651140138906,2.8861182129452643,0.0021760333940403845,0.17557910084724426,0.13720405821442339,-0.028672708198428154,-0.07524824142456055,-0.007182938512414694,0.08084563165903091,-0.1853427579373765,-0.03883350991515999,0.693803371393573,0.8079144954681396,0.07471972703933716,-0.012579716742038727,0.0430170633681449,-0.06237643097616269,0.023336737380314804,0.10181474965079346,0.7331258284668579,0.11050531171350572,0.03335827123387375,0.10090469306343312,-0.056057480271468715
42,0.84,-0.08730588108301163,0.0685955062508583,0.04108160734176636,0.008651811629533768,0.003933466970920563,0.05673668906092644,0.04493432119488716,0.034640420228242874,0.042860827572889525,-0.13353152505126675,0.7965083087331297,2.711294270631846,0.0036575670385502676,0.16400542855262756,0.1282801054336679,-0.016804471611976624,-0.0729309692978859,-0.017178785055875778,0.07678819447755814,-0.16925900623390522,-0.03610776436852925,0.6888279209213747,0.8080072999000549,0.07227136194705963,-0.013466164469718933,0.04090544239678024,-0.061083812303523694,0.019805376825582834,0.10139760404020541,0.7326684788790836,0.10711125790859446,0.032802097789347104,0.0983438115551763,-0.0536404131130932
43,0.86,-0.08716145157814026,0.0681179016828537,0.042466212064027786,0.009137445129454136,0.005318071693181992,0.08229893445968628,0.08208797127008438,0.005888981744647026,0.04461942803397218,-0.13209904663730399,0.8019265033314701,2.8650599706730477,0.005066022550745154,0.15382543206214905,0.11977873739126613,0.016042040660977364,-0.06422841548919678,-0.04060203582048416,0.07766055315732956,-0.15177802782943337,-0.03272156916585822,0.6804460163215907,0.8078358173370361,0.07090723514556885,-0.0161040760576725,0.03772951122760605,-0.06215835618954416,0.018065601181413645,0.09848021850958001,0.7321691279951236,0.10522705275955391,0.030362316826726313,0.0949881400914936,-0.05451473339847895
44,0.88,-0.0875617265701294,0.06819703429937363,0.04305548965930939,0.008875553496181965,0.0059073492884635925,0.1284031718969345,0.12094839662313461,-0.043114498257637024,0.047748293587598835,-0.1311514595411729,0.8104956726383225,3.1062559592494865,0.0056252328829749995,0.14700491726398468,0.11543761829068865,0.06570441275835037,-0.05171818658709526,-0.0830937996506691,0.11788307875394821,-0.1470276951494125,-0.03170232922763594,0.675069551482337,0.8078963756561279,0.07050123065710068,-0.016830328851938248,0.036389429632733464,-0.06268566745624105,0.016135310808012768,0.09679954851951608,0.7320316310544214,0.10369703737814216,0.028602514220142455,0.0921879147996131,-0.0554307472944082
45,0.9,-0.09016351401805878,0.07085301727056503,0.04372202977538109,0.005419618915766478,0.006573889404535294,0.17771902680397034,0.1428333967924118,-0.10574816912412643,0.050130142664168924,-0.12494678985134611,0.8169976174470176,3.6070482326230406,0.006519234820055439,0.1390494406223297,0.10585719394222727,0.12039998173713684,-0.039509113878011703,-0.14285001158714294,0.19095352292060852,-0.1392709408711363,-0.025702839836415414,0.6661856061039141,0.8079585433006287,0.07560544461011887,-0.020491641014814377,0.03680503489025842,-0.06914824663648844,0.018066165996144322,0.09102497368697489,0.7338188919844986,0.1082296800142031,0.020171956416409856,0.08878109078898445,-0.06510368176962371
